
Segment Branching Angle B
 ==================== 
Segment Branching Angle B,Unit,Category,Depth,Level,Time,FilamentID,ID,
106.019,°,Segment,9,4,1,100000000,510000000831,
31.3296,°,Segment,6,5,1,100000001,510000000856,
70.8489,°,Segment,5,4,1,100000001,510000000863,
38.4378,°,Segment,4,3,1,100000001,510000000868,
14.1714,°,Segment,3,3,1,100000001,510000000891,
89.5028,°,Segment,2,3,1,100000001,510000000941,
92.8581,°,Segment,4,5,1,100000001,510000000954,
100.623,°,Segment,3,4,1,100000001,510000001003,
61.4235,°,Segment,4,4,1,100000001,510000001015,
35.1174,°,Segment,5,2,1,100000000,510000001044,
118.861,°,Segment,4,2,1,100000000,510000001071,
51.7029,°,Segment,3,1,1,100000000,510000001183,
16.0937,°,Segment,2,1,1,100000000,510000001185,
100.837,°,Segment,10,5,1,100000000,510000001203,
112.369,°,Segment,6,4,1,100000000,510000001214,
35.8834,°,Segment,5,3,1,100000000,510000001276,
17.4562,°,Segment,6,3,1,100000000,510000001286,
39.9017,°,Segment,5,5,1,100000001,510000001308,
80.5175,°,Segment,4,4,1,100000001,510000001318,
65.1709,°,Segment,4,4,1,100000001,510000001350,
92.8316,°,Segment,7,2,1,100000002,510000001373,
60.6531,°,Segment,6,1,1,100000002,510000001378,
32.5483,°,Segment,5,1,1,100000002,510000001403,
15.8265,°,Segment,4,1,1,100000002,510000001416,
53.9639,°,Segment,2,1,1,100000002,510000001422,
5.78269,°,Segment,1,1,1,100000002,510000001427,
0,°,Segment,0,1,1,100000002,510000001483,
79.7454,°,Segment,12,7,1,100000000,510000001512,
59.2519,°,Segment,11,7,1,100000000,510000001515,
75.7405,°,Segment,10,6,1,100000000,510000001519,
95.9041,°,Segment,9,5,1,100000000,510000001537,
68.8331,°,Segment,6,5,1,100000003,510000001569,
46.1259,°,Segment,5,4,1,100000003,510000001575,
55.8093,°,Segment,4,3,1,100000003,510000001583,
18.2469,°,Segment,3,2,1,100000003,510000001614,
27.677,°,Segment,1,2,1,100000003,510000001632,
0,°,Segment,0,1,1,100000003,510000001639,
112.764,°,Segment,8,4,1,100000003,510000001678,
57.4509,°,Segment,7,3,1,100000003,510000001714,
54.4305,°,Segment,6,2,1,100000003,510000001718,
35.1725,°,Segment,5,2,1,100000003,510000001732,
52.3017,°,Segment,4,2,1,100000003,510000001762,
25.4262,°,Segment,3,1,1,100000003,510000001764,
78.132,°,Segment,2,1,1,100000003,510000001774,
5.04993,°,Segment,1,1,1,100000003,510000001793,
0,°,Segment,0,1,1,100000003,510000001805,
3.58392,°,Segment,11,6,1,100000000,510000001816,
72.1912,°,Segment,10,5,1,100000000,510000001822,
25.0899,°,Segment,9,5,1,100000000,510000001830,
84.853,°,Segment,8,5,1,100000000,510000001854,
70.4235,°,Segment,20,9,1,100000000,510000001868,
43.8532,°,Segment,19,8,1,100000000,510000001873,
65.632,°,Segment,18,8,1,100000000,510000001878,
94.2445,°,Segment,5,4,1,100000001,510000001886,
38.1152,°,Segment,6,4,1,100000003,510000001949,
25.4916,°,Segment,5,3,1,100000003,510000001951,
15.4167,°,Segment,4,3,1,100000003,510000001954,
92.0584,°,Segment,3,3,1,100000003,510000001958,
64.1663,°,Segment,2,2,1,100000003,510000001993,
50.4102,°,Segment,1,1,1,100000003,510000002009,
0,°,Segment,0,1,1,100000003,510000002116,
37.9632,°,Segment,3,2,1,100000003,510000002156,
77.3974,°,Segment,6,3,1,100000003,510000002158,
101.658,°,Segment,2,3,1,100000003,510000002269,
50.9485,°,Segment,7,4,1,100000003,510000002296,
22.3402,°,Segment,5,3,1,100000003,510000002317,
38.3199,°,Segment,4,3,1,100000003,510000002353,
65.7974,°,Segment,3,3,1,100000003,510000002362,
0,°,Segment,0,1,1,100000002,510000002409,
50.9097,°,Segment,9,3,1,100000003,510000002435,
18.2294,°,Segment,8,3,1,100000003,510000002481,
33.8306,°,Segment,9,4,1,100000003,510000002486,
41.042,°,Segment,12,6,1,100000000,510000002489,
64.7216,°,Segment,11,6,1,100000000,510000002491,
52.4839,°,Segment,12,7,1,100000000,510000002493,
20.2357,°,Segment,10,5,1,100000000,510000002496,
0,°,Segment,0,1,1,100000003,510000002506,
34.3941,°,Segment,23,8,1,100000000,510000002535,
64.6999,°,Segment,22,8,1,100000000,510000002551,
11.2131,°,Segment,21,8,1,100000000,510000002554,
79.7134,°,Segment,6,6,1,100000003,510000002600,
60.0505,°,Segment,5,5,1,100000003,510000002604,
45.3959,°,Segment,4,4,1,100000003,510000002611,
102.585,°,Segment,7,4,1,100000001,510000002614,
75.9932,°,Segment,6,4,1,100000001,510000002625,
55.0397,°,Segment,8,4,1,100000001,510000002673,
65.3446,°,Segment,7,4,1,100000001,510000002736,
47.0302,°,Segment,8,5,1,100000001,510000002740,
72.8866,°,Segment,9,6,1,100000000,510000002751,
87.976,°,Segment,4,3,1,100000000,510000002768,
76.214,°,Segment,17,8,1,100000000,510000002787,
50.8575,°,Segment,16,7,1,100000000,510000002826,
53.6371,°,Segment,15,7,1,100000000,510000002835,
35.965,°,Segment,14,6,1,100000000,510000002875,
29.9582,°,Segment,12,5,1,100000000,510000002904,
61.2376,°,Segment,11,5,1,100000000,510000002926,
33.9545,°,Segment,17,7,1,100000000,510000002930,
25.5055,°,Segment,17,9,1,100000000,510000002955,
65.0917,°,Segment,16,8,1,100000000,510000002960,
78.7993,°,Segment,17,8,1,100000000,510000002967,
60.4982,°,Segment,15,6,1,100000000,510000002989,
43.6389,°,Segment,22,9,1,100000000,510000003029,
49.595,°,Segment,22,8,1,100000000,510000003036,
74.061,°,Segment,23,9,1,100000000,510000003039,
34.5179,°,Segment,21,9,1,100000000,510000003047,
41.7307,°,Segment,21,9,1,100000000,510000003049,
84.8781,°,Segment,19,9,1,100000000,510000003053,
52.8391,°,Segment,20,9,1,100000000,510000003055,
80.0563,°,Segment,19,7,1,100000000,510000003057,
58.5135,°,Segment,16,8,1,100000000,510000003071,
80.2508,°,Segment,17,8,1,100000000,510000003073,
77.3954,°,Segment,15,8,1,100000000,510000003080,
0,°,Segment,0,1,1,100000000,510000003121,
23.1927,°,Segment,8,3,1,100000000,510000003136,
94.5211,°,Segment,7,2,1,100000000,510000003146,
63.8836,°,Segment,6,2,1,100000000,510000003177,
20.1967,°,Segment,5,2,1,100000000,510000003199,
20.5001,°,Segment,4,1,1,100000000,510000003240,
68.6807,°,Segment,8,2,1,100000000,510000003244,
34.8035,°,Segment,7,3,1,100000000,510000003246,
45.428,°,Segment,6,3,1,100000000,510000003249,
0,°,Segment,0,1,1,100000003,510000003286,
60.4905,°,Segment,11,5,1,100000001,510000003321,
82.6376,°,Segment,10,4,1,100000001,510000003337,
12.3781,°,Segment,9,3,1,100000001,510000003345,
18.3137,°,Segment,8,3,1,100000001,510000003350,
41.2439,°,Segment,7,3,1,100000001,510000003368,
53.8792,°,Segment,6,3,1,100000001,510000003373,
27.2969,°,Segment,6,2,1,100000002,510000003396,
36.38,°,Segment,5,2,1,100000002,510000003430,
22.6929,°,Segment,4,2,1,100000002,510000003444,
36.1391,°,Segment,3,2,1,100000002,510000003446,
60.8736,°,Segment,2,2,1,100000002,510000003480,
45.2554,°,Segment,1,1,1,100000002,510000003489,
0,°,Segment,0,1,1,100000002,510000003516,
54.1973,°,Segment,6,3,1,100000002,510000003548,
33.9706,°,Segment,5,3,1,100000001,510000003555,
76.4056,°,Segment,13,7,1,100000001,510000003580,
66.3062,°,Segment,3,3,1,100000002,510000003590,
28.0305,°,Segment,1,2,1,100000002,510000003632,
15.5414,°,Segment,23,7,1,100000001,510000003657,
68.9308,°,Segment,22,7,1,100000001,510000003669,
52.7327,°,Segment,21,7,1,100000001,510000003692,
70.9949,°,Segment,23,8,1,100000001,510000003696,
81.516,°,Segment,12,7,1,100000001,510000003737,
73.4869,°,Segment,20,6,1,100000001,510000003745,
70.9719,°,Segment,19,7,1,100000001,510000003755,
74.6138,°,Segment,16,7,1,100000001,510000003762,
60.1434,°,Segment,9,5,1,100000001,510000003844,
98.8568,°,Segment,18,7,1,100000001,510000003846,
83.9411,°,Segment,17,7,1,100000001,510000003849,
33.985,°,Segment,14,7,1,100000001,510000003858,
54.7741,°,Segment,15,7,1,100000001,510000003863,
62.6304,°,Segment,11,7,1,100000001,510000003888,
101.62,°,Segment,10,7,1,100000001,510000003890,
69.2136,°,Segment,8,6,1,100000001,510000003897,
11.1589,°,Segment,6,2,1,100000002,510000003908,
63.2153,°,Segment,5,2,1,100000002,510000003911,
25.6407,°,Segment,6,3,1,100000002,510000003918,
78.3935,°,Segment,5,4,1,100000003,510000003965,
54.3212,°,Segment,3,3,1,100000002,510000003993,
21.382,°,Segment,2,2,1,100000002,510000004016,
47.9827,°,Segment,1,2,1,100000002,510000004045,
0,°,Segment,0,1,1,100000002,510000004077,
44.6885,°,Segment,12,7,1,100000000,510000004088,
44.488,°,Segment,11,6,1,100000000,510000004091,
47.3957,°,Segment,10,6,1,100000000,510000004105,
0,°,Segment,0,1,1,100000002,510000004136,
81.6645,°,Segment,1,2,1,100000002,510000004149,
0,°,Segment,0,1,1,100000002,510000004181,
75.6455,°,Segment,6,2,1,100000002,510000004203,
43.7312,°,Segment,8,1,1,100000002,510000004214,
49.3492,°,Segment,7,1,1,100000002,510000004221,
60.9423,°,Segment,8,2,1,100000002,510000004223,
86.6819,°,Segment,3,3,1,100000002,510000004235,
91.9519,°,Segment,6,1,1,100000002,510000004250,
15.9293,°,Segment,5,1,1,100000002,510000004263,
36.9756,°,Segment,4,1,1,100000002,510000004265,
58.5317,°,Segment,3,1,1,100000002,510000004280,
120.007,°,Segment,2,1,1,100000002,510000004298,
58.2328,°,Segment,1,1,1,100000002,510000004304,
47.7478,°,Segment,5,3,1,100000003,510000004348,
93.4395,°,Segment,1,1,1,100000002,510000004351,
60.8772,°,Segment,5,2,1,100000002,510000004371,
12.5012,°,Segment,14,5,1,100000000,510000004379,
19.2402,°,Segment,13,5,1,100000000,510000004383,
75.7911,°,Segment,14,6,1,100000000,510000004390,
49.8204,°,Segment,14,6,1,100000000,510000004396,
0,°,Segment,0,1,1,100000003,510000004425,
69.5411,°,Segment,12,6,1,100000000,510000004453,
58.892,°,Segment,7,2,1,100000003,510000004491,
51.6787,°,Segment,5,3,1,100000002,510000004513,
71.2531,°,Segment,4,3,1,100000003,510000004527,
47.9909,°,Segment,3,2,1,100000003,510000004567,
33.2926,°,Segment,2,2,1,100000003,510000004579,
29.8796,°,Segment,3,2,1,100000000,510000004608,
62.9964,°,Segment,16,7,1,100000000,510000004614,
40.9059,°,Segment,15,6,1,100000000,510000004623,
100.118,°,Segment,14,5,1,100000000,510000004659,
17.4242,°,Segment,16,6,1,100000000,510000004663,
92.4866,°,Segment,15,5,1,100000000,510000004674,
101.87,°,Segment,13,6,1,100000000,510000004679,
138.78,°,Segment,11,7,1,100000000,510000004683,
66.2095,°,Segment,11,5,1,100000000,510000004685,
79.1373,°,Segment,12,4,1,100000000,510000004688,
0,°,Segment,0,1,1,100000000,510000004718,
61.3754,°,Segment,5,1,1,100000000,510000004740,
38.7334,°,Segment,7,3,1,100000000,510000004744,
89.9997,°,Segment,5,2,1,100000000,510000004754,
116.552,°,Segment,3,3,1,100000000,510000004758,
96.724,°,Segment,6,4,1,100000003,510000004782,
23.4521,°,Segment,6,4,1,100000003,510000004802,
54.1378,°,Segment,7,3,1,100000003,510000004806,
59.6667,°,Segment,5,3,1,100000003,510000004820,
60.0133,°,Segment,5,2,1,100000003,510000004834,
32.9808,°,Segment,4,2,1,100000003,510000004838,
43.8545,°,Segment,6,5,1,100000003,510000004847,
108.902,°,Segment,5,3,1,100000003,510000004851,
48.7173,°,Segment,5,4,1,100000003,510000004859,
56.4853,°,Segment,2,3,1,100000003,510000004885,
46.1331,°,Segment,6,2,1,100000002,510000004889,
92.6863,°,Segment,1,1,1,100000000,510000004896,
0,°,Segment,0,1,1,100000000,510000004931,
52.8618,°,Segment,11,4,1,100000001,510000004951,
97.5768,°,Segment,9,4,1,100000001,510000004969,
63.5177,°,Segment,1,1,1,100000003,510000005005,
81.349,°,Segment,2,2,1,100000003,510000005018,
58.8674,°,Segment,1,1,1,100000003,510000005061,
40.9997,°,Segment,6,5,1,100000001,510000005093,
58.6604,°,Segment,5,4,1,100000001,510000005126,
78.2215,°,Segment,4,4,1,100000001,510000005130,
90.5433,°,Segment,4,3,1,100000002,510000005146,
64.765,°,Segment,4,2,1,100000002,510000005153,
106.107,°,Segment,3,2,1,100000002,510000005157,
80.3552,°,Segment,2,3,1,100000002,510000005182,
53.3815,°,Segment,1,2,1,100000002,510000005243,
0,°,Segment,0,1,1,100000002,510000005262,
51.7423,°,Segment,2,2,1,100000002,510000005290,
23.6001,°,Segment,2,1,1,100000003,510000005294,
117.673,°,Segment,4,2,1,100000002,510000005325,
50.4607,°,Segment,3,2,1,100000002,510000005374,
30.4088,°,Segment,12,5,1,100000001,510000005396,
64.0322,°,Segment,11,4,1,100000001,510000005416,
23.4159,°,Segment,10,3,1,100000001,510000005420,
97.8718,°,Segment,2,2,1,100000002,510000005434,
42.2909,°,Segment,1,1,1,100000002,510000005478,
63.8135,°,Segment,6,3,1,100000003,510000005499,
0,°,Segment,0,1,1,100000000,510000005531,
52.9622,°,Segment,7,5,1,100000001,510000005539,
41.4946,°,Segment,6,4,1,100000001,510000005545,
97.2845,°,Segment,4,3,1,100000002,510000005569,
64.5639,°,Segment,3,2,1,100000002,510000005621,
4.57616,°,Segment,4,2,1,100000002,510000005629,
26.5189,°,Segment,2,1,1,100000002,510000005637,
79.5407,°,Segment,2,2,1,100000000,510000005652,
67.4015,°,Segment,1,2,1,100000000,510000005670,
0,°,Segment,0,1,1,100000000,510000005691,
69.0753,°,Segment,2,3,1,100000000,510000005699,
55.8059,°,Segment,1,1,1,100000000,510000005706,
0,°,Segment,0,1,1,100000000,510000005720,
47.7066,°,Segment,11,3,1,100000001,510000005791,
48.3303,°,Segment,4,2,1,100000003,510000005796,
68.4635,°,Segment,3,3,1,100000003,510000005802,
70.5573,°,Segment,7,4,1,100000001,510000005810,
78.0586,°,Segment,1,2,1,100000000,510000005816,
89.5214,°,Segment,5,4,1,100000003,510000005821,
19.0264,°,Segment,4,3,1,100000003,510000005836,
78.7386,°,Segment,3,3,1,100000003,510000005867,
26.2328,°,Segment,2,2,1,100000003,510000005907,
67.3855,°,Segment,1,2,1,100000003,510000005911,
57.1695,°,Segment,12,4,1,100000001,510000005917,
85.7726,°,Segment,9,4,1,100000003,510000005929,
19.7481,°,Segment,8,4,1,100000003,510000005940,
64.7605,°,Segment,7,3,1,100000003,510000005947,
42.5154,°,Segment,6,3,1,100000003,510000005963,
31.4887,°,Segment,4,2,1,100000003,510000005990,
115.38,°,Segment,9,5,1,100000003,510000005994,
81.527,°,Segment,7,4,1,100000003,510000006026,
76.5843,°,Segment,8,3,1,100000003,510000006029,
42.4233,°,Segment,5,3,1,100000003,510000006033,
38.4628,°,Segment,5,3,1,100000003,510000006045,
98.3199,°,Segment,4,4,1,100000003,510000006048,
60.8046,°,Segment,6,2,1,100000003,510000006050,
83.1943,°,Segment,4,3,1,100000003,510000006054,
99.311,°,Segment,1,1,1,100000001,510000006064,
0,°,Segment,0,1,1,100000002,510000006091,
21.6399,°,Segment,4,3,1,100000002,510000006095,
18.3982,°,Segment,3,2,1,100000002,510000006149,
17.4804,°,Segment,2,1,1,100000002,510000006168,
45.4366,°,Segment,2,3,1,100000002,510000006198,
33.2743,°,Segment,3,1,1,100000002,510000006209,
34.93,°,Segment,5,1,1,100000003,510000006237,
64.1272,°,Segment,4,1,1,100000003,510000006247,
36.964,°,Segment,4,3,1,100000003,510000006283,
51.8414,°,Segment,3,2,1,100000003,510000006292,
88.0219,°,Segment,4,2,1,100000003,510000006307,
47.9497,°,Segment,5,2,1,100000003,510000006310,
79.2458,°,Segment,1,2,1,100000003,510000006315,
84.3633,°,Segment,1,2,1,100000003,510000006320,
85.6741,°,Segment,2,3,1,100000003,510000006326,
34.5052,°,Segment,2,1,1,100000003,510000006328,
81.6791,°,Segment,5,2,1,100000002,510000006360,
17.9566,°,Segment,4,2,1,100000002,510000006382,
61.1918,°,Segment,3,2,1,100000002,510000006407,
26.7732,°,Segment,2,2,1,100000002,510000006421,
94.7532,°,Segment,3,2,1,100000002,510000006428,
46.5398,°,Segment,5,3,1,100000002,510000006438,
82.9732,°,Segment,4,2,1,100000002,510000006442,
43.1637,°,Segment,6,5,1,100000001,510000006444,
88.5663,°,Segment,8,4,1,100000001,510000006448,
42.6734,°,Segment,7,4,1,100000001,510000006455,
66.1278,°,Segment,6,4,1,100000001,510000006475,
101.321,°,Segment,2,2,1,100000002,510000006479,
41.3011,°,Segment,2,3,1,100000002,510000006501,
68.059,°,Segment,7,4,1,100000001,510000006514,
73.2798,°,Segment,3,3,1,100000002,510000006539,
45.9483,°,Segment,5,5,1,100000001,510000006552,
87.6352,°,Segment,4,3,1,100000001,510000006555,
109.163,°,Segment,3,2,1,100000001,510000006568,
49.9216,°,Segment,3,2,1,100000002,510000006577,
33.6226,°,Segment,1,1,1,100000002,510000006581,
0,°,Segment,0,1,1,100000002,510000006583,
0,°,Segment,0,1,1,100000002,510000006617,
105.262,°,Segment,1,2,1,100000002,510000006623,
59.8472,°,Segment,2,2,1,100000002,510000006638,
16.9191,°,Segment,4,2,1,100000001,510000006641,
39.0997,°,Segment,3,1,1,100000002,510000006644,
0,°,Segment,0,1,1,100000000,510000006659,
0,°,Segment,0,1,1,100000000,510000006669,
0,°,Segment,0,1,1,100000000,510000006671,
25.0503,°,Segment,11,4,1,100000000,510000006673,
28.6834,°,Segment,18,7,1,100000000,510000006674,
74.1034,°,Segment,24,11,1,100000000,510000006675,
55.1464,°,Segment,20,8,1,100000000,510000006676,
57.3104,°,Segment,13,5,1,100000000,510000006677,
101.457,°,Segment,12,6,1,100000000,510000006678,
38.5075,°,Segment,12,8,1,100000000,510000006679,
49.8682,°,Segment,10,5,1,100000000,510000006680,
57.0385,°,Segment,10,6,1,100000000,510000006681,
46.5739,°,Segment,9,5,1,100000000,510000006682,
71.9941,°,Segment,7,5,1,100000000,510000006683,
98.6919,°,Segment,1,2,1,100000000,510000006684,
26.8713,°,Segment,12,6,1,100000001,510000006685,
5.10734,°,Segment,18,6,1,100000001,510000006686,
27.1104,°,Segment,22,8,1,100000001,510000006687,
27.3006,°,Segment,5,3,1,100000001,510000006688,
48.6452,°,Segment,7,5,1,100000001,510000006689,
36.7939,°,Segment,7,5,1,100000001,510000006690,
28.9347,°,Segment,3,1,1,100000002,510000006692,
84.7721,°,Segment,1,2,1,100000002,510000006693,
85.71,°,Segment,4,3,1,100000002,510000006694,
64.0612,°,Segment,2,1,1,100000002,510000006696,
75.089,°,Segment,2,2,1,100000002,510000006697,
57.1442,°,Segment,5,4,1,100000003,510000006700,
81.9441,°,Segment,4,4,1,100000003,510000006701,
42.7959,°,Segment,6,4,1,100000003,510000006702,
57.5871,°,Segment,6,3,1,100000003,510000006703,
82.0139,°,Segment,3,2,1,100000003,510000006704,
46.1659,°,Segment,5,2,1,100000003,510000006705,
53.969,°,Segment,2,2,1,100000003,510000006706,
30.8064,°,Segment,6,3,1,100000003,510000006707,
