
Spine Neck Max Diameter
 ==================== 
Spine Neck Max Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,9,6,1,100000000,610000007214,
1.25,µm,Spine,6,6,1,100000003,610000007229,
0.416667,µm,Spine,6,2,1,100000002,610000007238,
0.587247,µm,Spine,4,4,1,100000001,610000007254,
0.617872,µm,Spine,16,8,1,100000000,610000007266,
0.47119,µm,Spine,3,2,1,100000002,610000007277,
0.416667,µm,Spine,4,2,1,100000002,610000007293,
0.473423,µm,Spine,10,6,1,100000000,610000007305,
1.40359,µm,Spine,11,3,1,100000001,610000007318,
0.66091,µm,Spine,1,2,1,100000002,610000007327,
0.66091,µm,Spine,1,2,1,100000002,610000007336,
0.496223,µm,Spine,4,4,1,100000001,610000007342,
0.42216,µm,Spine,2,2,1,100000003,610000007349,
0.432536,µm,Spine,5,2,1,100000002,610000007354,
0.432129,µm,Spine,4,2,1,100000002,610000007361,
0.812532,µm,Spine,1,1,1,100000003,610000007379,
0.416667,µm,Spine,2,3,1,100000001,610000007387,
0.833333,µm,Spine,3,2,1,100000000,610000007393,
0.416667,µm,Spine,4,3,1,100000003,610000007398,
0.848807,µm,Spine,5,2,1,100000002,610000007406,
0.848807,µm,Spine,5,2,1,100000002,610000007413,
0.661165,µm,Spine,1,1,1,100000003,610000007421,
0.67876,µm,Spine,1,1,1,100000003,610000007429,
0.564054,µm,Spine,1,1,1,100000003,610000007435,
0.742813,µm,Spine,3,4,1,100000001,610000007442,
0.742813,µm,Spine,3,4,1,100000001,610000007448,
0.431157,µm,Spine,8,5,1,100000000,610000007452,
0.416667,µm,Spine,12,6,1,100000000,610000007455,
0.438159,µm,Spine,5,3,1,100000002,610000007458,
0.625,µm,Spine,1,2,1,100000002,610000007469,
0.416667,µm,Spine,1,2,1,100000002,610000007474,
0.784624,µm,Spine,23,8,1,100000000,610000007481,
0.416667,µm,Spine,12,7,1,100000000,610000007484,
0.750008,µm,Spine,1,1,1,100000003,610000007488,
0.644531,µm,Spine,1,1,1,100000003,610000007491,
0.731386,µm,Spine,3,3,1,100000002,610000007495,
0.731386,µm,Spine,3,3,1,100000002,610000007499,
0.94441,µm,Spine,2,3,1,100000001,610000007503,
0.462302,µm,Spine,4,2,1,100000000,610000007508,
1.39308,µm,Spine,4,2,1,100000000,610000007513,
0.462302,µm,Spine,4,2,1,100000000,610000007517,
0.693359,µm,Spine,5,4,1,100000001,610000007519,
0.978473,µm,Spine,3,3,1,100000002,610000007522,
1.66667,µm,Spine,5,4,1,100000001,610000007525,
0.833333,µm,Spine,3,2,1,100000000,610000007527,
0.80435,µm,Spine,0,1,1,100000003,610000007534,
3.54167,µm,Spine,3,3,1,100000001,610000007538,
0.416667,µm,Spine,0,1,1,100000003,610000007545,
1.84841,µm,Spine,0,1,1,100000000,610000007554,
0.416667,µm,Spine,10,6,1,100000000,610000007556,
0.833333,µm,Spine,2,1,1,100000003,610000007558,
1.42491,µm,Spine,0,1,1,100000000,610000007569,
0.460002,µm,Spine,1,2,1,100000002,610000007575,
1.65431,µm,Spine,1,1,1,100000000,610000007579,
0.833333,µm,Spine,7,4,1,100000003,610000007583,
1.875,µm,Spine,8,3,1,100000003,610000007585,
1.42491,µm,Spine,0,1,1,100000000,610000007594,
1.31249,µm,Spine,6,1,1,100000002,610000007597,
0.416667,µm,Spine,0,1,1,100000003,610000007603,
0.850452,µm,Spine,3,4,1,100000001,610000007606,
0.489909,µm,Spine,0,1,1,100000003,610000007610,
1.42491,µm,Spine,0,1,1,100000000,610000007617,
0,µm,Spine,16,6,1,100000001,610000007619,
1.42491,µm,Spine,0,1,1,100000000,610000007627,
0,µm,Spine,0,1,1,100000003,610000007629,
0.546024,µm,Spine,7,2,1,100000003,610000007631,
1.14395,µm,Spine,5,2,1,100000002,610000007634,
0.677083,µm,Spine,4,3,1,100000003,610000007637,
0.828844,µm,Spine,4,1,1,100000002,610000007640,
0.882127,µm,Spine,2,2,1,100000000,610000007644,
0,µm,Spine,0,1,1,100000003,610000007648,
0.72284,µm,Spine,3,1,1,100000002,610000007650,
0.766739,µm,Spine,2,1,1,100000002,610000007657,
0.856106,µm,Spine,4,2,1,100000000,610000007659,
1.17125,µm,Spine,5,2,1,100000003,610000007662,
0,µm,Spine,15,7,1,100000000,610000007664,
0,µm,Spine,0,1,1,100000000,610000007668,
0,µm,Spine,1,2,1,100000002,610000007670,
0.416667,µm,Spine,0,1,1,100000003,610000007674,
0.416667,µm,Spine,0,1,1,100000000,610000007677,
1.62091,µm,Spine,1,1,1,100000003,610000007681,
0.528398,µm,Spine,1,2,1,100000002,610000007688,
1.0818,µm,Spine,16,7,1,100000000,610000007690,
0,µm,Spine,0,1,1,100000000,610000007694,
0.416667,µm,Spine,0,1,1,100000000,610000007698,
1.34726,µm,Spine,14,6,1,100000000,610000007701,
0.972048,µm,Spine,17,7,1,100000000,610000007707,
0.585883,µm,Spine,0,1,1,100000000,610000007713,
0,µm,Spine,21,7,1,100000001,610000007715,
0,µm,Spine,0,1,1,100000000,610000007721,
0,µm,Spine,0,1,1,100000000,610000007725,
0,µm,Spine,0,1,1,100000000,610000007730,
0,µm,Spine,0,1,1,100000000,610000007734,
0,µm,Spine,9,5,1,100000000,610000007742,
0,µm,Spine,0,1,1,100000000,610000007747,
0.936437,µm,Spine,17,9,1,100000000,610000007749,
0,µm,Spine,0,1,1,100000000,610000007751,
0,µm,Spine,1,2,1,100000002,610000007754,
1.51693,µm,Spine,2,2,1,100000002,610000007759,
1.79336,µm,Spine,1,2,1,100000003,610000007761,
0,µm,Spine,0,1,1,100000000,610000007765,
0,µm,Spine,5,2,1,100000003,610000007768,
0,µm,Spine,0,1,1,100000000,610000007782,
0,µm,Spine,0,1,1,100000003,610000007797,
0,µm,Spine,24,10,1,100000000,610000007822,
0,µm,Spine,21,9,1,100000000,610000007823,
0,µm,Spine,21,9,1,100000000,610000007824,
0,µm,Spine,20,8,1,100000000,610000007825,
0,µm,Spine,20,8,1,100000000,610000007826,
0,µm,Spine,23,8,1,100000000,610000007827,
0,µm,Spine,23,8,1,100000000,610000007828,
0,µm,Spine,19,9,1,100000000,610000007829,
0,µm,Spine,15,8,1,100000000,610000007830,
0,µm,Spine,15,8,1,100000000,610000007831,
0,µm,Spine,12,5,1,100000000,610000007832,
0,µm,Spine,12,4,1,100000000,610000007833,
0,µm,Spine,15,6,1,100000000,610000007834,
0,µm,Spine,15,6,1,100000000,610000007835,
0,µm,Spine,15,6,1,100000000,610000007836,
0,µm,Spine,14,6,1,100000000,610000007837,
0,µm,Spine,12,5,1,100000000,610000007838,
0,µm,Spine,12,5,1,100000000,610000007839,
0,µm,Spine,12,5,1,100000000,610000007840,
0,µm,Spine,12,7,1,100000000,610000007841,
0,µm,Spine,12,6,1,100000000,610000007842,
0,µm,Spine,10,5,1,100000000,610000007843,
0,µm,Spine,10,5,1,100000000,610000007844,
0,µm,Spine,10,5,1,100000000,610000007845,
0,µm,Spine,9,5,1,100000000,610000007846,
0,µm,Spine,9,5,1,100000000,610000007847,
0,µm,Spine,8,4,1,100000000,610000007848,
0,µm,Spine,12,6,1,100000000,610000007849,
0,µm,Spine,12,6,1,100000000,610000007850,
0,µm,Spine,9,6,1,100000000,610000007851,
0,µm,Spine,8,5,1,100000000,610000007852,
0,µm,Spine,7,4,1,100000000,610000007853,
0,µm,Spine,11,6,1,100000000,610000007854,
0,µm,Spine,8,4,1,100000000,610000007855,
0,µm,Spine,8,4,1,100000000,610000007856,
0,µm,Spine,9,6,1,100000000,610000007857,
0,µm,Spine,6,4,1,100000000,610000007858,
0,µm,Spine,3,2,1,100000000,610000007859,
0,µm,Spine,3,2,1,100000000,610000007860,
0,µm,Spine,2,2,1,100000000,610000007861,
0,µm,Spine,3,1,1,100000000,610000007862,
0,µm,Spine,3,1,1,100000000,610000007863,
0,µm,Spine,0,1,1,100000000,610000007866,
0,µm,Spine,21,7,1,100000001,610000007870,
0,µm,Spine,20,6,1,100000001,610000007871,
0,µm,Spine,20,6,1,100000001,610000007872,
0,µm,Spine,17,6,1,100000001,610000007873,
0,µm,Spine,11,6,1,100000001,610000007874,
0,µm,Spine,6,4,1,100000001,610000007875,
0,µm,Spine,6,4,1,100000001,610000007876,
0,µm,Spine,11,5,1,100000001,610000007877,
0,µm,Spine,3,3,1,100000001,610000007878,
0,µm,Spine,3,4,1,100000001,610000007879,
0,µm,Spine,3,4,1,100000001,610000007880,
0,µm,Spine,2,3,1,100000001,610000007881,
0,µm,Spine,21,7,1,100000001,610000007882,
0,µm,Spine,6,1,1,100000002,610000007883,
0,µm,Spine,4,1,1,100000002,610000007884,
0,µm,Spine,3,2,1,100000002,610000007885,
0,µm,Spine,0,1,1,100000002,610000007886,
0,µm,Spine,5,2,1,100000002,610000007887,
0,µm,Spine,1,2,1,100000002,610000007888,
0,µm,Spine,3,1,1,100000002,610000007891,
0,µm,Spine,3,1,1,100000002,610000007892,
0,µm,Spine,2,2,1,100000002,610000007893,
0,µm,Spine,3,2,1,100000002,610000007894,
0,µm,Spine,0,1,1,100000002,610000007895,
0,µm,Spine,2,3,1,100000003,610000007897,
0,µm,Spine,2,1,1,100000003,610000007898,
0,µm,Spine,5,4,1,100000003,610000007905,
0,µm,Spine,9,5,1,100000003,610000007906,
0,µm,Spine,0,1,1,100000003,610000007907,
0,µm,Spine,0,1,1,100000003,610000007909,
0,µm,Spine,5,2,1,100000003,610000007910,
0,µm,Spine,7,4,1,100000003,610000007911,
0,µm,Spine,7,3,1,100000003,610000007912,
0,µm,Spine,4,3,1,100000003,610000007913,
0,µm,Spine,8,4,1,100000003,610000007915,
0,µm,Spine,7,3,1,100000003,610000007916,
0,µm,Spine,7,2,1,100000003,610000007917,
0,µm,Spine,4,2,1,100000003,610000007918,
0,µm,Spine,4,3,1,100000003,610000007919,
