
Segment Intensity StdDev Ch=1 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
54.8895,,Segment,1,21,Image 1,8,1,100000001,510000000024,
41.3474,,Segment,1,20,Image 1,7,1,100000001,510000000027,
45.0243,,Segment,1,19,Image 1,6,1,100000001,510000000030,
34.8803,,Segment,1,17,Image 1,6,1,100000001,510000000034,
35.1687,,Segment,1,16,Image 1,6,1,100000001,510000000038,
39.6287,,Segment,1,15,Image 1,6,1,100000001,510000000041,
33.2146,,Segment,1,14,Image 1,6,1,100000001,510000000044,
42.0626,,Segment,1,13,Image 1,6,1,100000001,510000000048,
43.3161,,Segment,1,11,Image 1,6,1,100000001,510000000058,
43.4385,,Segment,1,10,Image 1,6,1,100000001,510000000065,
38.1887,,Segment,1,9,Image 1,6,1,100000001,510000000078,
48.5596,,Segment,1,8,Image 1,5,1,100000001,510000000089,
48.9829,,Segment,1,7,Image 1,5,1,100000001,510000000114,
33.6651,,Segment,1,6,Image 1,4,1,100000001,510000000118,
28.7025,,Segment,1,5,Image 1,4,1,100000001,510000000133,
41.5264,,Segment,1,4,Image 1,3,1,100000001,510000000168,
41.2601,,Segment,1,3,Image 1,3,1,100000001,510000000177,
22.7689,,Segment,1,2,Image 1,2,1,100000001,510000000185,
26.5873,,Segment,1,1,Image 1,2,1,100000001,510000000187,
5.90668,,Segment,1,0,Image 1,1,1,100000001,510000000192,
33.7215,,Segment,1,24,Image 1,10,1,100000000,510000000208,
40.8281,,Segment,1,23,Image 1,10,1,100000000,510000000243,
39.701,,Segment,1,22,Image 1,9,1,100000000,510000000266,
34.571,,Segment,1,21,Image 1,8,1,100000000,510000000276,
45.1373,,Segment,1,20,Image 1,8,1,100000000,510000000290,
48.1363,,Segment,1,19,Image 1,8,1,100000000,510000000310,
52.1627,,Segment,1,17,Image 1,7,1,100000000,510000000338,
49.8637,,Segment,1,16,Image 1,7,1,100000000,510000000341,
51.534,,Segment,1,15,Image 1,7,1,100000000,510000000349,
61.6873,,Segment,1,14,Image 1,7,1,100000000,510000000367,
43.9541,,Segment,1,13,Image 1,6,1,100000000,510000000372,
50.7843,,Segment,1,12,Image 1,5,1,100000000,510000000398,
52.3347,,Segment,1,10,Image 1,4,1,100000000,510000000405,
46.9032,,Segment,1,9,Image 1,4,1,100000000,510000000407,
48.735,,Segment,1,8,Image 1,4,1,100000000,510000000419,
50.4189,,Segment,1,7,Image 1,4,1,100000000,510000000433,
48.0492,,Segment,1,6,Image 1,3,1,100000000,510000000435,
57.0792,,Segment,1,5,Image 1,3,1,100000000,510000000440,
57.8511,,Segment,1,4,Image 1,2,1,100000000,510000000455,
48.4215,,Segment,1,3,Image 1,2,1,100000000,510000000459,
42.0719,,Segment,1,2,Image 1,2,1,100000000,510000000484,
44.0135,,Segment,1,1,Image 1,1,1,100000000,510000000493,
54.3315,,Segment,1,0,Image 1,1,1,100000000,510000000514,
34.4564,,Segment,1,11,Image 1,6,1,100000000,510000000541,
25.1394,,Segment,1,9,Image 1,5,1,100000000,510000000573,
45.9168,,Segment,1,8,Image 1,4,1,100000000,510000000597,
43.5108,,Segment,1,7,Image 1,4,1,100000000,510000000605,
59.0906,,Segment,1,6,Image 1,4,1,100000000,510000000616,
28.5053,,Segment,1,11,Image 1,5,1,100000000,510000000619,
48.6808,,Segment,1,23,Image 1,9,1,100000000,510000000641,
33.2486,,Segment,1,3,Image 1,2,1,100000003,510000000646,
35.2742,,Segment,1,2,Image 1,2,1,100000003,510000000719,
39.8105,,Segment,1,1,Image 1,2,1,100000003,510000000771,
57.6854,,Segment,1,0,Image 1,1,1,100000003,510000000793,
31.5901,,Segment,1,3,Image 1,3,1,100000003,510000000799,
41.7048,,Segment,1,9,Image 1,6,1,100000000,510000000821,
59.4683,,Segment,1,8,Image 1,5,1,100000000,510000000824,
25.9301,,Segment,1,9,Image 1,4,1,100000000,510000000831,
19.5216,,Segment,1,6,Image 1,5,1,100000001,510000000856,
25.9422,,Segment,1,5,Image 1,4,1,100000001,510000000863,
28.823,,Segment,1,4,Image 1,3,1,100000001,510000000868,
28.2543,,Segment,1,3,Image 1,3,1,100000001,510000000891,
49.0768,,Segment,1,2,Image 1,3,1,100000001,510000000941,
40.0059,,Segment,1,4,Image 1,5,1,100000001,510000000954,
36.0931,,Segment,1,3,Image 1,4,1,100000001,510000001003,
39.4251,,Segment,1,4,Image 1,4,1,100000001,510000001015,
36.0873,,Segment,1,5,Image 1,2,1,100000000,510000001044,
34.1357,,Segment,1,4,Image 1,2,1,100000000,510000001071,
50.3295,,Segment,1,3,Image 1,1,1,100000000,510000001183,
49.2268,,Segment,1,2,Image 1,1,1,100000000,510000001185,
