
Spine Part Length
 ==================== 
Spine Part Length Ground,Spine Part Length Head,Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.563733,0.572518,0.252271,µm,Spine,Spine Part Length,0,1,1,100000003,610000007534,
0.886326,0.496575,0.566255,µm,Spine,Spine Part Length,0,1,1,100000003,610000007545,
1.61352,1.6196,0.897493,µm,Spine,Spine Part Length,0,1,1,100000000,610000007554,
1.67083,1.32384,1.7105,µm,Spine,Spine Part Length,0,1,1,100000000,610000007569,
1.96036,1.35068,0.917748,µm,Spine,Spine Part Length,0,1,1,100000000,610000007594,
1.0625,0.531555,0.329055,µm,Spine,Spine Part Length,0,1,1,100000003,610000007603,
0.942005,0.216471,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000007610,
1.37477,0.940466,0.847707,µm,Spine,Spine Part Length,0,1,1,100000000,610000007617,
1.32249,0.928153,1.24764,µm,Spine,Spine Part Length,0,1,1,100000000,610000007627,
0.622115,0.3626,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000007629,
0.792814,1.27638,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000007648,
1.12444,1.06292,0.516376,µm,Spine,Spine Part Length,0,1,1,100000000,610000007668,
0.686285,0.208333,0.343834,µm,Spine,Spine Part Length,0,1,1,100000003,610000007674,
0.874202,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000007677,
1.26581,0.631341,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000007694,
0.873326,0.208333,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000007698,
1.2839,0.944631,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000007713,
0.998569,0.758897,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000007721,
0.646829,0.894434,0.321454,µm,Spine,Spine Part Length,0,1,1,100000000,610000007725,
0.985767,0.758897,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000007730,
1.28932,0.691732,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000007734,
