
Segment Number of Voxel Ch=5 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
949,,Segment,5,1,Image 1,1,1,100000005,510000001718,
299,,Segment,5,0,Image 1,1,1,100000005,510000001762,
92,,Segment,5,1,Image 1,2,1,100000005,510000001768,
446,,Segment,5,2,Image 1,3,1,100000005,510000001793,
147,,Segment,5,1,Image 1,2,1,100000005,510000001795,
709,,Segment,5,0,Image 1,1,1,100000005,510000001836,
287,,Segment,5,1,Image 1,1,1,100000005,510000001853,
44,,Segment,5,1,Image 1,1,1,100000003,510000001861,
29,,Segment,5,0,Image 1,1,1,100000003,510000001867,
35,,Segment,5,1,Image 1,2,1,100000003,510000001894,
107,,Segment,5,0,Image 1,1,1,100000003,510000001904,
1075,,Segment,5,5,Image 1,3,1,100000005,510000001958,
331,,Segment,5,4,Image 1,3,1,100000005,510000001969,
671,,Segment,5,3,Image 1,2,1,100000005,510000001985,
393,,Segment,5,1,Image 1,1,1,100000005,510000001994,
127,,Segment,5,0,Image 1,1,1,100000005,510000002000,
852,,Segment,5,3,Image 1,2,1,100000003,510000002041,
2183,,Segment,5,2,Image 1,1,1,100000003,510000002058,
842,,Segment,5,0,Image 1,1,1,100000003,510000002086,
340,,Segment,5,7,Image 1,5,1,100000005,510000002128,
162,,Segment,5,6,Image 1,4,1,100000005,510000002131,
303,,Segment,5,3,Image 1,3,1,100000004,510000002148,
47,,Segment,5,2,Image 1,3,1,100000004,510000002150,
243,,Segment,5,1,Image 1,2,1,100000004,510000002160,
853,,Segment,5,0,Image 1,1,1,100000004,510000002205,
106,,Segment,5,4,Image 1,4,1,100000004,510000002211,
148,,Segment,5,3,Image 1,4,1,100000004,510000002217,
102,,Segment,5,4,Image 1,5,1,100000004,510000002220,
229,,Segment,5,7,Image 1,4,1,100000005,510000002226,
484,,Segment,5,3,Image 1,1,1,100000003,510000002229,
1070,,Segment,5,1,Image 1,1,1,100000005,510000002270,
996,,Segment,5,0,Image 1,1,1,100000005,510000002289,
111,,Segment,5,2,Image 1,2,1,100000004,510000002293,
739,,Segment,5,1,Image 1,2,1,100000003,510000002298,
850,,Segment,5,2,Image 1,2,1,100000003,510000002301,
225,,Segment,5,1,Image 1,1,1,100000004,510000002308,
175,,Segment,5,2,Image 1,1,1,100000004,510000002316,
236,,Segment,5,1,Image 1,1,1,100000004,510000002323,
97,,Segment,5,0,Image 1,1,1,100000004,510000002325,
413,,Segment,5,1,Image 1,2,1,100000005,510000002361,
378,,Segment,5,1,Image 1,1,1,100000004,510000002368,
343,,Segment,5,0,Image 1,1,1,100000004,510000002373,
348,,Segment,5,4,Image 1,2,1,100000005,510000002376,
103,,Segment,5,2,Image 1,2,1,100000004,510000002379,
283,,Segment,5,3,Image 1,1,1,100000005,510000002381,
219,,Segment,5,1,Image 1,2,1,100000004,510000002383,
325,,Segment,5,2,Image 1,2,1,100000005,510000002386,
249,,Segment,5,0,Image 1,1,1,100000003,510000002401,
226,,Segment,5,0,Image 1,1,1,100000004,510000002434,
301,,Segment,5,1,Image 1,2,1,100000005,510000002438,
164,,Segment,5,0,Image 1,1,1,100000005,510000002440,
93,,Segment,5,1,Image 1,2,1,100000005,510000002442,
139,,Segment,5,1,Image 1,2,1,100000004,510000002446,
164,,Segment,5,0,Image 1,1,1,100000003,510000002450,
82,,Segment,5,0,Image 1,1,1,100000003,510000002483,
101,,Segment,5,0,Image 1,1,1,100000003,510000002512,
222,,Segment,5,0,Image 1,1,1,100000005,510000002522,
823,,Segment,5,1,Image 1,1,1,100000003,510000002537,
129,,Segment,5,2,Image 1,2,1,100000005,510000002539,
190,,Segment,5,2,Image 1,1,1,100000005,510000002540,
121,,Segment,5,5,Image 1,4,1,100000005,510000002541,
128,,Segment,5,6,Image 1,5,1,100000005,510000002542,
158,,Segment,5,1,Image 1,1,1,100000005,510000002543,
