
Spine Terminal Pt Distance
 ==================== 
Spine Terminal Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.538024,µm,Spine,0,1,1,100000003,610000002678,
5.3537,µm,Spine,1,1,1,100000005,610000002683,
1.34972,µm,Spine,0,1,1,100000003,610000002686,
1.58332,µm,Spine,2,1,1,100000004,610000002695,
8.23476,µm,Spine,1,1,1,100000005,610000002697,
2.91994,µm,Spine,2,1,1,100000003,610000002718,
3.96749,µm,Spine,3,1,1,100000003,610000002721,
0.411358,µm,Spine,0,1,1,100000003,610000002729,
1.82562,µm,Spine,2,2,1,100000005,610000002744,
1.94251,µm,Spine,0,1,1,100000005,610000002747,
2.39302,µm,Spine,3,2,1,100000005,610000002757,
1.09069,µm,Spine,1,2,1,100000005,610000002783,
2.84186,µm,Spine,2,1,1,100000003,610000002810,
1.00368,µm,Spine,1,2,1,100000005,610000002816,
0.330879,µm,Spine,0,1,1,100000003,610000002864,
0.261876,µm,Spine,0,1,1,100000003,610000002865,
3.46917,µm,Spine,2,1,1,100000003,610000002866,
0.230944,µm,Spine,0,1,1,100000003,610000002868,
1.33687,µm,Spine,0,1,1,100000004,610000002870,
1.75743,µm,Spine,1,1,1,100000004,610000002871,
1.7461,µm,Spine,1,1,1,100000004,610000002872,
0.301332,µm,Spine,0,1,1,100000004,610000002874,
7.9236,µm,Spine,1,1,1,100000005,610000002880,
5.84845,µm,Spine,1,1,1,100000005,610000002881,
4.05458,µm,Spine,2,3,1,100000005,610000002883,
3.48712,µm,Spine,2,3,1,100000005,610000002884,
3.412,µm,Spine,1,1,1,100000005,610000002885,
3.19627,µm,Spine,1,1,1,100000005,610000002886,
0.327538,µm,Spine,0,1,1,100000005,610000002889,
5.86074,µm,Spine,5,3,1,100000005,610000002893,
5.49684,µm,Spine,7,5,1,100000005,610000002894,
3.41094,µm,Spine,4,2,1,100000005,610000002895,
3.0395,µm,Spine,4,2,1,100000005,610000002896,
1.41318,µm,Spine,3,1,1,100000005,610000002897,
0.711476,µm,Spine,1,1,1,100000005,610000002898,
0.232707,µm,Spine,0,1,1,100000005,610000002899,
4.91346,µm,Spine,1,1,1,100000005,610000002900,
2.16029,µm,Spine,1,1,1,100000005,610000002901,
0.848682,µm,Spine,1,2,1,100000005,610000002902,
0.71043,µm,Spine,1,2,1,100000005,610000002903,
0.686746,µm,Spine,1,2,1,100000005,610000002904,
0.351934,µm,Spine,0,1,1,100000005,610000002905,
