
Spine Intensity Min Ch=3 Img=1
 ==================== 
Spine Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,3,0,Image 1,1,1,100000004,610000002675,
0,,Spine,3,0,Image 1,1,1,100000003,610000002678,
0,,Spine,3,1,Image 1,1,1,100000005,610000002683,
0,,Spine,3,0,Image 1,1,1,100000003,610000002686,
0,,Spine,3,0,Image 1,1,1,100000003,610000002690,
19,,Spine,3,0,Image 1,1,1,100000005,610000002693,
0,,Spine,3,2,Image 1,1,1,100000004,610000002695,
0,,Spine,3,1,Image 1,1,1,100000005,610000002697,
0,,Spine,3,0,Image 1,1,1,100000003,610000002700,
0,,Spine,3,0,Image 1,1,1,100000005,610000002703,
0,,Spine,3,0,Image 1,1,1,100000005,610000002706,
0,,Spine,3,0,Image 1,1,1,100000005,610000002711,
0,,Spine,3,0,Image 1,1,1,100000005,610000002714,
0,,Spine,3,2,Image 1,1,1,100000003,610000002718,
0,,Spine,3,3,Image 1,1,1,100000003,610000002721,
0,,Spine,3,0,Image 1,1,1,100000005,610000002723,
0,,Spine,3,0,Image 1,1,1,100000005,610000002727,
0,,Spine,3,0,Image 1,1,1,100000003,610000002729,
11,,Spine,3,0,Image 1,1,1,100000005,610000002732,
39,,Spine,3,0,Image 1,1,1,100000005,610000002738,
0,,Spine,3,0,Image 1,1,1,100000005,610000002742,
0,,Spine,3,2,Image 1,2,1,100000005,610000002744,
0,,Spine,3,0,Image 1,1,1,100000005,610000002747,
0,,Spine,3,0,Image 1,1,1,100000005,610000002751,
0,,Spine,3,0,Image 1,1,1,100000005,610000002754,
0,,Spine,3,3,Image 1,2,1,100000005,610000002757,
29,,Spine,3,0,Image 1,1,1,100000005,610000002760,
0,,Spine,3,0,Image 1,1,1,100000005,610000002762,
0,,Spine,3,0,Image 1,1,1,100000005,610000002764,
0,,Spine,3,0,Image 1,1,1,100000005,610000002766,
0,,Spine,3,0,Image 1,1,1,100000005,610000002769,
21,,Spine,3,0,Image 1,1,1,100000005,610000002772,
0,,Spine,3,0,Image 1,1,1,100000005,610000002775,
61,,Spine,3,0,Image 1,1,1,100000005,610000002779,
18,,Spine,3,1,Image 1,2,1,100000005,610000002783,
33,,Spine,3,0,Image 1,1,1,100000005,610000002788,
0,,Spine,3,0,Image 1,1,1,100000005,610000002791,
0,,Spine,3,0,Image 1,1,1,100000005,610000002796,
42,,Spine,3,0,Image 1,1,1,100000005,610000002800,
26,,Spine,3,0,Image 1,1,1,100000005,610000002803,
0,,Spine,3,0,Image 1,1,1,100000005,610000002806,
8,,Spine,3,2,Image 1,1,1,100000003,610000002810,
0,,Spine,3,0,Image 1,1,1,100000005,610000002814,
0,,Spine,3,1,Image 1,2,1,100000005,610000002816,
0,,Spine,3,0,Image 1,1,1,100000005,610000002818,
0,,Spine,3,0,Image 1,1,1,100000005,610000002820,
7,,Spine,3,0,Image 1,1,1,100000005,610000002823,
39,,Spine,3,0,Image 1,1,1,100000005,610000002826,
51,,Spine,3,0,Image 1,1,1,100000005,610000002832,
11,,Spine,3,0,Image 1,1,1,100000003,610000002845,
0,,Spine,3,0,Image 1,1,1,100000003,610000002864,
0,,Spine,3,0,Image 1,1,1,100000003,610000002865,
6,,Spine,3,2,Image 1,1,1,100000003,610000002866,
0,,Spine,3,0,Image 1,1,1,100000003,610000002868,
0,,Spine,3,0,Image 1,1,1,100000004,610000002870,
0,,Spine,3,1,Image 1,1,1,100000004,610000002871,
0,,Spine,3,1,Image 1,1,1,100000004,610000002872,
0,,Spine,3,0,Image 1,1,1,100000004,610000002874,
6,,Spine,3,1,Image 1,1,1,100000005,610000002880,
8,,Spine,3,1,Image 1,1,1,100000005,610000002881,
0,,Spine,3,2,Image 1,3,1,100000005,610000002883,
0,,Spine,3,2,Image 1,3,1,100000005,610000002884,
0,,Spine,3,1,Image 1,1,1,100000005,610000002885,
4,,Spine,3,1,Image 1,1,1,100000005,610000002886,
0,,Spine,3,0,Image 1,1,1,100000005,610000002889,
0,,Spine,3,5,Image 1,3,1,100000005,610000002893,
0,,Spine,3,7,Image 1,5,1,100000005,610000002894,
0,,Spine,3,4,Image 1,2,1,100000005,610000002895,
0,,Spine,3,4,Image 1,2,1,100000005,610000002896,
0,,Spine,3,3,Image 1,1,1,100000005,610000002897,
4,,Spine,3,1,Image 1,1,1,100000005,610000002898,
0,,Spine,3,0,Image 1,1,1,100000005,610000002899,
6,,Spine,3,1,Image 1,1,1,100000005,610000002900,
0,,Spine,3,1,Image 1,1,1,100000005,610000002901,
24,,Spine,3,1,Image 1,2,1,100000005,610000002902,
8,,Spine,3,1,Image 1,2,1,100000005,610000002903,
0,,Spine,3,1,Image 1,2,1,100000005,610000002904,
20,,Spine,3,0,Image 1,1,1,100000005,610000002905,
