
Spine Part Length
 ==================== 
Spine Part Length Ground,Spine Part Length Head,Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.729846,0.436723,0.543349,µm,Spine,Spine Part Length,0,1,1,100000004,610000002675,
0.186104,0.0884859,0.138198,µm,Spine,Spine Part Length,0,1,1,100000003,610000002678,
0.187268,0.12175,0.113349,µm,Spine,Spine Part Length,0,1,1,100000003,610000002686,
0.207193,0.0831318,0.094928,µm,Spine,Spine Part Length,0,1,1,100000003,610000002690,
0.261701,0.235764,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002693,
0.232935,0.261047,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000002700,
0.410243,0.245092,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002703,
0.226877,0.208407,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002706,
0.442418,0.307619,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002711,
0.356575,0.136826,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002714,
0.378947,0.22175,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002723,
0.340637,0.273781,0.17604,µm,Spine,Spine Part Length,0,1,1,100000005,610000002727,
0.229084,0.142935,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000002729,
0.309559,0.256629,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002732,
0.301417,0.237619,0.108078,µm,Spine,Spine Part Length,0,1,1,100000005,610000002738,
0.193213,0.43381,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002742,
0.117109,0.164781,0.111006,µm,Spine,Spine Part Length,0,1,1,100000005,610000002747,
0.302964,0.124887,0.156475,µm,Spine,Spine Part Length,0,1,1,100000005,610000002751,
0.340055,0.165968,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002754,
0.371562,0.21794,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002760,
0.292774,0.127458,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002762,
0.423576,0.256629,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002764,
0.216648,0.0876585,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002766,
0.28707,0.126569,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002769,
0.308929,0.21794,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002772,
0.217468,0.270113,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002775,
0.174633,0.086439,0.0961852,µm,Spine,Spine Part Length,0,1,1,100000005,610000002779,
0.301498,0.21794,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002788,
0.334744,0.221307,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002791,
0.449039,0.318525,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002796,
0.225092,0.0999361,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002800,
0.257781,0.0999361,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002803,
0.340691,0.182953,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002806,
0.483759,0.273781,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002814,
0.255448,0.124638,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002818,
0.340706,0.150628,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002820,
0.363878,0.214248,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002823,
0.343732,0.21794,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002826,
0.275146,0.117057,0,µm,Spine,Spine Part Length,0,1,1,100000005,610000002832,
0.317596,0.203794,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000002845,
0.256178,0.114755,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000002864,
0.279926,0.168675,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000002865,
0.254754,0.237532,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000002868,
0.301355,0.133007,0,µm,Spine,Spine Part Length,0,1,1,100000004,610000002870,
