
Segment Area
 ==================== 
Segment Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
4.59045,µm^2,Segment,1,1,1,100000005,510000001718,
2.01352,µm^2,Segment,0,1,1,100000005,510000001762,
0.514482,µm^2,Segment,1,2,1,100000005,510000001768,
2.23661,µm^2,Segment,2,3,1,100000005,510000001793,
0.312007,µm^2,Segment,1,2,1,100000005,510000001795,
2.83505,µm^2,Segment,0,1,1,100000005,510000001836,
0.750469,µm^2,Segment,1,1,1,100000005,510000001853,
0.447026,µm^2,Segment,1,1,1,100000003,510000001861,
0.0696926,µm^2,Segment,0,1,1,100000003,510000001867,
0.283578,µm^2,Segment,1,2,1,100000003,510000001894,
0.354198,µm^2,Segment,0,1,1,100000003,510000001904,
4.57425,µm^2,Segment,5,3,1,100000005,510000001958,
1.23013,µm^2,Segment,4,3,1,100000005,510000001969,
2.14556,µm^2,Segment,3,2,1,100000005,510000001985,
1.12375,µm^2,Segment,1,1,1,100000005,510000001994,
0.292198,µm^2,Segment,0,1,1,100000005,510000002000,
2.28193,µm^2,Segment,3,2,1,100000003,510000002041,
3.73586,µm^2,Segment,2,1,1,100000003,510000002058,
2.08921,µm^2,Segment,0,1,1,100000003,510000002086,
1.67176,µm^2,Segment,7,5,1,100000005,510000002128,
0.447629,µm^2,Segment,6,4,1,100000005,510000002131,
1.48442,µm^2,Segment,3,3,1,100000004,510000002148,
0.190266,µm^2,Segment,2,3,1,100000004,510000002150,
1.15087,µm^2,Segment,1,2,1,100000004,510000002160,
3.3443,µm^2,Segment,0,1,1,100000004,510000002205,
0.519944,µm^2,Segment,4,4,1,100000004,510000002211,
0.793324,µm^2,Segment,3,4,1,100000004,510000002217,
0.517079,µm^2,Segment,4,5,1,100000004,510000002220,
0.926864,µm^2,Segment,7,4,1,100000005,510000002226,
0.795249,µm^2,Segment,3,1,1,100000003,510000002229,
4.13672,µm^2,Segment,1,1,1,100000005,510000002270,
2.67216,µm^2,Segment,0,1,1,100000005,510000002289,
0.338064,µm^2,Segment,2,2,1,100000004,510000002293,
1.25099,µm^2,Segment,1,2,1,100000003,510000002298,
0.981614,µm^2,Segment,2,2,1,100000003,510000002301,
0.877299,µm^2,Segment,1,1,1,100000004,510000002308,
0.720713,µm^2,Segment,2,1,1,100000004,510000002316,
0.99853,µm^2,Segment,1,1,1,100000004,510000002323,
0.201246,µm^2,Segment,0,1,1,100000004,510000002325,
1.27861,µm^2,Segment,1,2,1,100000005,510000002361,
1.28265,µm^2,Segment,1,1,1,100000004,510000002368,
0.947281,µm^2,Segment,0,1,1,100000004,510000002373,
0.648214,µm^2,Segment,4,2,1,100000005,510000002376,
0.431652,µm^2,Segment,2,2,1,100000004,510000002379,
0.640399,µm^2,Segment,3,1,1,100000005,510000002381,
0.649484,µm^2,Segment,1,2,1,100000004,510000002383,
0.764287,µm^2,Segment,2,2,1,100000005,510000002386,
1.08013,µm^2,Segment,0,1,1,100000003,510000002401,
1.04483,µm^2,Segment,0,1,1,100000004,510000002434,
0.647261,µm^2,Segment,1,2,1,100000005,510000002438,
0.344642,µm^2,Segment,0,1,1,100000005,510000002440,
0.289687,µm^2,Segment,1,2,1,100000005,510000002442,
0.569801,µm^2,Segment,1,2,1,100000004,510000002446,
0.380569,µm^2,Segment,0,1,1,100000003,510000002450,
0.191278,µm^2,Segment,0,1,1,100000003,510000002483,
0.238212,µm^2,Segment,0,1,1,100000003,510000002512,
0.363466,µm^2,Segment,0,1,1,100000005,510000002522,
0.31776,µm^2,Segment,1,1,1,100000003,510000002537,
0.305438,µm^2,Segment,2,2,1,100000005,510000002539,
0.179075,µm^2,Segment,2,1,1,100000005,510000002540,
0.340412,µm^2,Segment,5,4,1,100000005,510000002541,
0.292939,µm^2,Segment,6,5,1,100000005,510000002542,
0.355846,µm^2,Segment,1,1,1,100000005,510000002543,
