
Spine Time
 ==================== 
Spine Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,0,1,1,100000004,610000002675,
0,s,Spine,0,1,1,100000003,610000002678,
0,s,Spine,1,1,1,100000005,610000002683,
0,s,Spine,0,1,1,100000003,610000002686,
0,s,Spine,0,1,1,100000003,610000002690,
0,s,Spine,0,1,1,100000005,610000002693,
0,s,Spine,2,1,1,100000004,610000002695,
0,s,Spine,1,1,1,100000005,610000002697,
0,s,Spine,0,1,1,100000003,610000002700,
0,s,Spine,0,1,1,100000005,610000002703,
0,s,Spine,0,1,1,100000005,610000002706,
0,s,Spine,0,1,1,100000005,610000002711,
0,s,Spine,0,1,1,100000005,610000002714,
0,s,Spine,2,1,1,100000003,610000002718,
0,s,Spine,3,1,1,100000003,610000002721,
0,s,Spine,0,1,1,100000005,610000002723,
0,s,Spine,0,1,1,100000005,610000002727,
0,s,Spine,0,1,1,100000003,610000002729,
0,s,Spine,0,1,1,100000005,610000002732,
0,s,Spine,0,1,1,100000005,610000002738,
0,s,Spine,0,1,1,100000005,610000002742,
0,s,Spine,2,2,1,100000005,610000002744,
0,s,Spine,0,1,1,100000005,610000002747,
0,s,Spine,0,1,1,100000005,610000002751,
0,s,Spine,0,1,1,100000005,610000002754,
0,s,Spine,3,2,1,100000005,610000002757,
0,s,Spine,0,1,1,100000005,610000002760,
0,s,Spine,0,1,1,100000005,610000002762,
0,s,Spine,0,1,1,100000005,610000002764,
0,s,Spine,0,1,1,100000005,610000002766,
0,s,Spine,0,1,1,100000005,610000002769,
0,s,Spine,0,1,1,100000005,610000002772,
0,s,Spine,0,1,1,100000005,610000002775,
0,s,Spine,0,1,1,100000005,610000002779,
0,s,Spine,1,2,1,100000005,610000002783,
0,s,Spine,0,1,1,100000005,610000002788,
0,s,Spine,0,1,1,100000005,610000002791,
0,s,Spine,0,1,1,100000005,610000002796,
0,s,Spine,0,1,1,100000005,610000002800,
0,s,Spine,0,1,1,100000005,610000002803,
0,s,Spine,0,1,1,100000005,610000002806,
0,s,Spine,2,1,1,100000003,610000002810,
0,s,Spine,0,1,1,100000005,610000002814,
0,s,Spine,1,2,1,100000005,610000002816,
0,s,Spine,0,1,1,100000005,610000002818,
0,s,Spine,0,1,1,100000005,610000002820,
0,s,Spine,0,1,1,100000005,610000002823,
0,s,Spine,0,1,1,100000005,610000002826,
0,s,Spine,0,1,1,100000005,610000002832,
0,s,Spine,0,1,1,100000003,610000002845,
0,s,Spine,0,1,1,100000003,610000002864,
0,s,Spine,0,1,1,100000003,610000002865,
0,s,Spine,2,1,1,100000003,610000002866,
0,s,Spine,0,1,1,100000003,610000002868,
0,s,Spine,0,1,1,100000004,610000002870,
0,s,Spine,1,1,1,100000004,610000002871,
0,s,Spine,1,1,1,100000004,610000002872,
0,s,Spine,0,1,1,100000004,610000002874,
0,s,Spine,1,1,1,100000005,610000002880,
0,s,Spine,1,1,1,100000005,610000002881,
0,s,Spine,2,3,1,100000005,610000002883,
0,s,Spine,2,3,1,100000005,610000002884,
0,s,Spine,1,1,1,100000005,610000002885,
0,s,Spine,1,1,1,100000005,610000002886,
0,s,Spine,0,1,1,100000005,610000002889,
0,s,Spine,5,3,1,100000005,610000002893,
0,s,Spine,7,5,1,100000005,610000002894,
0,s,Spine,4,2,1,100000005,610000002895,
0,s,Spine,4,2,1,100000005,610000002896,
0,s,Spine,3,1,1,100000005,610000002897,
0,s,Spine,1,1,1,100000005,610000002898,
0,s,Spine,0,1,1,100000005,610000002899,
0,s,Spine,1,1,1,100000005,610000002900,
0,s,Spine,1,1,1,100000005,610000002901,
0,s,Spine,1,2,1,100000005,610000002902,
0,s,Spine,1,2,1,100000005,610000002903,
0,s,Spine,1,2,1,100000005,610000002904,
0,s,Spine,0,1,1,100000005,610000002905,
