
Soma Intensity Mean Ch=1 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
0.340521,,Soma,1,Image 1,1,100000003,800000147,
0.735208,,Soma,1,Image 1,1,100000004,800000148,
0.413407,,Soma,1,Image 1,1,100000005,800000149,
