
Segment Intensity Median Ch=1 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.01562,,Segment,1,1,Image 1,1,1,100000005,510000001718,
0.00390625,,Segment,1,0,Image 1,1,1,100000005,510000001762,
0.00390625,,Segment,1,1,Image 1,2,1,100000005,510000001768,
1.03125,,Segment,1,2,Image 1,3,1,100000005,510000001793,
0.00390625,,Segment,1,1,Image 1,2,1,100000005,510000001795,
0.00390625,,Segment,1,0,Image 1,1,1,100000005,510000001836,
0.00390625,,Segment,1,1,Image 1,1,1,100000005,510000001853,
0.00195312,,Segment,1,1,Image 1,1,1,100000003,510000001861,
0.00195312,,Segment,1,0,Image 1,1,1,100000003,510000001867,
0.00195312,,Segment,1,1,Image 1,2,1,100000003,510000001894,
0.00195312,,Segment,1,0,Image 1,1,1,100000003,510000001904,
0.015625,,Segment,1,5,Image 1,3,1,100000005,510000001958,
1.01562,,Segment,1,4,Image 1,3,1,100000005,510000001969,
0.015625,,Segment,1,3,Image 1,2,1,100000005,510000001985,
0.00390625,,Segment,1,1,Image 1,1,1,100000005,510000001994,
0.00195312,,Segment,1,0,Image 1,1,1,100000005,510000002000,
0.00390625,,Segment,1,3,Image 1,2,1,100000003,510000002041,
0.0078125,,Segment,1,2,Image 1,1,1,100000003,510000002058,
0.0078125,,Segment,1,0,Image 1,1,1,100000003,510000002086,
1.00781,,Segment,1,7,Image 1,5,1,100000005,510000002128,
0.00195312,,Segment,1,6,Image 1,4,1,100000005,510000002131,
0.015625,,Segment,1,3,Image 1,3,1,100000004,510000002148,
0.00195312,,Segment,1,2,Image 1,3,1,100000004,510000002150,
0.00390625,,Segment,1,1,Image 1,2,1,100000004,510000002160,
0.00390625,,Segment,1,0,Image 1,1,1,100000004,510000002205,
1.01562,,Segment,1,4,Image 1,4,1,100000004,510000002211,
1.01562,,Segment,1,3,Image 1,4,1,100000004,510000002217,
0.515625,,Segment,1,4,Image 1,5,1,100000004,510000002220,
1.01562,,Segment,1,7,Image 1,4,1,100000005,510000002226,
0.00195312,,Segment,1,3,Image 1,1,1,100000003,510000002229,
0.0078125,,Segment,1,1,Image 1,1,1,100000005,510000002270,
1.03125,,Segment,1,0,Image 1,1,1,100000005,510000002289,
1.00391,,Segment,1,2,Image 1,2,1,100000004,510000002293,
0.0078125,,Segment,1,1,Image 1,2,1,100000003,510000002298,
0.0078125,,Segment,1,2,Image 1,2,1,100000003,510000002301,
0.00390625,,Segment,1,1,Image 1,1,1,100000004,510000002308,
0.00195312,,Segment,1,2,Image 1,1,1,100000004,510000002316,
0.00390625,,Segment,1,1,Image 1,1,1,100000004,510000002323,
1.00391,,Segment,1,0,Image 1,1,1,100000004,510000002325,
1.00391,,Segment,1,1,Image 1,2,1,100000005,510000002361,
0.00390625,,Segment,1,1,Image 1,1,1,100000004,510000002368,
1.00391,,Segment,1,0,Image 1,1,1,100000004,510000002373,
1.01562,,Segment,1,4,Image 1,2,1,100000005,510000002376,
0.00195312,,Segment,1,2,Image 1,2,1,100000004,510000002379,
0.00390625,,Segment,1,3,Image 1,1,1,100000005,510000002381,
0.00390625,,Segment,1,1,Image 1,2,1,100000004,510000002383,
0.00390625,,Segment,1,2,Image 1,2,1,100000005,510000002386,
0.0078125,,Segment,1,0,Image 1,1,1,100000003,510000002401,
0.0078125,,Segment,1,0,Image 1,1,1,100000004,510000002434,
0.00390625,,Segment,1,1,Image 1,2,1,100000005,510000002438,
0.00195312,,Segment,1,0,Image 1,1,1,100000005,510000002440,
0.00195312,,Segment,1,1,Image 1,2,1,100000005,510000002442,
8.0625,,Segment,1,1,Image 1,2,1,100000004,510000002446,
0.00195312,,Segment,1,0,Image 1,1,1,100000003,510000002450,
0.00195312,,Segment,1,0,Image 1,1,1,100000003,510000002483,
0.00390625,,Segment,1,0,Image 1,1,1,100000003,510000002512,
0.00195312,,Segment,1,0,Image 1,1,1,100000005,510000002522,
0.0078125,,Segment,1,1,Image 1,1,1,100000003,510000002537,
0.00195312,,Segment,1,2,Image 1,2,1,100000005,510000002539,
0.00390625,,Segment,1,2,Image 1,1,1,100000005,510000002540,
0.00195312,,Segment,1,5,Image 1,4,1,100000005,510000002541,
0.00195312,,Segment,1,6,Image 1,5,1,100000005,510000002542,
0.00390625,,Segment,1,1,Image 1,1,1,100000005,510000002543,
