
Spine Center Intensity StdDev Ch=2 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,2,0,Image 1,1,1,100000004,610000002675,
9.43398,,Spine,2,0,Image 1,1,1,100000003,610000002678,
9.82203,,Spine,2,1,Image 1,1,1,100000005,610000002683,
4.94975,,Spine,2,0,Image 1,1,1,100000003,610000002686,
13.0456,,Spine,2,0,Image 1,1,1,100000003,610000002690,
8.95669,,Spine,2,0,Image 1,1,1,100000005,610000002693,
14.522,,Spine,2,2,Image 1,1,1,100000004,610000002695,
31.2552,,Spine,2,1,Image 1,1,1,100000005,610000002697,
5.71548,,Spine,2,0,Image 1,1,1,100000003,610000002700,
4.5,,Spine,2,0,Image 1,1,1,100000005,610000002703,
7.84574,,Spine,2,0,Image 1,1,1,100000005,610000002706,
20.4157,,Spine,2,0,Image 1,1,1,100000005,610000002711,
6.64998,,Spine,2,0,Image 1,1,1,100000005,610000002714,
9.06573,,Spine,2,2,Image 1,1,1,100000003,610000002718,
7.92149,,Spine,2,3,Image 1,1,1,100000003,610000002721,
8.5,,Spine,2,0,Image 1,1,1,100000005,610000002723,
13.6839,,Spine,2,0,Image 1,1,1,100000005,610000002727,
21.3542,,Spine,2,0,Image 1,1,1,100000003,610000002729,
12.8323,,Spine,2,0,Image 1,1,1,100000005,610000002732,
8.24621,,Spine,2,0,Image 1,1,1,100000005,610000002738,
2.49444,,Spine,2,0,Image 1,1,1,100000005,610000002742,
10.403,,Spine,2,2,Image 1,2,1,100000005,610000002744,
18.1848,,Spine,2,0,Image 1,1,1,100000005,610000002747,
12.2142,,Spine,2,0,Image 1,1,1,100000005,610000002751,
22,,Spine,2,0,Image 1,1,1,100000005,610000002754,
4.18994,,Spine,2,3,Image 1,2,1,100000005,610000002757,
8.17856,,Spine,2,0,Image 1,1,1,100000005,610000002760,
8.5,,Spine,2,0,Image 1,1,1,100000005,610000002762,
16.5,,Spine,2,0,Image 1,1,1,100000005,610000002764,
5,,Spine,2,0,Image 1,1,1,100000005,610000002766,
9.4163,,Spine,2,0,Image 1,1,1,100000005,610000002769,
18.4572,,Spine,2,0,Image 1,1,1,100000005,610000002772,
3.74166,,Spine,2,0,Image 1,1,1,100000005,610000002775,
7.98044,,Spine,2,0,Image 1,1,1,100000005,610000002779,
18.3081,,Spine,2,1,Image 1,2,1,100000005,610000002783,
8.73053,,Spine,2,0,Image 1,1,1,100000005,610000002788,
4.5,,Spine,2,0,Image 1,1,1,100000005,610000002791,
1.5,,Spine,2,0,Image 1,1,1,100000005,610000002796,
10.2089,,Spine,2,0,Image 1,1,1,100000005,610000002800,
4.5,,Spine,2,0,Image 1,1,1,100000005,610000002803,
10,,Spine,2,0,Image 1,1,1,100000005,610000002806,
16.7796,,Spine,2,2,Image 1,1,1,100000003,610000002810,
5.5,,Spine,2,0,Image 1,1,1,100000005,610000002814,
8.34,,Spine,2,1,Image 1,2,1,100000005,610000002816,
6,,Spine,2,0,Image 1,1,1,100000005,610000002818,
2.5,,Spine,2,0,Image 1,1,1,100000005,610000002820,
17.5,,Spine,2,0,Image 1,1,1,100000005,610000002823,
3.5,,Spine,2,0,Image 1,1,1,100000005,610000002826,
0,,Spine,2,0,Image 1,1,1,100000005,610000002832,
9.5,,Spine,2,0,Image 1,1,1,100000003,610000002845,
9,,Spine,2,0,Image 1,1,1,100000003,610000002864,
3,,Spine,2,0,Image 1,1,1,100000003,610000002865,
3,,Spine,2,2,Image 1,1,1,100000003,610000002866,
8.5,,Spine,2,0,Image 1,1,1,100000003,610000002868,
20.5,,Spine,2,0,Image 1,1,1,100000004,610000002870,
1.5,,Spine,2,1,Image 1,1,1,100000004,610000002871,
0,,Spine,2,1,Image 1,1,1,100000004,610000002872,
3.5,,Spine,2,0,Image 1,1,1,100000004,610000002874,
9.5,,Spine,2,1,Image 1,1,1,100000005,610000002880,
25.5,,Spine,2,1,Image 1,1,1,100000005,610000002881,
2,,Spine,2,2,Image 1,3,1,100000005,610000002883,
27,,Spine,2,2,Image 1,3,1,100000005,610000002884,
2.5,,Spine,2,1,Image 1,1,1,100000005,610000002885,
20.5,,Spine,2,1,Image 1,1,1,100000005,610000002886,
13.5,,Spine,2,0,Image 1,1,1,100000005,610000002889,
30,,Spine,2,5,Image 1,3,1,100000005,610000002893,
0.5,,Spine,2,7,Image 1,5,1,100000005,610000002894,
4.5,,Spine,2,4,Image 1,2,1,100000005,610000002895,
9,,Spine,2,4,Image 1,2,1,100000005,610000002896,
7,,Spine,2,3,Image 1,1,1,100000005,610000002897,
29.5,,Spine,2,1,Image 1,1,1,100000005,610000002898,
5,,Spine,2,0,Image 1,1,1,100000005,610000002899,
10,,Spine,2,1,Image 1,1,1,100000005,610000002900,
11.5,,Spine,2,1,Image 1,1,1,100000005,610000002901,
16,,Spine,2,1,Image 1,2,1,100000005,610000002902,
0.5,,Spine,2,1,Image 1,2,1,100000005,610000002903,
8.5,,Spine,2,1,Image 1,2,1,100000005,610000002904,
4.5,,Spine,2,0,Image 1,1,1,100000005,610000002905,
