
Soma Intensity Min Ch=5 Img=1
 ==================== 
Soma Intensity Min,Unit,Category,Channel,Image,Time,FilamentID,ID,
0,,Soma,5,Image 1,1,100000003,800000147,
0,,Soma,5,Image 1,1,100000004,800000148,
0,,Soma,5,Image 1,1,100000005,800000149,
