
Soma Intensity Median Ch=2 Img=1
 ==================== 
Soma Intensity Median,Unit,Category,Channel,Image,Time,FilamentID,ID,
25.0312,,Soma,2,Image 1,1,100000003,800000147,
16.0312,,Soma,2,Image 1,1,100000004,800000148,
39.0625,,Soma,2,Image 1,1,100000005,800000149,
