
Spine Terminal Pt Time
 ==================== 
Spine Terminal Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,0,1,1,100000003,610000002678,
0,s,Spine,1,1,1,100000005,610000002683,
0,s,Spine,0,1,1,100000003,610000002686,
0,s,Spine,,,1,,610000002688,
0,s,Spine,2,1,1,100000004,610000002695,
0,s,Spine,1,1,1,100000005,610000002697,
0,s,Spine,,,1,,610000002705,
0,s,Spine,,,1,,610000002708,
0,s,Spine,,,1,,610000002713,
0,s,Spine,2,1,1,100000003,610000002718,
0,s,Spine,3,1,1,100000003,610000002721,
0,s,Spine,0,1,1,100000003,610000002729,
0,s,Spine,2,2,1,100000005,610000002744,
0,s,Spine,0,1,1,100000005,610000002747,
0,s,Spine,3,2,1,100000005,610000002757,
0,s,Spine,2,1,1,100000003,610000002810,
0,s,Spine,1,2,1,100000005,610000002816,
0,s,Spine,2,1,1,,610000002914,
0,s,Spine,0,1,1,,610000002914,
0,s,Spine,1,1,1,,610000002914,
0,s,Spine,1,1,1,,610000002915,
0,s,Spine,1,1,1,,610000002916,
0,s,Spine,0,1,1,,610000002917,
0,s,Spine,1,1,1,,610000002917,
0,s,Spine,2,3,1,,610000002918,
0,s,Spine,2,3,1,,610000002919,
0,s,Spine,0,1,1,,610000002920,
0,s,Spine,1,1,1,,610000002921,
0,s,Spine,3,1,1,,610000002922,
0,s,Spine,4,2,1,,610000002923,
0,s,Spine,4,2,1,,610000002924,
0,s,Spine,7,5,1,,610000002925,
0,s,Spine,5,3,1,,610000002926,
0,s,Spine,1,2,1,,610000002927,
0,s,Spine,1,2,1,,610000002928,
0,s,Spine,1,2,1,,610000002929,
0,s,Spine,1,1,1,,610000002931,
0,s,Spine,1,1,1,,610000002932,
0,s,Spine,0,1,1,,610000002933,
0,s,Spine,,,1,,610000002936,
0,s,Spine,,,1,,610000002937,
0,s,Spine,,,1,,610000002943,
0,s,Spine,,,1,,610000002945,
0,s,Spine,,,1,,610000002946,
