
Segment Center Intensity Median Ch=3 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
52.0625,,Segment,3,1,Image 1,1,1,100000005,510000001718,
0.03125,,Segment,3,0,Image 1,1,1,100000005,510000001762,
5.0625,,Segment,3,1,Image 1,2,1,100000005,510000001768,
38.0625,,Segment,3,2,Image 1,3,1,100000005,510000001793,
75.0312,,Segment,3,1,Image 1,2,1,100000005,510000001795,
44.0625,,Segment,3,0,Image 1,1,1,100000005,510000001836,
65.0312,,Segment,3,1,Image 1,1,1,100000005,510000001853,
0,,Segment,3,1,Image 1,1,1,100000003,510000001861,
0,,Segment,3,0,Image 1,1,1,100000003,510000001867,
43,,Segment,3,1,Image 1,2,1,100000003,510000001894,
26.0078,,Segment,3,0,Image 1,1,1,100000003,510000001904,
45.5625,,Segment,3,5,Image 1,3,1,100000005,510000001958,
33.0625,,Segment,3,4,Image 1,3,1,100000005,510000001969,
70.0625,,Segment,3,3,Image 1,2,1,100000005,510000001985,
77.0625,,Segment,3,1,Image 1,1,1,100000005,510000001994,
67.0078,,Segment,3,0,Image 1,1,1,100000005,510000002000,
30.5312,,Segment,3,3,Image 1,2,1,100000003,510000002041,
47.5312,,Segment,3,2,Image 1,1,1,100000003,510000002058,
39.5625,,Segment,3,0,Image 1,1,1,100000003,510000002086,
33.0625,,Segment,3,7,Image 1,5,1,100000005,510000002128,
37.0156,,Segment,3,6,Image 1,4,1,100000005,510000002131,
46.0625,,Segment,3,3,Image 1,3,1,100000004,510000002148,
66.0312,,Segment,3,2,Image 1,3,1,100000004,510000002150,
53.0625,,Segment,3,1,Image 1,2,1,100000004,510000002160,
42.0625,,Segment,3,0,Image 1,1,1,100000004,510000002205,
15.0312,,Segment,3,4,Image 1,4,1,100000004,510000002211,
22.0312,,Segment,3,3,Image 1,4,1,100000004,510000002217,
2.03125,,Segment,3,4,Image 1,5,1,100000004,510000002220,
58.0625,,Segment,3,7,Image 1,4,1,100000005,510000002226,
59.5625,,Segment,3,3,Image 1,1,1,100000003,510000002229,
47.5625,,Segment,3,1,Image 1,1,1,100000005,510000002270,
62.0625,,Segment,3,0,Image 1,1,1,100000005,510000002289,
13.0312,,Segment,3,2,Image 1,2,1,100000004,510000002293,
45.5312,,Segment,3,1,Image 1,2,1,100000003,510000002298,
48.0312,,Segment,3,2,Image 1,2,1,100000003,510000002301,
36.5312,,Segment,3,1,Image 1,1,1,100000004,510000002308,
28.0625,,Segment,3,2,Image 1,1,1,100000004,510000002316,
55.0312,,Segment,3,1,Image 1,1,1,100000004,510000002323,
64.0156,,Segment,3,0,Image 1,1,1,100000004,510000002325,
55.0312,,Segment,3,1,Image 1,2,1,100000005,510000002361,
28.0312,,Segment,3,1,Image 1,1,1,100000004,510000002368,
44.0625,,Segment,3,0,Image 1,1,1,100000004,510000002373,
64.0625,,Segment,3,4,Image 1,2,1,100000005,510000002376,
35.0625,,Segment,3,2,Image 1,2,1,100000004,510000002379,
50.0156,,Segment,3,3,Image 1,1,1,100000005,510000002381,
14.0625,,Segment,3,1,Image 1,2,1,100000004,510000002383,
59.5156,,Segment,3,2,Image 1,2,1,100000005,510000002386,
37.5625,,Segment,3,0,Image 1,1,1,100000003,510000002401,
35.0312,,Segment,3,0,Image 1,1,1,100000004,510000002434,
73.0312,,Segment,3,1,Image 1,2,1,100000005,510000002438,
45.0312,,Segment,3,0,Image 1,1,1,100000005,510000002440,
72.0078,,Segment,3,1,Image 1,2,1,100000005,510000002442,
64.125,,Segment,3,1,Image 1,2,1,100000004,510000002446,
26.0312,,Segment,3,0,Image 1,1,1,100000003,510000002450,
26.5078,,Segment,3,0,Image 1,1,1,100000003,510000002483,
12.5156,,Segment,3,0,Image 1,1,1,100000003,510000002512,
33.5156,,Segment,3,0,Image 1,1,1,100000005,510000002522,
51.0039,,Segment,3,1,Image 1,1,1,100000003,510000002537,
57.5312,,Segment,3,2,Image 1,2,1,100000005,510000002539,
64.0156,,Segment,3,2,Image 1,1,1,100000005,510000002540,
64.0156,,Segment,3,5,Image 1,4,1,100000005,510000002541,
44.5078,,Segment,3,6,Image 1,5,1,100000005,510000002542,
53.0312,,Segment,3,1,Image 1,1,1,100000005,510000002543,
