
Spine Branch Depth
 ==================== 
Spine Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
-1,,Spine,0,1,1,100000004,610000002675,
0,,Spine,0,1,1,100000003,610000002678,
1,,Spine,1,1,1,100000005,610000002683,
0,,Spine,0,1,1,100000003,610000002686,
-1,,Spine,0,1,1,100000003,610000002690,
-1,,Spine,0,1,1,100000005,610000002693,
2,,Spine,2,1,1,100000004,610000002695,
1,,Spine,1,1,1,100000005,610000002697,
-1,,Spine,0,1,1,100000003,610000002700,
-1,,Spine,0,1,1,100000005,610000002703,
-1,,Spine,0,1,1,100000005,610000002706,
-1,,Spine,0,1,1,100000005,610000002711,
-1,,Spine,0,1,1,100000005,610000002714,
2,,Spine,2,1,1,100000003,610000002718,
3,,Spine,3,1,1,100000003,610000002721,
-1,,Spine,0,1,1,100000005,610000002723,
-1,,Spine,0,1,1,100000005,610000002727,
0,,Spine,0,1,1,100000003,610000002729,
-1,,Spine,0,1,1,100000005,610000002732,
-1,,Spine,0,1,1,100000005,610000002738,
-1,,Spine,0,1,1,100000005,610000002742,
2,,Spine,2,2,1,100000005,610000002744,
0,,Spine,0,1,1,100000005,610000002747,
-1,,Spine,0,1,1,100000005,610000002751,
-1,,Spine,0,1,1,100000005,610000002754,
3,,Spine,3,2,1,100000005,610000002757,
-1,,Spine,0,1,1,100000005,610000002760,
-1,,Spine,0,1,1,100000005,610000002762,
-1,,Spine,0,1,1,100000005,610000002764,
-1,,Spine,0,1,1,100000005,610000002766,
-1,,Spine,0,1,1,100000005,610000002769,
-1,,Spine,0,1,1,100000005,610000002772,
-1,,Spine,0,1,1,100000005,610000002775,
-1,,Spine,0,1,1,100000005,610000002779,
1,,Spine,1,2,1,100000005,610000002783,
-1,,Spine,0,1,1,100000005,610000002788,
-1,,Spine,0,1,1,100000005,610000002791,
-1,,Spine,0,1,1,100000005,610000002796,
-1,,Spine,0,1,1,100000005,610000002800,
-1,,Spine,0,1,1,100000005,610000002803,
-1,,Spine,0,1,1,100000005,610000002806,
2,,Spine,2,1,1,100000003,610000002810,
-1,,Spine,0,1,1,100000005,610000002814,
1,,Spine,1,2,1,100000005,610000002816,
-1,,Spine,0,1,1,100000005,610000002818,
-1,,Spine,0,1,1,100000005,610000002820,
-1,,Spine,0,1,1,100000005,610000002823,
-1,,Spine,0,1,1,100000005,610000002826,
-1,,Spine,0,1,1,100000005,610000002832,
-1,,Spine,0,1,1,100000003,610000002845,
0,,Spine,0,1,1,100000003,610000002864,
0,,Spine,0,1,1,100000003,610000002865,
2,,Spine,2,1,1,100000003,610000002866,
0,,Spine,0,1,1,100000003,610000002868,
0,,Spine,0,1,1,100000004,610000002870,
1,,Spine,1,1,1,100000004,610000002871,
1,,Spine,1,1,1,100000004,610000002872,
0,,Spine,0,1,1,100000004,610000002874,
1,,Spine,1,1,1,100000005,610000002880,
1,,Spine,1,1,1,100000005,610000002881,
2,,Spine,2,3,1,100000005,610000002883,
2,,Spine,2,3,1,100000005,610000002884,
1,,Spine,1,1,1,100000005,610000002885,
1,,Spine,1,1,1,100000005,610000002886,
0,,Spine,0,1,1,100000005,610000002889,
5,,Spine,5,3,1,100000005,610000002893,
7,,Spine,7,5,1,100000005,610000002894,
4,,Spine,4,2,1,100000005,610000002895,
4,,Spine,4,2,1,100000005,610000002896,
3,,Spine,3,1,1,100000005,610000002897,
1,,Spine,1,1,1,100000005,610000002898,
0,,Spine,0,1,1,100000005,610000002899,
1,,Spine,1,1,1,100000005,610000002900,
1,,Spine,1,1,1,100000005,610000002901,
1,,Spine,1,2,1,100000005,610000002902,
1,,Spine,1,2,1,100000005,610000002903,
1,,Spine,1,2,1,100000005,610000002904,
0,,Spine,0,1,1,100000005,610000002905,
