
Segment Orientation Angle
 ==================== 
Segment Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
179.119,°,Segment,1,1,1,100000005,510000001718,
130.683,°,Segment,0,1,1,100000005,510000001762,
73.0228,°,Segment,1,2,1,100000005,510000001768,
-154.981,°,Segment,2,3,1,100000005,510000001793,
-110.323,°,Segment,1,2,1,100000005,510000001795,
-31.7236,°,Segment,0,1,1,100000005,510000001836,
31.3461,°,Segment,1,1,1,100000005,510000001853,
25.8368,°,Segment,1,1,1,100000003,510000001861,
-45.5787,°,Segment,0,1,1,100000003,510000001867,
-134.605,°,Segment,1,2,1,100000003,510000001894,
-120.147,°,Segment,0,1,1,100000003,510000001904,
-94.8259,°,Segment,5,3,1,100000005,510000001958,
-53.6351,°,Segment,4,3,1,100000005,510000001969,
-47.5269,°,Segment,3,2,1,100000005,510000001985,
-36.1032,°,Segment,1,1,1,100000005,510000001994,
-60.1991,°,Segment,0,1,1,100000005,510000002000,
-153.66,°,Segment,3,2,1,100000003,510000002041,
-132.085,°,Segment,2,1,1,100000003,510000002058,
-146.748,°,Segment,0,1,1,100000003,510000002086,
-56.8901,°,Segment,7,5,1,100000005,510000002128,
-27.3189,°,Segment,6,4,1,100000005,510000002131,
-96.0489,°,Segment,3,3,1,100000004,510000002148,
13.5704,°,Segment,2,3,1,100000004,510000002150,
6.32277,°,Segment,1,2,1,100000004,510000002160,
-132.456,°,Segment,0,1,1,100000004,510000002205,
-77.3457,°,Segment,4,4,1,100000004,510000002211,
-4.43756,°,Segment,3,4,1,100000004,510000002217,
-67.3532,°,Segment,4,5,1,100000004,510000002220,
-55.9431,°,Segment,7,4,1,100000005,510000002226,
-118.043,°,Segment,3,1,1,100000003,510000002229,
-170.174,°,Segment,1,1,1,100000005,510000002270,
-171.662,°,Segment,0,1,1,100000005,510000002289,
85.9144,°,Segment,2,2,1,100000004,510000002293,
63.1617,°,Segment,1,2,1,100000003,510000002298,
114.128,°,Segment,2,2,1,100000003,510000002301,
-111.509,°,Segment,1,1,1,100000004,510000002308,
-125.007,°,Segment,2,1,1,100000004,510000002316,
146.603,°,Segment,1,1,1,100000004,510000002323,
180,°,Segment,0,1,1,100000004,510000002325,
-140.083,°,Segment,1,2,1,100000005,510000002361,
-2.47062,°,Segment,1,1,1,100000004,510000002368,
-59.9885,°,Segment,0,1,1,100000004,510000002373,
33.0539,°,Segment,4,2,1,100000005,510000002376,
143.055,°,Segment,2,2,1,100000004,510000002379,
-87.7542,°,Segment,3,1,1,100000005,510000002381,
62.2717,°,Segment,1,2,1,100000004,510000002383,
-123.082,°,Segment,2,2,1,100000005,510000002386,
62.5256,°,Segment,0,1,1,100000003,510000002401,
106.829,°,Segment,0,1,1,100000004,510000002434,
-73.184,°,Segment,1,2,1,100000005,510000002438,
-59.9058,°,Segment,0,1,1,100000005,510000002440,
-139.203,°,Segment,1,2,1,100000005,510000002442,
4.62814,°,Segment,1,2,1,100000004,510000002446,
114.555,°,Segment,0,1,1,100000003,510000002450,
143.746,°,Segment,0,1,1,100000003,510000002483,
144.554,°,Segment,0,1,1,100000003,510000002512,
20.918,°,Segment,0,1,1,100000005,510000002522,
-123.247,°,Segment,1,1,1,100000003,510000002537,
-64.765,°,Segment,2,2,1,100000005,510000002539,
-27.2161,°,Segment,2,1,1,100000005,510000002540,
-1.10881,°,Segment,5,4,1,100000005,510000002541,
98.7273,°,Segment,6,5,1,100000005,510000002542,
-128.238,°,Segment,1,1,1,100000005,510000002543,
