
Spine Terminal Pt Intensity Center Ch=3 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
80,,Spine,3,0,Image 1,1,,610000002661,
48,,Spine,3,0,Image 1,1,100000003,610000002678,
45,,Spine,3,1,Image 1,1,100000005,610000002683,
35,,Spine,3,0,Image 1,1,100000003,610000002686,
18,,Spine,3,0,Image 1,1,,610000002688,
45,,Spine,3,0,Image 1,1,,610000002692,
45,,Spine,3,2,Image 1,1,100000004,610000002695,
39,,Spine,3,1,Image 1,1,100000005,610000002697,
31,,Spine,3,0,Image 1,1,,610000002699,
21,,Spine,3,0,Image 1,1,,610000002705,
44,,Spine,3,0,Image 1,1,,610000002708,
68,,Spine,3,0,Image 1,1,,610000002713,
47,,Spine,3,2,Image 1,1,100000003,610000002718,
58,,Spine,3,3,Image 1,1,100000003,610000002721,
57,,Spine,3,0,Image 1,1,,610000002725,
39,,Spine,3,0,Image 1,1,100000003,610000002729,
50,,Spine,3,0,Image 1,1,,610000002731,
63,,Spine,3,0,Image 1,1,,610000002734,
40,,Spine,3,0,Image 1,1,,610000002741,
61,,Spine,3,2,Image 1,1,100000005,610000002744,
27,,Spine,3,0,Image 1,1,100000005,610000002747,
40,,Spine,3,0,Image 1,1,,610000002749,
45,,Spine,3,3,Image 1,1,100000005,610000002757,
67,,Spine,3,0,Image 1,1,,610000002759,
38,,Spine,3,0,Image 1,1,,610000002768,
74,,Spine,3,0,Image 1,1,,610000002771,
39,,Spine,3,0,Image 1,1,,610000002774,
65,,Spine,3,0,Image 1,1,,610000002777,
126,,Spine,3,1,Image 1,1,100000005,610000002783,
67,,Spine,3,0,Image 1,1,,610000002787,
63,,Spine,3,0,Image 1,1,,610000002799,
69,,Spine,3,2,Image 1,1,100000003,610000002810,
101,,Spine,3,1,Image 1,1,100000005,610000002816,
52,,Spine,3,2,Image 1,1,,610000002914,
33,,Spine,3,1,Image 1,1,,610000002914,
71,,Spine,3,0,Image 1,1,,610000002914,
51,,Spine,3,1,Image 1,1,,610000002915,
55,,Spine,3,0,Image 1,1,,610000002915,
46,,Spine,3,1,Image 1,1,,610000002916,
58,,Spine,3,0,Image 1,1,,610000002916,
79,,Spine,3,1,Image 1,1,,610000002917,
39,,Spine,3,0,Image 1,1,,610000002917,
62,,Spine,3,2,Image 1,1,,610000002918,
54,,Spine,3,0,Image 1,1,,610000002918,
44,,Spine,3,2,Image 1,1,,610000002919,
87,,Spine,3,0,Image 1,1,,610000002920,
98,,Spine,3,1,Image 1,1,,610000002921,
79,,Spine,3,3,Image 1,1,,610000002922,
56,,Spine,3,4,Image 1,1,,610000002923,
45,,Spine,3,4,Image 1,1,,610000002924,
46,,Spine,3,7,Image 1,1,,610000002925,
39,,Spine,3,5,Image 1,1,,610000002926,
77,,Spine,3,1,Image 1,1,,610000002927,
83,,Spine,3,1,Image 1,1,,610000002928,
94,,Spine,3,1,Image 1,1,,610000002929,
141,,Spine,3,0,Image 1,1,,610000002930,
60,,Spine,3,1,Image 1,1,,610000002931,
35,,Spine,3,1,Image 1,1,,610000002932,
53,,Spine,3,0,Image 1,1,,610000002933,
37,,Spine,3,0,Image 1,1,,610000002934,
42,,Spine,3,0,Image 1,1,,610000002935,
29,,Spine,3,0,Image 1,1,,610000002936,
21,,Spine,3,0,Image 1,1,,610000002937,
53,,Spine,3,0,Image 1,1,,610000002938,
45,,Spine,3,0,Image 1,1,,610000002939,
37,,Spine,3,0,Image 1,1,,610000002940,
48,,Spine,3,0,Image 1,1,,610000002941,
73,,Spine,3,0,Image 1,1,,610000002942,
61,,Spine,3,0,Image 1,1,,610000002943,
57,,Spine,3,0,Image 1,1,,610000002944,
49,,Spine,3,0,Image 1,1,,610000002945,
59,,Spine,3,0,Image 1,1,,610000002946,
53,,Spine,3,0,Image 1,1,,610000002947,
67,,Spine,3,0,Image 1,1,,610000002948,
69,,Spine,3,0,Image 1,1,,610000002949,
