
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
39,,Segment,2,1,Image 1,1,1,100000005,510000001718,
33,,Segment,2,0,Image 1,1,1,100000005,510000001762,
7,,Segment,2,1,Image 1,2,1,100000005,510000001768,
26,,Segment,2,2,Image 1,3,1,100000005,510000001793,
3,,Segment,2,1,Image 1,2,1,100000005,510000001795,
32,,Segment,2,0,Image 1,1,1,100000005,510000001836,
6,,Segment,2,1,Image 1,1,1,100000005,510000001853,
0,,Segment,2,1,Image 1,1,1,100000003,510000001861,
0,,Segment,2,0,Image 1,1,1,100000003,510000001867,
1,,Segment,2,1,Image 1,2,1,100000003,510000001894,
4,,Segment,2,0,Image 1,1,1,100000003,510000001904,
50,,Segment,2,5,Image 1,3,1,100000005,510000001958,
12,,Segment,2,4,Image 1,3,1,100000005,510000001969,
17,,Segment,2,3,Image 1,2,1,100000005,510000001985,
9,,Segment,2,1,Image 1,1,1,100000005,510000001994,
3,,Segment,2,0,Image 1,1,1,100000005,510000002000,
14,,Segment,2,3,Image 1,2,1,100000003,510000002041,
18,,Segment,2,2,Image 1,1,1,100000003,510000002058,
22,,Segment,2,0,Image 1,1,1,100000003,510000002086,
20,,Segment,2,7,Image 1,5,1,100000005,510000002128,
4,,Segment,2,6,Image 1,4,1,100000005,510000002131,
17,,Segment,2,3,Image 1,3,1,100000004,510000002148,
3,,Segment,2,2,Image 1,3,1,100000004,510000002150,
11,,Segment,2,1,Image 1,2,1,100000004,510000002160,
33,,Segment,2,0,Image 1,1,1,100000004,510000002205,
5,,Segment,2,4,Image 1,4,1,100000004,510000002211,
7,,Segment,2,3,Image 1,4,1,100000004,510000002217,
4,,Segment,2,4,Image 1,5,1,100000004,510000002220,
7,,Segment,2,7,Image 1,4,1,100000005,510000002226,
4,,Segment,2,3,Image 1,1,1,100000003,510000002229,
42,,Segment,2,1,Image 1,1,1,100000005,510000002270,
20,,Segment,2,0,Image 1,1,1,100000005,510000002289,
3,,Segment,2,2,Image 1,2,1,100000004,510000002293,
6,,Segment,2,1,Image 1,2,1,100000003,510000002298,
3,,Segment,2,2,Image 1,2,1,100000003,510000002301,
8,,Segment,2,1,Image 1,1,1,100000004,510000002308,
9,,Segment,2,2,Image 1,1,1,100000004,510000002316,
8,,Segment,2,1,Image 1,1,1,100000004,510000002323,
2,,Segment,2,0,Image 1,1,1,100000004,510000002325,
10,,Segment,2,1,Image 1,2,1,100000005,510000002361,
8,,Segment,2,1,Image 1,1,1,100000004,510000002368,
5,,Segment,2,0,Image 1,1,1,100000004,510000002373,
4,,Segment,2,4,Image 1,2,1,100000005,510000002376,
4,,Segment,2,2,Image 1,2,1,100000004,510000002379,
3,,Segment,2,3,Image 1,1,1,100000005,510000002381,
3,,Segment,2,1,Image 1,2,1,100000004,510000002383,
4,,Segment,2,2,Image 1,2,1,100000005,510000002386,
14,,Segment,2,0,Image 1,1,1,100000003,510000002401,
17,,Segment,2,0,Image 1,1,1,100000004,510000002434,
5,,Segment,2,1,Image 1,2,1,100000005,510000002438,
3,,Segment,2,0,Image 1,1,1,100000005,510000002440,
3,,Segment,2,1,Image 1,2,1,100000005,510000002442,
5,,Segment,2,1,Image 1,2,1,100000004,510000002446,
3,,Segment,2,0,Image 1,1,1,100000003,510000002450,
2,,Segment,2,0,Image 1,1,1,100000003,510000002483,
2,,Segment,2,0,Image 1,1,1,100000003,510000002512,
4,,Segment,2,0,Image 1,1,1,100000005,510000002522,
2,,Segment,2,1,Image 1,1,1,100000003,510000002537,
2,,Segment,2,2,Image 1,2,1,100000005,510000002539,
2,,Segment,2,2,Image 1,1,1,100000005,510000002540,
2,,Segment,2,5,Image 1,4,1,100000005,510000002541,
2,,Segment,2,6,Image 1,5,1,100000005,510000002542,
2,,Segment,2,1,Image 1,1,1,100000005,510000002543,
