
Spine Attachment Pt Distance
 ==================== 
Spine Attachment Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
2.0301,µm,Spine,1,2,1,100000001,610000001391,
6.17865,µm,Spine,2,1,1,100000001,610000001393,
2.30385,µm,Spine,0,1,1,100000001,610000001396,
0.78602,µm,Spine,1,1,1,100000001,610000001399,
0,µm,Spine,0,1,1,100000001,610000001405,
2.0301,µm,Spine,1,2,1,100000001,610000001417,
0.841588,µm,Spine,0,1,1,100000002,610000001419,
8.28304,µm,Spine,1,1,1,100000001,610000001422,
0.165523,µm,Spine,0,1,1,100000001,610000001428,
5.11814,µm,Spine,0,1,1,100000001,610000001434,
8.34849,µm,Spine,1,1,1,100000001,610000001436,
0.78602,µm,Spine,1,1,1,100000001,610000001439,
4.67163,µm,Spine,0,1,1,100000002,610000001458,
2.12852,µm,Spine,1,2,1,100000001,610000001469,
1.36424,µm,Spine,1,1,1,100000001,610000001507,
1.36424,µm,Spine,1,1,1,100000001,610000001508,
0.896202,µm,Spine,1,1,1,100000001,610000001509,
6.7543,µm,Spine,5,2,1,100000001,610000001510,
3.76138,µm,Spine,2,2,1,100000001,610000001511,
0.112587,µm,Spine,1,1,1,100000001,610000001512,
10.0731,µm,Spine,3,2,1,100000001,610000001513,
0.553503,µm,Spine,0,1,1,100000001,610000001514,
0.263745,µm,Spine,0,1,1,100000001,610000001515,
10.5657,µm,Spine,2,2,1,100000001,610000001523,
8.643,µm,Spine,1,1,1,100000001,610000001524,
8.41352,µm,Spine,1,1,1,100000001,610000001525,
7.95776,µm,Spine,1,1,1,100000001,610000001526,
7.94622,µm,Spine,1,2,1,100000001,610000001527,
4.36697,µm,Spine,0,1,1,100000001,610000001528,
3.68832,µm,Spine,0,1,1,100000001,610000001529,
0.11813,µm,Spine,0,1,1,100000001,610000001530,
2.88687,µm,Spine,1,2,1,100000001,610000001531,
3.44604,µm,Spine,2,1,1,100000001,610000001532,
6.47398,µm,Spine,1,1,1,100000002,610000001552,
4.67163,µm,Spine,0,1,1,100000002,610000001553,
4.56961,µm,Spine,0,1,1,100000002,610000001554,
