
Spine Terminal Pt Position Y
 ==================== 
Spine Terminal Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21556.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000001384,
21559.3,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000001391,
21556.7,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000001393,
21559.6,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000001396,
21560.5,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000001399,
21557.4,µm,Spine,Spine Terminal Pt Position,,,1,,610000001401,
21557.5,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000001405,
21559.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000001407,
21556.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000001413,
21559.4,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000001417,
21518.4,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000001419,
21562.5,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000001422,
21559.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000001424,
21560.6,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000001428,
21561.4,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000001434,
21563.3,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000001436,
21518.3,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000001458,
21559.7,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000001469,
21519.5,µm,Spine,Spine Terminal Pt Position,,,1,,610000001473,
21562,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000001615,
21518,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001615,
21518,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001616,
21560.7,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000001616,
21559.7,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001617,
21561,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001619,
21558.6,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001621,
21560.2,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001622,
21560.8,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001623,
21563,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000001624,
21563,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001625,
21562.6,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001626,
21562.8,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001627,
21562.7,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000001628,
21558.8,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001629,
21556.2,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000001630,
21554.5,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000001631,
21557.6,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000001632,
21557.4,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001633,
21559.5,µm,Spine,Spine Terminal Pt Position,,,1,,610000001638,
21557.2,µm,Spine,Spine Terminal Pt Position,,,1,,610000001639,
