
Spine Number of Voxel Ch=2 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
165,,Spine,2,0,Image 1,1,1,100000001,610000001387,
311,,Spine,2,1,Image 1,2,1,100000001,610000001391,
95,,Spine,2,2,Image 1,1,1,100000001,610000001393,
268,,Spine,2,0,Image 1,1,1,100000001,610000001396,
254,,Spine,2,1,Image 1,1,1,100000001,610000001399,
73,,Spine,2,0,Image 1,1,1,100000001,610000001402,
75,,Spine,2,0,Image 1,1,1,100000001,610000001405,
473,,Spine,2,0,Image 1,1,1,100000001,610000001411,
36,,Spine,2,0,Image 1,1,1,100000001,610000001414,
292,,Spine,2,1,Image 1,2,1,100000001,610000001417,
63,,Spine,2,0,Image 1,1,1,100000002,610000001419,
206,,Spine,2,1,Image 1,1,1,100000001,610000001422,
1020,,Spine,2,0,Image 1,1,1,100000001,610000001426,
126,,Spine,2,0,Image 1,1,1,100000001,610000001428,
171,,Spine,2,0,Image 1,1,1,100000001,610000001434,
295,,Spine,2,1,Image 1,1,1,100000001,610000001436,
362,,Spine,2,1,Image 1,1,1,100000001,610000001439,
301,,Spine,2,0,Image 1,1,1,100000001,610000001442,
74,,Spine,2,0,Image 1,1,1,100000001,610000001445,
571,,Spine,2,0,Image 1,1,1,100000001,610000001447,
156,,Spine,2,0,Image 1,1,1,100000001,610000001449,
71,,Spine,2,0,Image 1,1,1,100000001,610000001454,
226,,Spine,2,0,Image 1,1,1,100000002,610000001458,
42,,Spine,2,0,Image 1,1,1,100000001,610000001460,
570,,Spine,2,0,Image 1,1,1,100000001,610000001464,
253,,Spine,2,1,Image 1,2,1,100000001,610000001469,
684,,Spine,2,0,Image 1,1,1,100000002,610000001474,
163,,Spine,2,1,Image 1,1,1,100000001,610000001507,
522,,Spine,2,1,Image 1,1,1,100000001,610000001508,
524,,Spine,2,1,Image 1,1,1,100000001,610000001509,
80,,Spine,2,5,Image 1,2,1,100000001,610000001510,
111,,Spine,2,2,Image 1,2,1,100000001,610000001511,
200,,Spine,2,1,Image 1,1,1,100000001,610000001512,
49,,Spine,2,3,Image 1,2,1,100000001,610000001513,
195,,Spine,2,0,Image 1,1,1,100000001,610000001514,
72,,Spine,2,0,Image 1,1,1,100000001,610000001515,
65,,Spine,2,2,Image 1,2,1,100000001,610000001523,
150,,Spine,2,1,Image 1,1,1,100000001,610000001524,
136,,Spine,2,1,Image 1,1,1,100000001,610000001525,
210,,Spine,2,1,Image 1,1,1,100000001,610000001526,
83,,Spine,2,1,Image 1,2,1,100000001,610000001527,
179,,Spine,2,0,Image 1,1,1,100000001,610000001528,
237,,Spine,2,0,Image 1,1,1,100000001,610000001529,
72,,Spine,2,0,Image 1,1,1,100000001,610000001530,
52,,Spine,2,1,Image 1,2,1,100000001,610000001531,
75,,Spine,2,2,Image 1,1,1,100000001,610000001532,
132,,Spine,2,1,Image 1,1,1,100000002,610000001552,
215,,Spine,2,0,Image 1,1,1,100000002,610000001553,
164,,Spine,2,0,Image 1,1,1,100000002,610000001554,
