
Segment Center Number of Voxel Ch=4 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
5,,Segment,4,4,Image 1,3,1,100000001,510000000011,
14,,Segment,4,3,Image 1,2,1,100000001,510000000024,
55,,Segment,4,2,Image 1,2,1,100000001,510000000078,
18,,Segment,4,1,Image 1,1,1,100000001,510000000095,
2,,Segment,4,0,Image 1,1,1,100000001,510000000101,
4,,Segment,4,4,Image 1,2,1,100000001,510000000130,
5,,Segment,4,3,Image 1,3,1,100000001,510000000134,
14,,Segment,4,6,Image 1,2,1,100000001,510000000147,
24,,Segment,4,5,Image 1,2,1,100000001,510000000170,
17,,Segment,4,4,Image 1,2,1,100000001,510000000186,
3,,Segment,4,3,Image 1,2,1,100000001,510000000188,
16,,Segment,4,2,Image 1,2,1,100000001,510000000203,
28,,Segment,4,1,Image 1,2,1,100000001,510000000230,
11,,Segment,4,6,Image 1,3,1,100000001,510000000240,
7,,Segment,4,5,Image 1,3,1,100000001,510000000246,
8,,Segment,4,4,Image 1,3,1,100000001,510000000253,
3,,Segment,4,3,Image 1,3,1,100000001,510000000255,
7,,Segment,4,2,Image 1,3,1,100000001,510000000261,
16,,Segment,4,1,Image 1,2,1,100000002,510000000276,
68,,Segment,4,0,Image 1,1,1,100000002,510000000365,
20,,Segment,4,1,Image 1,1,1,100000002,510000000385,
6,,Segment,4,3,Image 1,3,1,100000002,510000000390,
58,,Segment,4,2,Image 1,2,1,100000002,510000000447,
9,,Segment,4,1,Image 1,1,1,100000002,510000000455,
12,,Segment,4,0,Image 1,1,1,100000002,510000000469,
10,,Segment,4,4,Image 1,2,1,100000001,510000000490,
18,,Segment,4,3,Image 1,2,1,100000001,510000000507,
29,,Segment,4,2,Image 1,2,1,100000001,510000000535,
19,,Segment,4,1,Image 1,1,1,100000001,510000000553,
10,,Segment,4,3,Image 1,3,1,100000001,510000000662,
35,,Segment,4,3,Image 1,3,1,100000001,510000000696,
45,,Segment,4,2,Image 1,2,1,100000001,510000000740,
9,,Segment,4,1,Image 1,1,1,100000001,510000000748,
57,,Segment,4,0,Image 1,1,1,100000001,510000000806,
15,,Segment,4,4,Image 1,2,1,100000001,510000000820,
11,,Segment,4,3,Image 1,2,1,100000001,510000000830,
7,,Segment,4,4,Image 1,3,1,100000001,510000000836,
55,,Segment,4,1,Image 1,2,1,100000001,510000000913,
3,,Segment,4,0,Image 1,1,1,100000001,510000000918,
7,,Segment,4,5,Image 1,3,1,100000001,510000000927,
7,,Segment,4,4,Image 1,3,1,100000001,510000000933,
3,,Segment,4,5,Image 1,4,1,100000001,510000000935,
34,,Segment,4,1,Image 1,2,1,100000002,510000000968,
10,,Segment,4,3,Image 1,3,1,100000001,510000000977,
13,,Segment,4,2,Image 1,2,1,100000001,510000000989,
23,,Segment,4,1,Image 1,2,1,100000001,510000001011,
11,,Segment,4,2,Image 1,1,1,100000001,510000001021,
17,,Segment,4,2,Image 1,1,1,100000002,510000001037,
5,,Segment,4,3,Image 1,2,1,100000001,510000001041,
42,,Segment,4,2,Image 1,1,1,100000001,510000001085,
30,,Segment,4,1,Image 1,1,1,100000001,510000001114,
6,,Segment,4,1,Image 1,2,1,100000001,510000001119,
10,,Segment,4,2,Image 1,1,1,100000001,510000001128,
6,,Segment,4,2,Image 1,3,1,100000001,510000001133,
4,,Segment,4,2,Image 1,2,1,100000001,510000001136,
3,,Segment,4,2,Image 1,1,1,100000001,510000001138,
9,,Segment,4,0,Image 1,1,1,100000001,510000001153,
4,,Segment,4,0,Image 1,1,1,100000001,510000001175,
5,,Segment,4,0,Image 1,1,1,100000001,510000001183,
2,,Segment,4,0,Image 1,1,1,100000001,510000001193,
4,,Segment,4,0,Image 1,1,1,100000001,510000001197,
5,,Segment,4,0,Image 1,1,1,100000001,510000001242,
2,,Segment,4,4,Image 1,3,1,100000001,510000001272,
2,,Segment,4,3,Image 1,2,1,100000002,510000001551,
84,,Segment,4,0,Image 1,1,1,,,
