
Spine Branch Level
 ==================== 
Spine Branch Level,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Spine,0,1,1,100000001,610000001387,
2,,Spine,1,2,1,100000001,610000001391,
1,,Spine,2,1,1,100000001,610000001393,
1,,Spine,0,1,1,100000001,610000001396,
1,,Spine,1,1,1,100000001,610000001399,
0,,Spine,0,1,1,100000001,610000001402,
1,,Spine,0,1,1,100000001,610000001405,
0,,Spine,0,1,1,100000001,610000001411,
0,,Spine,0,1,1,100000001,610000001414,
2,,Spine,1,2,1,100000001,610000001417,
1,,Spine,0,1,1,100000002,610000001419,
1,,Spine,1,1,1,100000001,610000001422,
0,,Spine,0,1,1,100000001,610000001426,
1,,Spine,0,1,1,100000001,610000001428,
1,,Spine,0,1,1,100000001,610000001434,
1,,Spine,1,1,1,100000001,610000001436,
1,,Spine,1,1,1,100000001,610000001439,
0,,Spine,0,1,1,100000001,610000001442,
0,,Spine,0,1,1,100000001,610000001445,
0,,Spine,0,1,1,100000001,610000001447,
0,,Spine,0,1,1,100000001,610000001449,
0,,Spine,0,1,1,100000001,610000001454,
1,,Spine,0,1,1,100000002,610000001458,
0,,Spine,0,1,1,100000001,610000001460,
0,,Spine,0,1,1,100000001,610000001464,
2,,Spine,1,2,1,100000001,610000001469,
0,,Spine,1,1,1,100000002,610000001474,
1,,Spine,1,1,1,100000001,610000001507,
1,,Spine,1,1,1,100000001,610000001508,
1,,Spine,1,1,1,100000001,610000001509,
2,,Spine,5,2,1,100000001,610000001510,
2,,Spine,2,2,1,100000001,610000001511,
1,,Spine,1,1,1,100000001,610000001512,
2,,Spine,3,2,1,100000001,610000001513,
1,,Spine,0,1,1,100000001,610000001514,
1,,Spine,0,1,1,100000001,610000001515,
2,,Spine,2,2,1,100000001,610000001523,
1,,Spine,1,1,1,100000001,610000001524,
1,,Spine,1,1,1,100000001,610000001525,
1,,Spine,1,1,1,100000001,610000001526,
2,,Spine,1,2,1,100000001,610000001527,
1,,Spine,0,1,1,100000001,610000001528,
1,,Spine,0,1,1,100000001,610000001529,
1,,Spine,0,1,1,100000001,610000001530,
2,,Spine,1,2,1,100000001,610000001531,
1,,Spine,2,1,1,100000001,610000001532,
1,,Spine,1,1,1,100000002,610000001552,
1,,Spine,0,1,1,100000002,610000001553,
1,,Spine,0,1,1,100000002,610000001554,
