
Spine Intensity Min Ch=2 Img=1
 ==================== 
Spine Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
4,,Spine,2,0,Image 1,1,1,100000001,610000001387,
5,,Spine,2,1,Image 1,2,1,100000001,610000001391,
12,,Spine,2,2,Image 1,1,1,100000001,610000001393,
3,,Spine,2,0,Image 1,1,1,100000001,610000001396,
7,,Spine,2,1,Image 1,1,1,100000001,610000001399,
12,,Spine,2,0,Image 1,1,1,100000001,610000001402,
15,,Spine,2,0,Image 1,1,1,100000001,610000001405,
8,,Spine,2,0,Image 1,1,1,100000001,610000001411,
9,,Spine,2,0,Image 1,1,1,100000001,610000001414,
5,,Spine,2,1,Image 1,2,1,100000001,610000001417,
12,,Spine,2,0,Image 1,1,1,100000002,610000001419,
9,,Spine,2,1,Image 1,1,1,100000001,610000001422,
11,,Spine,2,0,Image 1,1,1,100000001,610000001426,
11,,Spine,2,0,Image 1,1,1,100000001,610000001428,
6,,Spine,2,0,Image 1,1,1,100000001,610000001434,
4,,Spine,2,1,Image 1,1,1,100000001,610000001436,
13,,Spine,2,1,Image 1,1,1,100000001,610000001439,
23,,Spine,2,0,Image 1,1,1,100000001,610000001442,
16,,Spine,2,0,Image 1,1,1,100000001,610000001445,
14,,Spine,2,0,Image 1,1,1,100000001,610000001447,
18,,Spine,2,0,Image 1,1,1,100000001,610000001449,
10,,Spine,2,0,Image 1,1,1,100000001,610000001454,
17,,Spine,2,0,Image 1,1,1,100000002,610000001458,
31,,Spine,2,0,Image 1,1,1,100000001,610000001460,
8,,Spine,2,0,Image 1,1,1,100000001,610000001464,
4,,Spine,2,1,Image 1,2,1,100000001,610000001469,
10,,Spine,2,0,Image 1,1,1,100000002,610000001474,
7,,Spine,2,1,Image 1,1,1,100000001,610000001507,
1,,Spine,2,1,Image 1,1,1,100000001,610000001508,
13,,Spine,2,1,Image 1,1,1,100000001,610000001509,
8,,Spine,2,5,Image 1,2,1,100000001,610000001510,
11,,Spine,2,2,Image 1,2,1,100000001,610000001511,
14,,Spine,2,1,Image 1,1,1,100000001,610000001512,
8,,Spine,2,3,Image 1,2,1,100000001,610000001513,
6,,Spine,2,0,Image 1,1,1,100000001,610000001514,
12,,Spine,2,0,Image 1,1,1,100000001,610000001515,
6,,Spine,2,2,Image 1,2,1,100000001,610000001523,
16,,Spine,2,1,Image 1,1,1,100000001,610000001524,
16,,Spine,2,1,Image 1,1,1,100000001,610000001525,
19,,Spine,2,1,Image 1,1,1,100000001,610000001526,
6,,Spine,2,1,Image 1,2,1,100000001,610000001527,
2,,Spine,2,0,Image 1,1,1,100000001,610000001528,
3,,Spine,2,0,Image 1,1,1,100000001,610000001529,
17,,Spine,2,0,Image 1,1,1,100000001,610000001530,
11,,Spine,2,1,Image 1,2,1,100000001,610000001531,
12,,Spine,2,2,Image 1,1,1,100000001,610000001532,
14,,Spine,2,1,Image 1,1,1,100000002,610000001552,
17,,Spine,2,0,Image 1,1,1,100000002,610000001553,
32,,Spine,2,0,Image 1,1,1,100000002,610000001554,
