
Spine Center Intensity Sum Ch=4 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,4,0,Image 1,1,1,100000001,610000001387,
0,,Spine,4,1,Image 1,2,1,100000001,610000001391,
87,,Spine,4,2,Image 1,1,1,100000001,610000001393,
0,,Spine,4,0,Image 1,1,1,100000001,610000001396,
0,,Spine,4,1,Image 1,1,1,100000001,610000001399,
0,,Spine,4,0,Image 1,1,1,100000001,610000001402,
0,,Spine,4,0,Image 1,1,1,100000001,610000001405,
0,,Spine,4,0,Image 1,1,1,100000001,610000001411,
0,,Spine,4,0,Image 1,1,1,100000001,610000001414,
0,,Spine,4,1,Image 1,2,1,100000001,610000001417,
0,,Spine,4,0,Image 1,1,1,100000002,610000001419,
0,,Spine,4,1,Image 1,1,1,100000001,610000001422,
0,,Spine,4,0,Image 1,1,1,100000001,610000001426,
0,,Spine,4,0,Image 1,1,1,100000001,610000001428,
0,,Spine,4,0,Image 1,1,1,100000001,610000001434,
0,,Spine,4,1,Image 1,1,1,100000001,610000001436,
0,,Spine,4,1,Image 1,1,1,100000001,610000001439,
0,,Spine,4,0,Image 1,1,1,100000001,610000001442,
0,,Spine,4,0,Image 1,1,1,100000001,610000001445,
0,,Spine,4,0,Image 1,1,1,100000001,610000001447,
0,,Spine,4,0,Image 1,1,1,100000001,610000001449,
0,,Spine,4,0,Image 1,1,1,100000001,610000001454,
0,,Spine,4,0,Image 1,1,1,100000002,610000001458,
0,,Spine,4,0,Image 1,1,1,100000001,610000001460,
0,,Spine,4,0,Image 1,1,1,100000001,610000001464,
0,,Spine,4,1,Image 1,2,1,100000001,610000001469,
0,,Spine,4,0,Image 1,1,1,100000002,610000001474,
0,,Spine,4,1,Image 1,1,1,100000001,610000001507,
0,,Spine,4,1,Image 1,1,1,100000001,610000001508,
0,,Spine,4,1,Image 1,1,1,100000001,610000001509,
0,,Spine,4,5,Image 1,2,1,100000001,610000001510,
0,,Spine,4,2,Image 1,2,1,100000001,610000001511,
0,,Spine,4,1,Image 1,1,1,100000001,610000001512,
0,,Spine,4,3,Image 1,2,1,100000001,610000001513,
0,,Spine,4,0,Image 1,1,1,100000001,610000001514,
0,,Spine,4,0,Image 1,1,1,100000001,610000001515,
75,,Spine,4,2,Image 1,2,1,100000001,610000001523,
0,,Spine,4,1,Image 1,1,1,100000001,610000001524,
0,,Spine,4,1,Image 1,1,1,100000001,610000001525,
0,,Spine,4,1,Image 1,1,1,100000001,610000001526,
122,,Spine,4,1,Image 1,2,1,100000001,610000001527,
0,,Spine,4,0,Image 1,1,1,100000001,610000001528,
0,,Spine,4,0,Image 1,1,1,100000001,610000001529,
0,,Spine,4,0,Image 1,1,1,100000001,610000001530,
0,,Spine,4,1,Image 1,2,1,100000001,610000001531,
0,,Spine,4,2,Image 1,1,1,100000001,610000001532,
0,,Spine,4,1,Image 1,1,1,100000002,610000001552,
0,,Spine,4,0,Image 1,1,1,100000002,610000001553,
0,,Spine,4,0,Image 1,1,1,100000002,610000001554,
