
Segment Position Y
 ==================== 
Segment Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21563.1,µm,Segment,Segment Position,4,3,1,100000001,510000000011,
21562.8,µm,Segment,Segment Position,3,2,1,100000001,510000000024,
21562.2,µm,Segment,Segment Position,2,2,1,100000001,510000000078,
21560.4,µm,Segment,Segment Position,1,1,1,100000001,510000000095,
21559.5,µm,Segment,Segment Position,0,1,1,100000001,510000000101,
21563.2,µm,Segment,Segment Position,4,2,1,100000001,510000000130,
21562.8,µm,Segment,Segment Position,3,3,1,100000001,510000000134,
21562,µm,Segment,Segment Position,6,2,1,100000001,510000000147,
21562,µm,Segment,Segment Position,5,2,1,100000001,510000000170,
21561.3,µm,Segment,Segment Position,4,2,1,100000001,510000000186,
21560.9,µm,Segment,Segment Position,3,2,1,100000001,510000000188,
21560.5,µm,Segment,Segment Position,2,2,1,100000001,510000000203,
21559.8,µm,Segment,Segment Position,1,2,1,100000001,510000000230,
21562.3,µm,Segment,Segment Position,6,3,1,100000001,510000000240,
21562,µm,Segment,Segment Position,5,3,1,100000001,510000000246,
21560.7,µm,Segment,Segment Position,4,3,1,100000001,510000000253,
21561,µm,Segment,Segment Position,3,3,1,100000001,510000000255,
21559.9,µm,Segment,Segment Position,2,3,1,100000001,510000000261,
21516.6,µm,Segment,Segment Position,1,2,1,100000002,510000000276,
21518.1,µm,Segment,Segment Position,0,1,1,100000002,510000000365,
21516.4,µm,Segment,Segment Position,1,1,1,100000002,510000000385,
21522.1,µm,Segment,Segment Position,3,3,1,100000002,510000000390,
21522.5,µm,Segment,Segment Position,2,2,1,100000002,510000000447,
21522.2,µm,Segment,Segment Position,1,1,1,100000002,510000000455,
21521.9,µm,Segment,Segment Position,0,1,1,100000002,510000000469,
21561.7,µm,Segment,Segment Position,4,2,1,100000001,510000000490,
21561.8,µm,Segment,Segment Position,3,2,1,100000001,510000000507,
21562.8,µm,Segment,Segment Position,2,2,1,100000001,510000000535,
21562.9,µm,Segment,Segment Position,1,1,1,100000001,510000000553,
21562.7,µm,Segment,Segment Position,3,3,1,100000001,510000000662,
21554.5,µm,Segment,Segment Position,3,3,1,100000001,510000000696,
21556.3,µm,Segment,Segment Position,2,2,1,100000001,510000000740,
21557.1,µm,Segment,Segment Position,1,1,1,100000001,510000000748,
21558.3,µm,Segment,Segment Position,0,1,1,100000001,510000000806,
21556.2,µm,Segment,Segment Position,4,2,1,100000001,510000000820,
21555.9,µm,Segment,Segment Position,3,2,1,100000001,510000000830,
21556.5,µm,Segment,Segment Position,4,3,1,100000001,510000000836,
21557.8,µm,Segment,Segment Position,1,2,1,100000001,510000000913,
21557.3,µm,Segment,Segment Position,0,1,1,100000001,510000000918,
21557.3,µm,Segment,Segment Position,5,3,1,100000001,510000000927,
21556.7,µm,Segment,Segment Position,4,3,1,100000001,510000000933,
21557.1,µm,Segment,Segment Position,5,4,1,100000001,510000000935,
21520.8,µm,Segment,Segment Position,1,2,1,100000002,510000000968,
21554.4,µm,Segment,Segment Position,3,3,1,100000001,510000000977,
21555,µm,Segment,Segment Position,2,2,1,100000001,510000000989,
21556.2,µm,Segment,Segment Position,1,2,1,100000001,510000001011,
21563.4,µm,Segment,Segment Position,2,1,1,100000001,510000001021,
21523.2,µm,Segment,Segment Position,2,1,1,100000002,510000001037,
21554.6,µm,Segment,Segment Position,3,2,1,100000001,510000001041,
21554.1,µm,Segment,Segment Position,2,1,1,100000001,510000001085,
21556.1,µm,Segment,Segment Position,1,1,1,100000001,510000001114,
21562.9,µm,Segment,Segment Position,1,2,1,100000001,510000001119,
21556.9,µm,Segment,Segment Position,2,1,1,100000001,510000001128,
21555.4,µm,Segment,Segment Position,2,3,1,100000001,510000001133,
21555,µm,Segment,Segment Position,2,2,1,100000001,510000001136,
21561.3,µm,Segment,Segment Position,2,1,1,100000001,510000001138,
21560.4,µm,Segment,Segment Position,0,1,1,100000001,510000001153,
21560.6,µm,Segment,Segment Position,0,1,1,100000001,510000001175,
21557.6,µm,Segment,Segment Position,0,1,1,100000001,510000001183,
21559.9,µm,Segment,Segment Position,0,1,1,100000001,510000001193,
21558.6,µm,Segment,Segment Position,0,1,1,100000001,510000001197,
21557.7,µm,Segment,Segment Position,0,1,1,100000001,510000001242,
21561.4,µm,Segment,Segment Position,4,3,1,100000001,510000001272,
21522.2,µm,Segment,Segment Position,3,2,1,100000002,510000001551,
21560.5,µm,Segment,Segment Position,0,1,1,,,
