
Segment Center Intensity Max Ch=2 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
131,,Segment,2,4,Image 1,3,1,100000001,510000000011,
131,,Segment,2,3,Image 1,2,1,100000001,510000000024,
131,,Segment,2,2,Image 1,2,1,100000001,510000000078,
132,,Segment,2,1,Image 1,1,1,100000001,510000000095,
120,,Segment,2,0,Image 1,1,1,100000001,510000000101,
131,,Segment,2,4,Image 1,2,1,100000001,510000000130,
72,,Segment,2,3,Image 1,3,1,100000001,510000000134,
92,,Segment,2,6,Image 1,2,1,100000001,510000000147,
115,,Segment,2,5,Image 1,2,1,100000001,510000000170,
95,,Segment,2,4,Image 1,2,1,100000001,510000000186,
47,,Segment,2,3,Image 1,2,1,100000001,510000000188,
93,,Segment,2,2,Image 1,2,1,100000001,510000000203,
132,,Segment,2,1,Image 1,2,1,100000001,510000000230,
106,,Segment,2,6,Image 1,3,1,100000001,510000000240,
48,,Segment,2,5,Image 1,3,1,100000001,510000000246,
47,,Segment,2,4,Image 1,3,1,100000001,510000000253,
87,,Segment,2,3,Image 1,3,1,100000001,510000000255,
101,,Segment,2,2,Image 1,3,1,100000001,510000000261,
146,,Segment,2,1,Image 1,2,1,100000002,510000000276,
176,,Segment,2,0,Image 1,1,1,100000002,510000000365,
150,,Segment,2,1,Image 1,1,1,100000002,510000000385,
69,,Segment,2,3,Image 1,3,1,100000002,510000000390,
113,,Segment,2,2,Image 1,2,1,100000002,510000000447,
156,,Segment,2,1,Image 1,1,1,100000002,510000000455,
179,,Segment,2,0,Image 1,1,1,100000002,510000000469,
60,,Segment,2,4,Image 1,2,1,100000001,510000000490,
76,,Segment,2,3,Image 1,2,1,100000001,510000000507,
101,,Segment,2,2,Image 1,2,1,100000001,510000000535,
131,,Segment,2,1,Image 1,1,1,100000001,510000000553,
76,,Segment,2,3,Image 1,3,1,100000001,510000000662,
145,,Segment,2,3,Image 1,3,1,100000001,510000000696,
148,,Segment,2,2,Image 1,2,1,100000001,510000000740,
89,,Segment,2,1,Image 1,1,1,100000001,510000000748,
137,,Segment,2,0,Image 1,1,1,100000001,510000000806,
96,,Segment,2,4,Image 1,2,1,100000001,510000000820,
127,,Segment,2,3,Image 1,2,1,100000001,510000000830,
143,,Segment,2,4,Image 1,3,1,100000001,510000000836,
124,,Segment,2,1,Image 1,2,1,100000001,510000000913,
102,,Segment,2,0,Image 1,1,1,100000001,510000000918,
95,,Segment,2,5,Image 1,3,1,100000001,510000000927,
99,,Segment,2,4,Image 1,3,1,100000001,510000000933,
37,,Segment,2,5,Image 1,4,1,100000001,510000000935,
156,,Segment,2,1,Image 1,2,1,100000002,510000000968,
37,,Segment,2,3,Image 1,3,1,100000001,510000000977,
63,,Segment,2,2,Image 1,2,1,100000001,510000000989,
79,,Segment,2,1,Image 1,2,1,100000001,510000001011,
106,,Segment,2,2,Image 1,1,1,100000001,510000001021,
113,,Segment,2,2,Image 1,1,1,100000002,510000001037,
33,,Segment,2,3,Image 1,2,1,100000001,510000001041,
117,,Segment,2,2,Image 1,1,1,100000001,510000001085,
112,,Segment,2,1,Image 1,1,1,100000001,510000001114,
66,,Segment,2,1,Image 1,2,1,100000001,510000001119,
106,,Segment,2,2,Image 1,1,1,100000001,510000001128,
66,,Segment,2,2,Image 1,3,1,100000001,510000001133,
73,,Segment,2,2,Image 1,2,1,100000001,510000001136,
92,,Segment,2,2,Image 1,1,1,100000001,510000001138,
79,,Segment,2,0,Image 1,1,1,100000001,510000001153,
89,,Segment,2,0,Image 1,1,1,100000001,510000001175,
51,,Segment,2,0,Image 1,1,1,100000001,510000001183,
64,,Segment,2,0,Image 1,1,1,100000001,510000001193,
53,,Segment,2,0,Image 1,1,1,100000001,510000001197,
87,,Segment,2,0,Image 1,1,1,100000001,510000001242,
17,,Segment,2,4,Image 1,3,1,100000001,510000001272,
12,,Segment,2,3,Image 1,2,1,100000002,510000001551,
134,,Segment,2,0,Image 1,1,1,,,
