
Spine Center Intensity Max Ch=2 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
48,,Spine,2,0,Image 1,1,1,100000001,610000001387,
87,,Spine,2,1,Image 1,2,1,100000001,610000001391,
75,,Spine,2,2,Image 1,1,1,100000001,610000001393,
66,,Spine,2,0,Image 1,1,1,100000001,610000001396,
96,,Spine,2,1,Image 1,1,1,100000001,610000001399,
44,,Spine,2,0,Image 1,1,1,100000001,610000001402,
55,,Spine,2,0,Image 1,1,1,100000001,610000001405,
88,,Spine,2,0,Image 1,1,1,100000001,610000001411,
39,,Spine,2,0,Image 1,1,1,100000001,610000001414,
75,,Spine,2,1,Image 1,2,1,100000001,610000001417,
82,,Spine,2,0,Image 1,1,1,100000002,610000001419,
54,,Spine,2,1,Image 1,1,1,100000001,610000001422,
79,,Spine,2,0,Image 1,1,1,100000001,610000001426,
56,,Spine,2,0,Image 1,1,1,100000001,610000001428,
120,,Spine,2,0,Image 1,1,1,100000001,610000001434,
104,,Spine,2,1,Image 1,1,1,100000001,610000001436,
96,,Spine,2,1,Image 1,1,1,100000001,610000001439,
104,,Spine,2,0,Image 1,1,1,100000001,610000001442,
72,,Spine,2,0,Image 1,1,1,100000001,610000001445,
80,,Spine,2,0,Image 1,1,1,100000001,610000001447,
54,,Spine,2,0,Image 1,1,1,100000001,610000001449,
87,,Spine,2,0,Image 1,1,1,100000001,610000001454,
125,,Spine,2,0,Image 1,1,1,100000002,610000001458,
70,,Spine,2,0,Image 1,1,1,100000001,610000001460,
71,,Spine,2,0,Image 1,1,1,100000001,610000001464,
90,,Spine,2,1,Image 1,2,1,100000001,610000001469,
114,,Spine,2,0,Image 1,1,1,100000002,610000001474,
113,,Spine,2,1,Image 1,1,1,100000001,610000001507,
113,,Spine,2,1,Image 1,1,1,100000001,610000001508,
98,,Spine,2,1,Image 1,1,1,100000001,610000001509,
50,,Spine,2,5,Image 1,2,1,100000001,610000001510,
46,,Spine,2,2,Image 1,2,1,100000001,610000001511,
88,,Spine,2,1,Image 1,1,1,100000001,610000001512,
59,,Spine,2,3,Image 1,2,1,100000001,610000001513,
133,,Spine,2,0,Image 1,1,1,100000001,610000001514,
62,,Spine,2,0,Image 1,1,1,100000001,610000001515,
43,,Spine,2,2,Image 1,2,1,100000001,610000001523,
85,,Spine,2,1,Image 1,1,1,100000001,610000001524,
131,,Spine,2,1,Image 1,1,1,100000001,610000001525,
107,,Spine,2,1,Image 1,1,1,100000001,610000001526,
35,,Spine,2,1,Image 1,2,1,100000001,610000001527,
102,,Spine,2,0,Image 1,1,1,100000001,610000001528,
80,,Spine,2,0,Image 1,1,1,100000001,610000001529,
68,,Spine,2,0,Image 1,1,1,100000001,610000001530,
38,,Spine,2,1,Image 1,2,1,100000001,610000001531,
73,,Spine,2,2,Image 1,1,1,100000001,610000001532,
130,,Spine,2,1,Image 1,1,1,100000002,610000001552,
125,,Spine,2,0,Image 1,1,1,100000002,610000001553,
119,,Spine,2,0,Image 1,1,1,100000002,610000001554,
