
Segment Time Index
 ==================== 
Segment Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Segment,12,6,1,100000000,510000000038,
1,,Segment,11,5,1,100000000,510000000040,
1,,Segment,10,4,1,100000000,510000000049,
1,,Segment,9,4,1,100000000,510000000062,
1,,Segment,8,3,1,100000000,510000000072,
1,,Segment,7,3,1,100000000,510000000074,
1,,Segment,5,3,1,100000000,510000000079,
1,,Segment,4,3,1,100000000,510000000146,
1,,Segment,3,2,1,100000000,510000000156,
1,,Segment,2,1,1,100000000,510000000161,
1,,Segment,1,1,1,100000000,510000000168,
1,,Segment,0,1,1,100000000,510000000177,
1,,Segment,11,4,1,100000000,510000000200,
1,,Segment,12,5,1,100000000,510000000205,
1,,Segment,10,4,1,100000000,510000000221,
1,,Segment,9,3,1,100000000,510000000243,
1,,Segment,10,5,1,100000000,510000000246,
1,,Segment,10,3,1,100000000,510000000257,
1,,Segment,10,5,1,100000000,510000000259,
1,,Segment,9,5,1,100000000,510000000262,
1,,Segment,8,4,1,100000000,510000000270,
1,,Segment,9,4,1,100000000,510000000277,
1,,Segment,7,4,1,100000000,510000000280,
1,,Segment,6,4,1,100000000,510000000283,
1,,Segment,5,4,1,100000000,510000000289,
1,,Segment,13,7,1,100000002,510000000339,
1,,Segment,12,6,1,100000002,510000000349,
1,,Segment,11,6,1,100000002,510000000356,
1,,Segment,10,6,1,100000002,510000000380,
1,,Segment,9,5,1,100000002,510000000407,
1,,Segment,8,4,1,100000002,510000000421,
1,,Segment,6,3,1,100000002,510000000437,
1,,Segment,5,3,1,100000002,510000000442,
1,,Segment,4,2,1,100000002,510000000445,
1,,Segment,3,2,1,100000002,510000000455,
1,,Segment,2,2,1,100000002,510000000467,
1,,Segment,1,2,1,100000002,510000000474,
1,,Segment,0,1,1,100000002,510000000496,
1,,Segment,13,6,1,100000002,510000000510,
1,,Segment,12,7,1,100000002,510000000514,
1,,Segment,11,7,1,100000002,510000000517,
1,,Segment,5,6,1,100000000,510000000523,
1,,Segment,4,5,1,100000000,510000000548,
1,,Segment,3,4,1,100000000,510000000561,
1,,Segment,2,3,1,100000000,510000000595,
1,,Segment,1,2,1,100000000,510000000608,
1,,Segment,0,1,1,100000000,510000000632,
1,,Segment,5,5,1,100000000,510000000638,
1,,Segment,4,4,1,100000000,510000000650,
1,,Segment,4,3,1,100000000,510000000665,
1,,Segment,3,3,1,100000000,510000000678,
1,,Segment,4,4,1,100000000,510000000685,
1,,Segment,2,2,1,100000000,510000000697,
1,,Segment,9,3,1,100000001,510000000704,
1,,Segment,8,3,1,100000001,510000000720,
1,,Segment,7,3,1,100000001,510000000723,
1,,Segment,6,3,1,100000001,510000000764,
1,,Segment,5,2,1,100000001,510000000796,
1,,Segment,4,2,1,100000001,510000000799,
1,,Segment,3,2,1,100000001,510000000828,
1,,Segment,2,2,1,100000001,510000000832,
1,,Segment,1,2,1,100000001,510000000844,
1,,Segment,0,1,1,100000001,510000000874,
1,,Segment,7,4,1,100000001,510000000898,
1,,Segment,9,4,1,100000001,510000000904,
1,,Segment,8,4,1,100000001,510000000908,
1,,Segment,12,6,1,100000002,510000000918,
1,,Segment,11,5,1,100000002,510000000937,
1,,Segment,10,4,1,100000002,510000000964,
1,,Segment,9,3,1,100000002,510000000995,
1,,Segment,8,3,1,100000002,510000001006,
1,,Segment,7,3,1,100000002,510000001015,
1,,Segment,8,5,1,100000002,510000001037,
1,,Segment,7,5,1,100000002,510000001085,
1,,Segment,6,4,1,100000002,510000001091,
1,,Segment,5,2,1,100000001,510000001110,
1,,Segment,4,1,1,100000001,510000001143,
1,,Segment,3,1,1,100000001,510000001154,
1,,Segment,2,1,1,100000001,510000001165,
1,,Segment,1,1,1,100000001,510000001197,
1,,Segment,0,1,1,100000001,510000001219,
1,,Segment,5,1,1,100000001,510000001252,
1,,Segment,3,3,1,100000001,510000001270,
1,,Segment,2,2,1,100000001,510000001317,
1,,Segment,8,6,1,100000002,510000001329,
1,,Segment,7,2,1,100000000,510000001365,
1,,Segment,6,2,1,100000000,510000001388,
1,,Segment,5,2,1,100000000,510000001390,
1,,Segment,4,1,1,100000000,510000001397,
1,,Segment,3,1,1,100000000,510000001399,
1,,Segment,2,1,1,100000000,510000001414,
1,,Segment,1,1,1,100000000,510000001417,
1,,Segment,0,1,1,100000000,510000001444,
1,,Segment,3,2,1,100000001,510000001467,
1,,Segment,11,4,1,100000002,510000001488,
1,,Segment,9,4,1,100000002,510000001497,
1,,Segment,3,2,1,100000001,510000001523,
1,,Segment,11,4,1,100000002,510000001525,
1,,Segment,6,3,1,100000001,510000001530,
1,,Segment,5,2,1,100000001,510000001533,
1,,Segment,4,2,1,100000001,510000001551,
1,,Segment,7,3,1,100000000,510000001568,
1,,Segment,5,4,1,100000001,510000001581,
1,,Segment,4,3,1,100000001,510000001586,
1,,Segment,2,2,1,100000000,510000001601,
1,,Segment,1,1,1,100000000,510000001646,
1,,Segment,9,3,1,100000000,510000001652,
1,,Segment,8,2,1,100000000,510000001663,
1,,Segment,7,1,1,100000000,510000001667,
1,,Segment,6,1,1,100000000,510000001686,
1,,Segment,5,1,1,100000000,510000001735,
1,,Segment,4,1,1,100000000,510000001745,
1,,Segment,3,1,1,100000000,510000001750,
1,,Segment,8,3,1,100000000,510000001768,
1,,Segment,7,2,1,100000000,510000001784,
1,,Segment,2,1,1,100000000,510000001799,
1,,Segment,5,3,1,100000000,510000001845,
1,,Segment,4,2,1,100000000,510000001887,
1,,Segment,5,3,1,100000001,510000001927,
1,,Segment,5,3,1,100000001,510000001931,
1,,Segment,6,2,1,100000001,510000001933,
1,,Segment,6,2,1,100000001,510000001935,
1,,Segment,8,2,1,100000000,510000001941,
1,,Segment,11,6,1,100000002,510000001953,
1,,Segment,10,5,1,100000002,510000001958,
1,,Segment,5,2,1,100000000,510000002002,
1,,Segment,10,5,1,100000002,510000002010,
1,,Segment,3,3,1,100000000,510000002039,
1,,Segment,2,2,1,100000000,510000002059,
1,,Segment,1,1,1,100000000,510000002099,
