
Segment Center Intensity Mean Ch=2 Img=1
 ==================== 
Segment Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
40.7838,,Segment,2,12,Image 1,6,1,100000000,510000000038,
65.6667,,Segment,2,11,Image 1,5,1,100000000,510000000040,
76.9,,Segment,2,10,Image 1,4,1,100000000,510000000049,
116.857,,Segment,2,9,Image 1,4,1,100000000,510000000062,
133.455,,Segment,2,8,Image 1,3,1,100000000,510000000072,
133.333,,Segment,2,7,Image 1,3,1,100000000,510000000074,
137.2,,Segment,2,5,Image 1,3,1,100000000,510000000079,
54.0735,,Segment,2,4,Image 1,3,1,100000000,510000000146,
82.0909,,Segment,2,3,Image 1,2,1,100000000,510000000156,
179.5,,Segment,2,2,Image 1,1,1,100000000,510000000161,
182.125,,Segment,2,1,Image 1,1,1,100000000,510000000168,
166,,Segment,2,0,Image 1,1,1,100000000,510000000177,
67.8571,,Segment,2,11,Image 1,4,1,100000000,510000000200,
26.5,,Segment,2,12,Image 1,5,1,100000000,510000000205,
100.059,,Segment,2,10,Image 1,4,1,100000000,510000000221,
123.739,,Segment,2,9,Image 1,3,1,100000000,510000000243,
44.75,,Segment,2,10,Image 1,5,1,100000000,510000000246,
131.083,,Segment,2,10,Image 1,3,1,100000000,510000000257,
100.667,,Segment,2,10,Image 1,5,1,100000000,510000000259,
62,,Segment,2,9,Image 1,5,1,100000000,510000000262,
97.1111,,Segment,2,8,Image 1,4,1,100000000,510000000270,
89.25,,Segment,2,9,Image 1,4,1,100000000,510000000277,
80.75,,Segment,2,7,Image 1,4,1,100000000,510000000280,
72.25,,Segment,2,6,Image 1,4,1,100000000,510000000283,
154.571,,Segment,2,5,Image 1,4,1,100000000,510000000289,
51.1111,,Segment,2,13,Image 1,7,1,100000002,510000000339,
34.3636,,Segment,2,12,Image 1,6,1,100000002,510000000349,
73.75,,Segment,2,11,Image 1,6,1,100000002,510000000356,
34.16,,Segment,2,10,Image 1,6,1,100000002,510000000380,
125.929,,Segment,2,9,Image 1,5,1,100000002,510000000407,
104.8,,Segment,2,8,Image 1,4,1,100000002,510000000421,
90.5625,,Segment,2,6,Image 1,3,1,100000002,510000000437,
133.167,,Segment,2,5,Image 1,3,1,100000002,510000000442,
136.75,,Segment,2,4,Image 1,2,1,100000002,510000000445,
140.636,,Segment,2,3,Image 1,2,1,100000002,510000000455,
127.462,,Segment,2,2,Image 1,2,1,100000002,510000000467,
107.125,,Segment,2,1,Image 1,2,1,100000002,510000000474,
142.5,,Segment,2,0,Image 1,1,1,100000002,510000000496,
22,,Segment,2,13,Image 1,6,1,100000002,510000000510,
18.2,,Segment,2,12,Image 1,7,1,100000002,510000000514,
43.75,,Segment,2,11,Image 1,7,1,100000002,510000000517,
29.8571,,Segment,2,5,Image 1,6,1,100000000,510000000523,
70.5769,,Segment,2,4,Image 1,5,1,100000000,510000000548,
71.8571,,Segment,2,3,Image 1,4,1,100000000,510000000561,
117.771,,Segment,2,2,Image 1,3,1,100000000,510000000595,
54.6429,,Segment,2,1,Image 1,2,1,100000000,510000000608,
135.455,,Segment,2,0,Image 1,1,1,100000000,510000000632,
47,,Segment,2,5,Image 1,5,1,100000000,510000000638,
54.9231,,Segment,2,4,Image 1,4,1,100000000,510000000650,
70,,Segment,2,4,Image 1,3,1,100000000,510000000665,
70.1429,,Segment,2,3,Image 1,3,1,100000000,510000000678,
71.125,,Segment,2,4,Image 1,4,1,100000000,510000000685,
64.1538,,Segment,2,2,Image 1,2,1,100000000,510000000697,
30.625,,Segment,2,9,Image 1,3,1,100000001,510000000704,
41.5882,,Segment,2,8,Image 1,3,1,100000001,510000000720,
62.25,,Segment,2,7,Image 1,3,1,100000001,510000000723,
54.9048,,Segment,2,6,Image 1,3,1,100000001,510000000764,
90.8182,,Segment,2,5,Image 1,2,1,100000001,510000000796,
119.75,,Segment,2,4,Image 1,2,1,100000001,510000000799,
71.0667,,Segment,2,3,Image 1,2,1,100000001,510000000828,
65,,Segment,2,2,Image 1,2,1,100000001,510000000832,
111,,Segment,2,1,Image 1,2,1,100000001,510000000844,
149.077,,Segment,2,0,Image 1,1,1,100000001,510000000874,
32.1364,,Segment,2,7,Image 1,4,1,100000001,510000000898,
56.7143,,Segment,2,9,Image 1,4,1,100000001,510000000904,
29.2,,Segment,2,8,Image 1,4,1,100000001,510000000908,
38,,Segment,2,12,Image 1,6,1,100000002,510000000918,
90.1,,Segment,2,11,Image 1,5,1,100000002,510000000937,
75.4643,,Segment,2,10,Image 1,4,1,100000002,510000000964,
148.688,,Segment,2,9,Image 1,3,1,100000002,510000000995,
119.167,,Segment,2,8,Image 1,3,1,100000002,510000001006,
133.7,,Segment,2,7,Image 1,3,1,100000002,510000001015,
41,,Segment,2,8,Image 1,5,1,100000002,510000001037,
59.8776,,Segment,2,7,Image 1,5,1,100000002,510000001085,
117.857,,Segment,2,6,Image 1,4,1,100000002,510000001091,
62.4,,Segment,2,5,Image 1,2,1,100000001,510000001110,
51.1176,,Segment,2,4,Image 1,1,1,100000001,510000001143,
62.75,,Segment,2,3,Image 1,1,1,100000001,510000001154,
78.9167,,Segment,2,2,Image 1,1,1,100000001,510000001165,
117.182,,Segment,2,1,Image 1,1,1,100000001,510000001197,
145.667,,Segment,2,0,Image 1,1,1,100000001,510000001219,
78,,Segment,2,5,Image 1,1,1,100000001,510000001252,
43,,Segment,2,3,Image 1,3,1,100000001,510000001270,
44.4792,,Segment,2,2,Image 1,2,1,100000001,510000001317,
39.3077,,Segment,2,8,Image 1,6,1,100000002,510000001329,
69.6216,,Segment,2,7,Image 1,2,1,100000000,510000001365,
101.083,,Segment,2,6,Image 1,2,1,100000000,510000001388,
128.333,,Segment,2,5,Image 1,2,1,100000000,510000001390,
147.625,,Segment,2,4,Image 1,1,1,100000000,510000001397,
143,,Segment,2,3,Image 1,1,1,100000000,510000001399,
132.375,,Segment,2,2,Image 1,1,1,100000000,510000001414,
161.5,,Segment,2,1,Image 1,1,1,100000000,510000001417,
96.6316,,Segment,2,0,Image 1,1,1,100000000,510000001444,
52,,Segment,2,3,Image 1,2,1,100000001,510000001467,
51.3333,,Segment,2,11,Image 1,4,1,100000002,510000001488,
85.3333,,Segment,2,9,Image 1,4,1,100000002,510000001497,
55,,Segment,2,3,Image 1,2,1,100000001,510000001523,
32,,Segment,2,11,Image 1,4,1,100000002,510000001525,
52.1667,,Segment,2,6,Image 1,3,1,100000001,510000001530,
86,,Segment,2,5,Image 1,2,1,100000001,510000001533,
70.3158,,Segment,2,4,Image 1,2,1,100000001,510000001551,
49.5,,Segment,2,7,Image 1,3,1,100000000,510000001568,
54.3571,,Segment,2,5,Image 1,4,1,100000001,510000001581,
89.3333,,Segment,2,4,Image 1,3,1,100000001,510000001586,
46.8,,Segment,2,2,Image 1,2,1,100000000,510000001601,
63.7609,,Segment,2,1,Image 1,1,1,100000000,510000001646,
21.5714,,Segment,2,9,Image 1,3,1,100000000,510000001652,
71.0833,,Segment,2,8,Image 1,2,1,100000000,510000001663,
121.2,,Segment,2,7,Image 1,1,1,100000000,510000001667,
106.5,,Segment,2,6,Image 1,1,1,100000000,510000001686,
124.9,,Segment,2,5,Image 1,1,1,100000000,510000001735,
160.182,,Segment,2,4,Image 1,1,1,100000000,510000001745,
175.5,,Segment,2,3,Image 1,1,1,100000000,510000001750,
57,,Segment,2,8,Image 1,3,1,100000000,510000001768,
95.0588,,Segment,2,7,Image 1,2,1,100000000,510000001784,
89.5333,,Segment,2,2,Image 1,1,1,100000000,510000001799,
117.128,,Segment,2,5,Image 1,3,1,100000000,510000001845,
130.535,,Segment,2,4,Image 1,2,1,100000000,510000001887,
75.7317,,Segment,2,5,Image 1,3,1,100000001,510000001927,
27.8,,Segment,2,5,Image 1,3,1,100000001,510000001931,
69.3333,,Segment,2,6,Image 1,2,1,100000001,510000001933,
25.6667,,Segment,2,6,Image 1,2,1,100000001,510000001935,
36.1429,,Segment,2,8,Image 1,2,1,100000000,510000001941,
73.7692,,Segment,2,11,Image 1,6,1,100000002,510000001953,
105.333,,Segment,2,10,Image 1,5,1,100000002,510000001958,
69.2667,,Segment,2,5,Image 1,2,1,100000000,510000002002,
79.2222,,Segment,2,10,Image 1,5,1,100000002,510000002010,
83.6923,,Segment,2,3,Image 1,3,1,100000000,510000002039,
72.8095,,Segment,2,2,Image 1,2,1,100000000,510000002059,
86.8293,,Segment,2,1,Image 1,1,1,100000000,510000002099,
152.667,,Segment,2,0,Image 1,1,1,100000000,510000002105,
86.1429,,Segment,2,4,Image 1,1,1,100000001,510000002132,
90.7778,,Segment,2,3,Image 1,1,1,100000001,510000002140,
114.375,,Segment,2,2,Image 1,1,1,100000001,510000002163,
145.333,,Segment,2,1,Image 1,1,1,100000001,510000002165,
108.438,,Segment,2,0,Image 1,1,1,100000001,510000002197,
42.5,,Segment,2,2,Image 1,1,1,100000000,510000002218,
83.75,,Segment,2,11,Image 1,5,1,100000002,510000002225,
105.483,,Segment,2,8,Image 1,1,1,100000000,510000002254,
61.1111,,Segment,2,4,Image 1,2,1,100000000,510000002262,
145.543,,Segment,2,3,Image 1,2,1,100000000,510000002296,
87.3333,,Segment,2,11,Image 1,5,1,100000002,510000002298,
105.529,,Segment,2,4,Image 1,3,1,100000000,510000002314,
89.2571,,Segment,2,8,Image 1,5,1,100000002,510000002348,
94.625,,Segment,2,7,Image 1,4,1,100000002,510000002355,
60.9565,,Segment,2,3,Image 1,2,1,100000001,510000002377,
105.7,,Segment,2,2,Image 1,2,1,100000001,510000002396,
60.4706,,Segment,2,3,Image 1,2,1,100000001,510000002412,
90.8,,Segment,2,6,Image 1,3,1,100000000,510000002416,
111.385,,Segment,2,5,Image 1,2,1,100000000,510000002428,
138.419,,Segment,2,4,Image 1,2,1,100000000,510000002470,
37.8,,Segment,2,4,Image 1,2,1,100000001,510000002475,
36.6667,,Segment,2,3,Image 1,2,1,100000000,510000002477,
106.133,,Segment,2,8,Image 1,4,1,100000002,510000002491,
82.9444,,Segment,2,8,Image 1,5,1,100000002,510000002508,
61.2,,Segment,2,5,Image 1,3,1,100000001,510000002512,
125.818,,Segment,2,5,Image 1,3,1,100000000,510000002522,
80.9688,,Segment,2,2,Image 1,3,1,100000000,510000002553,
123.045,,Segment,2,1,Image 1,2,1,100000000,510000002574,
81.6667,,Segment,2,5,Image 1,2,1,100000000,510000002576,
39.8333,,Segment,2,3,Image 1,3,1,100000001,510000002581,
74,,Segment,2,6,Image 1,3,1,100000000,510000002583,
104.25,,Segment,2,4,Image 1,2,1,100000000,510000002602,
111.333,,Segment,2,5,Image 1,1,1,100000000,510000002607,
83.6667,,Segment,2,6,Image 1,2,1,100000000,510000002618,
54.4286,,Segment,2,3,Image 1,3,1,100000001,510000002639,
64,,Segment,2,8,Image 1,4,1,100000002,510000002645,
58.25,,Segment,2,5,Image 1,3,1,100000002,510000002656,
93.25,,Segment,2,4,Image 1,3,1,100000002,510000002659,
100.714,,Segment,2,3,Image 1,3,1,100000002,510000002665,
79.5,,Segment,2,3,Image 1,3,1,100000001,510000002673,
88,,Segment,2,2,Image 1,2,1,100000001,510000002689,
122.5,,Segment,2,1,Image 1,2,1,100000001,510000002698,
60,,Segment,2,3,Image 1,2,1,100000001,510000002700,
60.68,,Segment,2,0,Image 1,1,1,100000001,510000002732,
116,,Segment,2,2,Image 1,2,1,100000000,510000002751,
89.6,,Segment,2,5,Image 1,4,1,100000002,510000002770,
127.429,,Segment,2,1,Image 1,2,1,100000000,510000002776,
122,,Segment,2,5,Image 1,2,1,100000000,510000002780,
20.3333,,Segment,2,4,Image 1,2,1,100000002,510000002785,
78.3333,,Segment,2,3,Image 1,1,1,100000002,510000002793,
114.667,,Segment,2,2,Image 1,1,1,100000002,510000002804,
121.75,,Segment,2,1,Image 1,1,1,100000002,510000002807,
64.9091,,Segment,2,4,Image 1,1,1,100000002,510000002817,
54.5,,Segment,2,3,Image 1,2,1,100000002,510000002828,
81.4,,Segment,2,1,Image 1,2,1,100000001,510000002832,
145.152,,Segment,2,2,Image 1,2,1,100000001,510000002864,
157.154,,Segment,2,1,Image 1,1,1,100000001,510000002876,
168.889,,Segment,2,0,Image 1,1,1,100000001,510000002884,
67.3333,,Segment,2,2,Image 1,3,1,100000001,510000002897,
48.5,,Segment,2,4,Image 1,4,1,100000002,510000002900,
125.75,,Segment,2,4,Image 1,3,1,100000002,510000002904,
97,,Segment,2,3,Image 1,1,1,100000001,510000002907,
139.292,,Segment,2,2,Image 1,1,1,100000001,510000002930,
52.5,,Segment,2,3,Image 1,2,1,100000000,510000002935,
122,,Segment,2,2,Image 1,2,1,100000000,510000002949,
131.333,,Segment,2,2,Image 1,3,1,100000001,510000002952,
62,,Segment,2,3,Image 1,3,1,100000002,510000002960,
118.875,,Segment,2,2,Image 1,2,1,100000002,510000002967,
69,,Segment,2,3,Image 1,2,1,100000001,510000002970,
102,,Segment,2,2,Image 1,1,1,100000001,510000002978,
97,,Segment,2,1,Image 1,1,1,100000001,510000002980,
46.5,,Segment,2,2,Image 1,2,1,100000001,510000002984,
119.5,,Segment,2,3,Image 1,2,1,100000002,510000002989,
109.067,,Segment,2,2,Image 1,3,1,100000002,510000003003,
119.364,,Segment,2,0,Image 1,1,1,100000000,510000003030,
109.714,,Segment,2,1,Image 1,2,1,100000001,510000003043,
158.812,,Segment,2,0,Image 1,1,1,100000000,510000003076,
122.25,,Segment,2,0,Image 1,1,1,100000000,510000003105,
148.083,,Segment,2,1,Image 1,2,1,100000000,510000003155,
159.2,,Segment,2,1,Image 1,2,1,100000000,510000003159,
122,,Segment,2,0,Image 1,1,1,100000000,510000003177,
127.333,,Segment,2,1,Image 1,1,1,100000000,510000003179,
92.5,,Segment,2,0,Image 1,1,1,100000002,510000003250,
155.5,,Segment,2,6,Image 1,3,1,100000000,510000003252,
143,,Segment,2,6,Image 1,2,1,100000000,510000003253,
82,,Segment,2,9,Image 1,2,1,100000000,510000003254,
40.5,,Segment,2,3,Image 1,3,1,100000000,510000003255,
66,,Segment,2,2,Image 1,2,1,100000000,510000003260,
136.5,,Segment,2,3,Image 1,1,1,100000001,510000003262,
96.5,,Segment,2,3,Image 1,2,1,100000001,510000003263,
93.5,,Segment,2,7,Image 1,4,1,100000002,510000003268,
104,,Segment,2,9,Image 1,4,1,100000002,510000003269,
85.5,,Segment,2,12,Image 1,5,1,100000002,510000003270,
113.5,,Segment,2,10,Image 1,3,1,100000002,510000003271,
104,,Segment,2,10,Image 1,4,1,100000002,510000003272,
141.5,,Segment,2,5,Image 1,2,1,100000002,510000003273,
