
Segment Time
 ==================== 
Segment Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Segment,12,6,1,100000000,510000000038,
0,s,Segment,11,5,1,100000000,510000000040,
0,s,Segment,10,4,1,100000000,510000000049,
0,s,Segment,9,4,1,100000000,510000000062,
0,s,Segment,8,3,1,100000000,510000000072,
0,s,Segment,7,3,1,100000000,510000000074,
0,s,Segment,5,3,1,100000000,510000000079,
0,s,Segment,4,3,1,100000000,510000000146,
0,s,Segment,3,2,1,100000000,510000000156,
0,s,Segment,2,1,1,100000000,510000000161,
0,s,Segment,1,1,1,100000000,510000000168,
0,s,Segment,0,1,1,100000000,510000000177,
0,s,Segment,11,4,1,100000000,510000000200,
0,s,Segment,12,5,1,100000000,510000000205,
0,s,Segment,10,4,1,100000000,510000000221,
0,s,Segment,9,3,1,100000000,510000000243,
0,s,Segment,10,5,1,100000000,510000000246,
0,s,Segment,10,3,1,100000000,510000000257,
0,s,Segment,10,5,1,100000000,510000000259,
0,s,Segment,9,5,1,100000000,510000000262,
0,s,Segment,8,4,1,100000000,510000000270,
0,s,Segment,9,4,1,100000000,510000000277,
0,s,Segment,7,4,1,100000000,510000000280,
0,s,Segment,6,4,1,100000000,510000000283,
0,s,Segment,5,4,1,100000000,510000000289,
0,s,Segment,13,7,1,100000002,510000000339,
0,s,Segment,12,6,1,100000002,510000000349,
0,s,Segment,11,6,1,100000002,510000000356,
0,s,Segment,10,6,1,100000002,510000000380,
0,s,Segment,9,5,1,100000002,510000000407,
0,s,Segment,8,4,1,100000002,510000000421,
0,s,Segment,6,3,1,100000002,510000000437,
0,s,Segment,5,3,1,100000002,510000000442,
0,s,Segment,4,2,1,100000002,510000000445,
0,s,Segment,3,2,1,100000002,510000000455,
0,s,Segment,2,2,1,100000002,510000000467,
0,s,Segment,1,2,1,100000002,510000000474,
0,s,Segment,0,1,1,100000002,510000000496,
0,s,Segment,13,6,1,100000002,510000000510,
0,s,Segment,12,7,1,100000002,510000000514,
0,s,Segment,11,7,1,100000002,510000000517,
0,s,Segment,5,6,1,100000000,510000000523,
0,s,Segment,4,5,1,100000000,510000000548,
0,s,Segment,3,4,1,100000000,510000000561,
0,s,Segment,2,3,1,100000000,510000000595,
0,s,Segment,1,2,1,100000000,510000000608,
0,s,Segment,0,1,1,100000000,510000000632,
0,s,Segment,5,5,1,100000000,510000000638,
0,s,Segment,4,4,1,100000000,510000000650,
0,s,Segment,4,3,1,100000000,510000000665,
0,s,Segment,3,3,1,100000000,510000000678,
0,s,Segment,4,4,1,100000000,510000000685,
0,s,Segment,2,2,1,100000000,510000000697,
0,s,Segment,9,3,1,100000001,510000000704,
0,s,Segment,8,3,1,100000001,510000000720,
0,s,Segment,7,3,1,100000001,510000000723,
0,s,Segment,6,3,1,100000001,510000000764,
0,s,Segment,5,2,1,100000001,510000000796,
0,s,Segment,4,2,1,100000001,510000000799,
0,s,Segment,3,2,1,100000001,510000000828,
0,s,Segment,2,2,1,100000001,510000000832,
0,s,Segment,1,2,1,100000001,510000000844,
0,s,Segment,0,1,1,100000001,510000000874,
0,s,Segment,7,4,1,100000001,510000000898,
0,s,Segment,9,4,1,100000001,510000000904,
0,s,Segment,8,4,1,100000001,510000000908,
0,s,Segment,12,6,1,100000002,510000000918,
0,s,Segment,11,5,1,100000002,510000000937,
0,s,Segment,10,4,1,100000002,510000000964,
0,s,Segment,9,3,1,100000002,510000000995,
0,s,Segment,8,3,1,100000002,510000001006,
0,s,Segment,7,3,1,100000002,510000001015,
0,s,Segment,8,5,1,100000002,510000001037,
0,s,Segment,7,5,1,100000002,510000001085,
0,s,Segment,6,4,1,100000002,510000001091,
0,s,Segment,5,2,1,100000001,510000001110,
0,s,Segment,4,1,1,100000001,510000001143,
0,s,Segment,3,1,1,100000001,510000001154,
0,s,Segment,2,1,1,100000001,510000001165,
0,s,Segment,1,1,1,100000001,510000001197,
0,s,Segment,0,1,1,100000001,510000001219,
0,s,Segment,5,1,1,100000001,510000001252,
0,s,Segment,3,3,1,100000001,510000001270,
0,s,Segment,2,2,1,100000001,510000001317,
0,s,Segment,8,6,1,100000002,510000001329,
0,s,Segment,7,2,1,100000000,510000001365,
0,s,Segment,6,2,1,100000000,510000001388,
0,s,Segment,5,2,1,100000000,510000001390,
0,s,Segment,4,1,1,100000000,510000001397,
0,s,Segment,3,1,1,100000000,510000001399,
0,s,Segment,2,1,1,100000000,510000001414,
