
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-18327.3,19096,1468.76,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003620,
-18297.4,19082.8,1467.49,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000003622,
-18331.3,19099.1,1468.2,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003724,
-18294.4,19079.5,1466.1,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000003762,
-18293.6,19083,1466.55,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000003786,
-18293.6,19082.3,1467.38,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000003838,
-18326.7,19096,1468.73,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003840,
-18330.9,19098.5,1466.53,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003923,
-18331.9,19099.3,1468.45,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004124,
-18328.9,19095.5,1468.68,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004132,
-18293.6,19082.2,1467.29,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004146,
-18293.5,19082.7,1467.53,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004147,
-18294.2,19079.7,1466.06,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004168,
-18294.4,19079.4,1466.11,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004169,
-18329.7,19092.5,1469.4,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000003721,
-18331,19098.4,1466.54,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000003774,
-18295.4,19081.1,1468.37,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000003866,
-18293.1,19080.2,1466.49,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004125,
-18292.9,19079.9,1466.48,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004126,
-18329.8,19092.6,1469.4,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004133,
-18331.6,19098.1,1466.72,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004138,
-18293.5,19084.2,1469.48,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004149,
-18293.3,19084,1469.08,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004150,
-18295.3,19081,1468.48,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004164,
-18331.1,19098.4,1466.27,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000003821,
-18292.6,19080.6,1466.9,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004124,
-18292.4,19083.9,1466.56,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004151,
-18297.6,19083.3,1467.39,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004159,
-18299.1,19072.9,1466.38,µm,Spine,Spine Attachment Pt Position,10,4,1,,610000004141,
-18332.7,19060.9,1468.36,µm,Spine,Spine Attachment Pt Position,10,5,1,,610000004147,
-18331,19061.4,1466.93,µm,Spine,Spine Attachment Pt Position,11,4,1,,610000004140,
-18298.2,19072.4,1467.87,µm,Spine,Spine Attachment Pt Position,12,6,1,,610000004144,
-18330.9,19065.3,1470.08,µm,Spine,Spine Attachment Pt Position,13,7,1,,610000004148,
-18330.9,19065.4,1470.1,µm,Spine,Spine Attachment Pt Position,13,7,1,,610000004149,
-18291.5,19085.9,1470.29,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000003579,
-18332.6,19097.8,1466.59,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000003784,
-18292.8,19079.6,1466.49,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000003925,
-18325.5,19059.4,1468.75,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000004124,
-18325.4,19059.3,1468.74,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000004125,
-18325,19059.1,1468.73,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000004126,
-18325.4,19095.8,1469.06,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000004135,
-18333.2,19097.8,1466.56,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000004139,
-18332.4,19097.8,1466.63,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000004140,
-18291.9,19085.9,1470.18,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000004148,
-18325.7,19059.2,1468.74,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000003645,
