
Spine Terminal Pt Position
 ==================== 
Spine Terminal Pt Position X,Spine Terminal Pt Position Y,Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-18285.2,19076.6,1466.05,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000003668,
-18285.4,19076.8,1466,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000003747,
-18285.5,19076.9,1466.05,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000003781,
-18285.8,19076.9,1466.05,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000003800,
-18297.2,19076.1,1466.75,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000003808,
-18286.3,19076.8,1466.05,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000003810,
-18285.7,19076.7,1466.02,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000003875,
-18291.2,19075.8,1468.75,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000003896,
-18291.1,19075.1,1468.95,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000003906,
-18327.5,19102.5,1469.94,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000004126,
-18286.1,19076.9,1466.05,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000004129,
-18291,19075.3,1468.76,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000004134,
-18296.9,19075.6,1466.65,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000004138,
-18296.8,19076.7,1466.65,µm,Spine,Spine Terminal Pt Position,5,4,1,100000000,610000003698,
-18325.8,19057.6,1467.65,µm,Spine,Spine Terminal Pt Position,5,4,1,100000002,610000003728,
-18326,19057.8,1467.75,µm,Spine,Spine Terminal Pt Position,5,4,1,100000002,610000003730,
-18325.1,19057.6,1467.15,µm,Spine,Spine Terminal Pt Position,5,4,1,,610000004129,
-18325.5,19058,1467.27,µm,Spine,Spine Terminal Pt Position,5,4,1,,610000004130,
-18288,19082.2,1467.39,µm,Spine,Spine Terminal Pt Position,6,1,1,100000000,610000003795,
-18288.7,19083.1,1467.2,µm,Spine,Spine Terminal Pt Position,6,1,1,,610000004128,
-18301.2,19080,1468.44,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000003594,
-18301.3,19080.1,1468.52,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000003605,
-18296.7,19075.4,1466.85,µm,Spine,Spine Terminal Pt Position,6,3,1,100000000,610000003682,
-18329.2,19059.8,1468.55,µm,Spine,Spine Terminal Pt Position,6,3,1,100000002,610000003858,
-18328.8,19060.1,1468.15,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000004138,
-18304.1,19080,1469.63,µm,Spine,Spine Terminal Pt Position,7,2,1,,610000004161,
-18303.9,19079.8,1470.28,µm,Spine,Spine Terminal Pt Position,7,2,1,,610000004162,
-18330,19060.1,1468.15,µm,Spine,Spine Terminal Pt Position,7,3,1,100000002,610000003915,
-18329.7,19060,1468.25,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000004143,
-18323.3,19104,1468.63,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000004128,
-18324.2,19103.6,1468.85,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000004129,
-18329.7,19057.8,1468.45,µm,Spine,Spine Terminal Pt Position,7,5,1,,610000004135,
-18329.4,19057.7,1468.35,µm,Spine,Spine Terminal Pt Position,7,5,1,,610000004136,
-18286.1,19084.7,1468.15,µm,Spine,Spine Terminal Pt Position,8,3,1,100000000,610000003567,
-18324.3,19102.2,1468.08,µm,Spine,Spine Terminal Pt Position,8,3,1,,610000004130,
-18329.2,19060.2,1468.65,µm,Spine,Spine Terminal Pt Position,8,4,1,100000002,610000003826,
-18329.3,19058.9,1470.05,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000004137,
-18297.1,19074.5,1467.08,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000004139,
-18297.1,19074.8,1467.05,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000004140,
-18328.8,19059.5,1467.58,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000004141,
-18329.5,19059.5,1466.98,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000004142,
-18329.1,19060.5,1468.35,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000004144,
-18329.7,19060.6,1468.85,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000004145,
-18329.7,19060.4,1468.65,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000004146,
-18331.9,19057.3,1468.96,µm,Spine,Spine Terminal Pt Position,8,6,1,,610000004134,
-18299.7,19073.8,1466.51,µm,Spine,Spine Terminal Pt Position,9,3,1,100000000,610000003570,
-18298.4,19075.1,1467.05,µm,Spine,Spine Terminal Pt Position,9,3,1,100000000,610000003656,
-18329.4,19061.4,1466.55,µm,Spine,Spine Terminal Pt Position,9,3,1,100000002,610000003743,
-18328.6,19063,1466.63,µm,Spine,Spine Terminal Pt Position,9,3,1,100000002,610000003910,
-18329.5,19061.6,1467.16,µm,Spine,Spine Terminal Pt Position,9,3,1,,610000004139,
-18298.7,19073.5,1466.59,µm,Spine,Spine Terminal Pt Position,9,3,1,,610000004142,
-18298.9,19074.2,1466.45,µm,Spine,Spine Terminal Pt Position,9,3,1,,610000004143,
-18298.7,19073.8,1467.75,µm,Spine,Spine Terminal Pt Position,9,4,1,100000000,610000003707,
-18330.1,19060.2,1468.15,µm,Spine,Spine Terminal Pt Position,9,4,1,100000002,610000003869,
-18324.5,19102,1468.99,µm,Spine,Spine Terminal Pt Position,9,4,1,,610000004131,
-18331.8,19060.4,1469.05,µm,Spine,Spine Terminal Pt Position,9,5,1,100000002,610000003575,
-18330.3,19060.2,1467.85,µm,Spine,Spine Terminal Pt Position,9,5,1,100000002,610000003704,
