
Soma Intensity Sum Ch=1 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
65435,,Soma,1,Image 1,1,100000000,800000000,
50458,,Soma,1,Image 1,1,100000001,800000001,
35428,,Soma,1,Image 1,1,100000002,800000002,
