
Spine Center Intensity Min Ch=4 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,4,8,Image 1,3,1,100000000,610000003567,
42,,Spine,4,9,Image 1,3,1,100000000,610000003570,
19,,Spine,4,9,Image 1,5,1,100000002,610000003575,
13,,Spine,4,2,Image 1,1,1,100000000,610000003579,
71,,Spine,4,3,Image 1,3,1,100000002,610000003590,
0,,Spine,4,6,Image 1,2,1,100000000,610000003594,
0,,Spine,4,4,Image 1,1,1,100000001,610000003597,
0,,Spine,4,0,Image 1,1,1,100000000,610000003601,
0,,Spine,4,6,Image 1,2,1,100000000,610000003605,
63,,Spine,4,3,Image 1,3,1,100000002,610000003613,
0,,Spine,4,2,Image 1,3,1,100000000,610000003617,
48,,Spine,4,0,Image 1,1,1,100000001,610000003620,
12,,Spine,4,0,Image 1,1,1,100000000,610000003622,
0,,Spine,4,4,Image 1,1,1,100000001,610000003624,
70,,Spine,4,3,Image 1,3,1,100000002,610000003632,
31,,Spine,4,11,Image 1,5,1,100000002,610000003636,
23,,Spine,4,3,Image 1,3,1,100000000,610000003638,
0,,Spine,4,5,Image 1,1,1,100000000,610000003642,
0,,Spine,4,2,Image 1,2,1,100000002,610000003645,
85,,Spine,4,3,Image 1,3,1,100000002,610000003650,
20,,Spine,4,4,Image 1,3,1,100000002,610000003653,
0,,Spine,4,9,Image 1,3,1,100000000,610000003656,
0,,Spine,4,4,Image 1,2,1,100000000,610000003659,
37,,Spine,4,0,Image 1,1,1,100000001,610000003662,
68,,Spine,4,5,Image 1,3,1,100000000,610000003668,
12,,Spine,4,5,Image 1,1,1,100000000,610000003670,
70,,Spine,4,4,Image 1,2,1,100000000,610000003680,
0,,Spine,4,6,Image 1,3,1,100000000,610000003682,
0,,Spine,4,2,Image 1,3,1,100000000,610000003687,
27,,Spine,4,3,Image 1,3,1,100000000,610000003690,
40,,Spine,4,0,Image 1,1,1,100000001,610000003695,
0,,Spine,4,5,Image 1,4,1,100000000,610000003698,
44,,Spine,4,5,Image 1,2,1,100000001,610000003700,
57,,Spine,4,9,Image 1,5,1,100000002,610000003704,
13,,Spine,4,9,Image 1,4,1,100000000,610000003707,
12,,Spine,4,1,Image 1,2,1,100000000,610000003711,
62,,Spine,4,3,Image 1,3,1,100000002,610000003716,
26,,Spine,4,3,Image 1,3,1,100000000,610000003718,
47,,Spine,4,1,Image 1,1,1,100000001,610000003721,
36,,Spine,4,0,Image 1,1,1,100000001,610000003724,
22,,Spine,4,5,Image 1,4,1,100000002,610000003728,
28,,Spine,4,5,Image 1,4,1,100000002,610000003730,
47,,Spine,4,1,Image 1,1,1,100000001,610000003732,
73,,Spine,4,3,Image 1,3,1,100000000,610000003737,
21,,Spine,4,5,Image 1,1,1,100000000,610000003739,
33,,Spine,4,2,Image 1,3,1,100000000,610000003741,
28,,Spine,4,9,Image 1,3,1,100000002,610000003743,
68,,Spine,4,5,Image 1,3,1,100000000,610000003747,
0,,Spine,4,5,Image 1,2,1,100000001,610000003750,
34,,Spine,4,2,Image 1,3,1,100000000,610000003752,
92,,Spine,4,3,Image 1,3,1,100000002,610000003756,
27,,Spine,4,4,Image 1,2,1,100000001,610000003758,
38,,Spine,4,3,Image 1,3,1,100000000,610000003760,
50,,Spine,4,0,Image 1,1,1,100000000,610000003762,
0,,Spine,4,2,Image 1,2,1,100000000,610000003765,
100,,Spine,4,0,Image 1,1,1,100000000,610000003769,
0,,Spine,4,2,Image 1,2,1,100000000,610000003771,
40,,Spine,4,1,Image 1,1,1,100000001,610000003774,
46,,Spine,4,2,Image 1,3,1,100000000,610000003778,
68,,Spine,4,5,Image 1,3,1,100000000,610000003781,
0,,Spine,4,2,Image 1,1,1,100000001,610000003784,
0,,Spine,4,0,Image 1,1,1,100000000,610000003786,
40,,Spine,4,3,Image 1,3,1,100000000,610000003788,
56,,Spine,4,0,Image 1,1,1,100000001,610000003791,
0,,Spine,4,6,Image 1,1,1,100000000,610000003795,
68,,Spine,4,5,Image 1,3,1,100000000,610000003800,
127,,Spine,4,0,Image 1,1,1,100000000,610000003805,
37,,Spine,4,5,Image 1,3,1,100000000,610000003808,
68,,Spine,4,5,Image 1,3,1,100000000,610000003810,
109,,Spine,4,0,Image 1,1,1,100000000,610000003814,
45,,Spine,4,1,Image 1,2,1,100000001,610000003821,
88,,Spine,4,4,Image 1,3,1,100000002,610000003824,
53,,Spine,4,8,Image 1,4,1,100000002,610000003826,
115,,Spine,4,0,Image 1,1,1,100000000,610000003829,
86,,Spine,4,0,Image 1,1,1,100000001,610000003831,
48,,Spine,4,4,Image 1,1,1,100000000,610000003833,
90,,Spine,4,0,Image 1,1,1,100000000,610000003835,
0,,Spine,4,0,Image 1,1,1,100000000,610000003838,
0,,Spine,4,0,Image 1,1,1,100000001,610000003840,
69,,Spine,4,4,Image 1,2,1,100000000,610000003843,
61,,Spine,4,0,Image 1,1,1,100000001,610000003849,
138,,Spine,4,0,Image 1,1,1,100000000,610000003854,
74,,Spine,4,0,Image 1,1,1,100000001,610000003856,
71,,Spine,4,6,Image 1,3,1,100000002,610000003858,
89,,Spine,4,0,Image 1,1,1,100000001,610000003860,
113,,Spine,4,0,Image 1,1,1,100000001,610000003864,
88,,Spine,4,1,Image 1,1,1,100000000,610000003866,
82,,Spine,4,9,Image 1,4,1,100000002,610000003869,
52,,Spine,4,0,Image 1,1,1,100000000,610000003873,
68,,Spine,4,5,Image 1,3,1,100000000,610000003875,
108,,Spine,4,0,Image 1,1,1,100000000,610000003878,
126,,Spine,4,3,Image 1,3,1,100000002,610000003880,
127,,Spine,4,0,Image 1,1,1,100000000,610000003884,
111,,Spine,4,3,Image 1,3,1,100000002,610000003886,
72,,Spine,4,0,Image 1,1,1,100000000,610000003888,
109,,Spine,4,0,Image 1,1,1,100000001,610000003890,
141,,Spine,4,0,Image 1,1,1,100000001,610000003893,
71,,Spine,4,5,Image 1,3,1,100000000,610000003896,
81,,Spine,4,3,Image 1,3,1,100000002,610000003899,
50,,Spine,4,2,Image 1,3,1,100000002,610000003902,
78,,Spine,4,5,Image 1,3,1,100000000,610000003906,
109,,Spine,4,0,Image 1,1,1,100000000,610000003908,
42,,Spine,4,9,Image 1,3,1,100000002,610000003910,
105,,Spine,4,3,Image 1,3,1,100000002,610000003913,
91,,Spine,4,7,Image 1,3,1,100000002,610000003915,
57,,Spine,4,0,Image 1,1,1,100000001,610000003917,
113,,Spine,4,0,Image 1,1,1,100000000,610000003921,
