
Spine Intensity Mean Ch=2 Img=1
 ==================== 
Spine Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
29.2364,,Spine,2,8,Image 1,3,1,100000000,610000003567,
79.3901,,Spine,2,9,Image 1,3,1,100000000,610000003570,
61.535,,Spine,2,9,Image 1,5,1,100000002,610000003575,
40.9106,,Spine,2,2,Image 1,1,1,100000000,610000003579,
87.1511,,Spine,2,3,Image 1,3,1,100000002,610000003590,
35.237,,Spine,2,6,Image 1,2,1,100000000,610000003594,
26.9341,,Spine,2,4,Image 1,1,1,100000001,610000003597,
50.0714,,Spine,2,0,Image 1,1,1,100000000,610000003601,
34.6647,,Spine,2,6,Image 1,2,1,100000000,610000003605,
92.9766,,Spine,2,3,Image 1,3,1,100000002,610000003613,
61.7059,,Spine,2,2,Image 1,3,1,100000000,610000003617,
56.9843,,Spine,2,0,Image 1,1,1,100000001,610000003620,
70.0885,,Spine,2,0,Image 1,1,1,100000000,610000003622,
32.7551,,Spine,2,4,Image 1,1,1,100000001,610000003624,
93.4756,,Spine,2,3,Image 1,3,1,100000002,610000003632,
78.5727,,Spine,2,11,Image 1,5,1,100000002,610000003636,
43.2578,,Spine,2,3,Image 1,3,1,100000000,610000003638,
76.2059,,Spine,2,5,Image 1,1,1,100000000,610000003642,
102.506,,Spine,2,2,Image 1,2,1,100000002,610000003645,
88.278,,Spine,2,3,Image 1,3,1,100000002,610000003650,
52.4729,,Spine,2,4,Image 1,3,1,100000002,610000003653,
67.1355,,Spine,2,9,Image 1,3,1,100000000,610000003656,
80.5635,,Spine,2,4,Image 1,2,1,100000000,610000003659,
65.8681,,Spine,2,0,Image 1,1,1,100000001,610000003662,
108.486,,Spine,2,5,Image 1,3,1,100000000,610000003668,
58.9273,,Spine,2,5,Image 1,1,1,100000000,610000003670,
131.032,,Spine,2,4,Image 1,2,1,100000000,610000003680,
105.038,,Spine,2,6,Image 1,3,1,100000000,610000003682,
77.9046,,Spine,2,2,Image 1,3,1,100000000,610000003687,
54.1161,,Spine,2,3,Image 1,3,1,100000000,610000003690,
110.844,,Spine,2,0,Image 1,1,1,100000001,610000003695,
91.58,,Spine,2,5,Image 1,4,1,100000000,610000003698,
52.9762,,Spine,2,5,Image 1,2,1,100000001,610000003700,
77.6356,,Spine,2,9,Image 1,5,1,100000002,610000003704,
76.3438,,Spine,2,9,Image 1,4,1,100000000,610000003707,
54.5789,,Spine,2,1,Image 1,2,1,100000000,610000003711,
94.3865,,Spine,2,3,Image 1,3,1,100000002,610000003716,
66.6167,,Spine,2,3,Image 1,3,1,100000000,610000003718,
77.9087,,Spine,2,1,Image 1,1,1,100000001,610000003721,
79.0075,,Spine,2,0,Image 1,1,1,100000001,610000003724,
48.7193,,Spine,2,5,Image 1,4,1,100000002,610000003728,
40.75,,Spine,2,5,Image 1,4,1,100000002,610000003730,
