
Spine Volume
 ==================== 
Spine Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.0106477,µm^3,Spine,8,3,1,100000000,610000003567,
0.0294411,µm^3,Spine,9,3,1,100000000,610000003570,
0.0904421,µm^3,Spine,9,5,1,100000002,610000003575,
0.124365,µm^3,Spine,2,1,1,100000000,610000003579,
0.244118,µm^3,Spine,13,7,1,100000002,610000003590,
0.0308228,µm^3,Spine,6,2,1,100000000,610000003594,
0.0152176,µm^3,Spine,4,1,1,100000001,610000003597,
0.00482115,µm^3,Spine,0,1,1,100000000,610000003601,
0.0291545,µm^3,Spine,6,2,1,100000000,610000003605,
0.103399,µm^3,Spine,13,7,1,100000002,610000003613,
0.0245228,µm^3,Spine,2,3,1,100000000,610000003617,
0.0194748,µm^3,Spine,0,1,1,100000001,610000003620,
0.039451,µm^3,Spine,0,1,1,100000000,610000003622,
0.0149401,µm^3,Spine,4,1,1,100000001,610000003624,
0.0863951,µm^3,Spine,13,7,1,100000002,610000003632,
0.0417418,µm^3,Spine,11,5,1,100000002,610000003636,
0.0353841,µm^3,Spine,3,3,1,100000000,610000003638,
0.0213272,µm^3,Spine,5,1,1,100000000,610000003642,
0.015462,µm^3,Spine,2,2,1,100000002,610000003645,
0.110718,µm^3,Spine,13,7,1,100000002,610000003650,
0.0132348,µm^3,Spine,4,3,1,100000002,610000003653,
0.0228879,µm^3,Spine,9,3,1,100000000,610000003656,
0.0341491,µm^3,Spine,4,2,1,100000000,610000003659,
0.043147,µm^3,Spine,0,1,1,100000001,610000003662,
0.055355,µm^3,Spine,5,3,1,100000000,610000003668,
0.033954,µm^3,Spine,5,1,1,100000000,610000003670,
0.0598061,µm^3,Spine,4,2,1,100000000,610000003680,
0.0196401,µm^3,Spine,6,3,1,100000000,610000003682,
0.0320126,µm^3,Spine,2,3,1,100000000,610000003687,
0.0308108,µm^3,Spine,3,3,1,100000000,610000003690,
0.0290326,µm^3,Spine,2,1,1,100000001,610000003695,
0.0162249,µm^3,Spine,5,4,1,100000000,610000003698,
0.0111937,µm^3,Spine,5,2,1,100000001,610000003700,
0.12737,µm^3,Spine,9,5,1,100000002,610000003704,
0.0179428,µm^3,Spine,9,4,1,100000000,610000003707,
0.0183632,µm^3,Spine,1,2,1,100000000,610000003711,
0.0570031,µm^3,Spine,13,7,1,100000002,610000003716,
0.00983593,µm^3,Spine,3,3,1,100000000,610000003718,
0.0366716,µm^3,Spine,1,1,1,100000001,610000003721,
0.0397441,µm^3,Spine,0,1,1,100000001,610000003724,
0.0246276,µm^3,Spine,5,4,1,100000002,610000003728,
0.0269634,µm^3,Spine,5,4,1,100000002,610000003730,
0.0298381,µm^3,Spine,1,1,1,100000001,610000003732,
0.0395436,µm^3,Spine,3,3,1,100000000,610000003737,
0.050691,µm^3,Spine,5,1,1,100000000,610000003739,
0.0240917,µm^3,Spine,2,3,1,100000000,610000003741,
0.0153418,µm^3,Spine,9,3,1,100000002,610000003743,
0.0917812,µm^3,Spine,5,3,1,100000000,610000003747,
0.012164,µm^3,Spine,5,2,1,100000001,610000003750,
0.028696,µm^3,Spine,2,3,1,100000000,610000003752,
0.0592248,µm^3,Spine,13,7,1,100000002,610000003756,
0.0294762,µm^3,Spine,4,2,1,100000001,610000003758,
0.0248978,µm^3,Spine,3,3,1,100000000,610000003760,
0.026718,µm^3,Spine,0,1,1,100000000,610000003762,
0.0120051,µm^3,Spine,2,2,1,100000000,610000003765,
0.165411,µm^3,Spine,0,1,1,100000000,610000003769,
0.0119339,µm^3,Spine,2,2,1,100000000,610000003771,
0.00972164,µm^3,Spine,1,1,1,100000001,610000003774,
0.0250904,µm^3,Spine,2,3,1,100000000,610000003778,
0.0321632,µm^3,Spine,5,3,1,100000000,610000003781,
0.014677,µm^3,Spine,2,1,1,100000001,610000003784,
0.0103736,µm^3,Spine,0,1,1,100000000,610000003786,
0.0297411,µm^3,Spine,3,3,1,100000000,610000003788,
0.0644388,µm^3,Spine,2,1,1,100000001,610000003791,
0.00781651,µm^3,Spine,6,1,1,100000000,610000003795,
0.0214999,µm^3,Spine,5,3,1,100000000,610000003800,
0.0617679,µm^3,Spine,0,1,1,100000000,610000003805,
0.0168113,µm^3,Spine,5,3,1,100000000,610000003808,
0.0307881,µm^3,Spine,5,3,1,100000000,610000003810,
0.0481976,µm^3,Spine,0,1,1,100000000,610000003814,
0.0132113,µm^3,Spine,1,2,1,100000001,610000003821,
0.0418944,µm^3,Spine,4,3,1,100000002,610000003824,
0.248858,µm^3,Spine,8,4,1,100000002,610000003826,
0.0823181,µm^3,Spine,0,1,1,100000000,610000003829,
0.00869081,µm^3,Spine,2,1,1,100000001,610000003831,
0.0180173,µm^3,Spine,4,1,1,100000000,610000003833,
0.0130743,µm^3,Spine,0,1,1,100000000,610000003835,
0.022726,µm^3,Spine,0,1,1,100000000,610000003838,
0.0110524,µm^3,Spine,0,1,1,100000001,610000003840,
0.0093764,µm^3,Spine,4,2,1,100000000,610000003843,
0.044627,µm^3,Spine,2,1,1,100000001,610000003849,
0.0450651,µm^3,Spine,0,1,1,100000000,610000003854,
0.019509,µm^3,Spine,2,1,1,100000001,610000003856,
0.0388777,µm^3,Spine,6,3,1,100000002,610000003858,
0.0069942,µm^3,Spine,2,1,1,100000001,610000003860,
0.0216833,µm^3,Spine,2,1,1,100000001,610000003864,
0.0153674,µm^3,Spine,1,1,1,100000000,610000003866,
0.0569445,µm^3,Spine,9,4,1,100000002,610000003869,
0.00989046,µm^3,Spine,0,1,1,100000000,610000003873,
0.0205266,µm^3,Spine,5,3,1,100000000,610000003875,
0.0363375,µm^3,Spine,0,1,1,100000000,610000003878,
0.0131216,µm^3,Spine,13,7,1,100000002,610000003880,
0.0422344,µm^3,Spine,0,1,1,100000000,610000003884,
0.0588232,µm^3,Spine,13,7,1,100000002,610000003886,
0.108184,µm^3,Spine,0,1,1,100000000,610000003888,
0.0142115,µm^3,Spine,2,1,1,100000001,610000003890,
0.0414175,µm^3,Spine,0,1,1,100000001,610000003893,
0.0254986,µm^3,Spine,5,3,1,100000000,610000003896,
0.0434508,µm^3,Spine,13,7,1,100000002,610000003899,
0.0254093,µm^3,Spine,2,3,1,100000002,610000003902,
0.0895046,µm^3,Spine,5,3,1,100000000,610000003906,
0.0806218,µm^3,Spine,0,1,1,100000000,610000003908,
0.0141914,µm^3,Spine,9,3,1,100000002,610000003910,
0.0470451,µm^3,Spine,13,7,1,100000002,610000003913,
0.0529963,µm^3,Spine,7,3,1,100000002,610000003915,
0.0651355,µm^3,Spine,2,1,1,100000001,610000003917,
0.166893,µm^3,Spine,0,1,1,100000000,610000003921,
0.00765719,µm^3,Spine,0,1,1,100000001,610000003923,
0.00616511,µm^3,Spine,2,1,1,100000000,610000003925,
0.113222,µm^3,Spine,0,1,1,100000000,610000003928,
0.0205281,µm^3,Spine,0,1,1,100000000,610000003951,
0.142389,µm^3,Spine,13,7,1,100000002,610000003956,
0.0295678,µm^3,Spine,13,7,1,100000002,610000003972,
0.0449985,µm^3,Spine,2,1,1,100000001,610000003978,
0.0165821,µm^3,Spine,2,2,1,100000001,610000003991,
0.0179461,µm^3,Spine,12,6,1,100000000,610000004010,
0.0159777,µm^3,Spine,10,4,1,100000000,610000004011,
0.0147558,µm^3,Spine,9,3,1,100000000,610000004012,
0.0159904,µm^3,Spine,9,3,1,100000000,610000004013,
0.00713272,µm^3,Spine,8,4,1,100000000,610000004014,
0.00838282,µm^3,Spine,8,4,1,100000000,610000004015,
0.0422665,µm^3,Spine,5,3,1,100000000,610000004016,
0.00907118,µm^3,Spine,4,3,1,100000000,610000004017,
0.0410076,µm^3,Spine,5,3,1,100000000,610000004018,
0.0243079,µm^3,Spine,4,2,1,100000000,610000004019,
0.0112681,µm^3,Spine,4,2,1,100000000,610000004020,
0.0102727,µm^3,Spine,6,1,1,100000000,610000004021,
0.0244221,µm^3,Spine,5,3,1,100000000,610000004022,
0.0348085,µm^3,Spine,4,2,1,100000000,610000004023,
0.00664039,µm^3,Spine,4,2,1,100000000,610000004024,
0.0178161,µm^3,Spine,4,2,1,100000000,610000004025,
0.00459929,µm^3,Spine,4,2,1,100000000,610000004026,
0.01712,µm^3,Spine,2,2,1,100000000,610000004027,
