
Segment Center Intensity Min Ch=1 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,1,12,Image 1,6,1,100000000,510000000038,
1,,Segment,1,11,Image 1,5,1,100000000,510000000040,
0,,Segment,1,10,Image 1,4,1,100000000,510000000049,
0,,Segment,1,9,Image 1,4,1,100000000,510000000062,
1,,Segment,1,8,Image 1,3,1,100000000,510000000072,
1,,Segment,1,7,Image 1,3,1,100000000,510000000074,
2,,Segment,1,5,Image 1,3,1,100000000,510000000079,
0,,Segment,1,4,Image 1,3,1,100000000,510000000146,
0,,Segment,1,3,Image 1,2,1,100000000,510000000156,
4,,Segment,1,2,Image 1,1,1,100000000,510000000161,
2,,Segment,1,1,Image 1,1,1,100000000,510000000168,
1,,Segment,1,0,Image 1,1,1,100000000,510000000177,
2,,Segment,1,11,Image 1,4,1,100000000,510000000200,
1,,Segment,1,12,Image 1,5,1,100000000,510000000205,
0,,Segment,1,10,Image 1,4,1,100000000,510000000221,
0,,Segment,1,9,Image 1,3,1,100000000,510000000243,
0,,Segment,1,10,Image 1,5,1,100000000,510000000246,
0,,Segment,1,10,Image 1,3,1,100000000,510000000257,
0,,Segment,1,10,Image 1,5,1,100000000,510000000259,
2,,Segment,1,9,Image 1,5,1,100000000,510000000262,
1,,Segment,1,8,Image 1,4,1,100000000,510000000270,
1,,Segment,1,9,Image 1,4,1,100000000,510000000277,
4,,Segment,1,7,Image 1,4,1,100000000,510000000280,
0,,Segment,1,6,Image 1,4,1,100000000,510000000283,
1,,Segment,1,5,Image 1,4,1,100000000,510000000289,
0,,Segment,1,13,Image 1,7,1,100000002,510000000339,
1,,Segment,1,12,Image 1,6,1,100000002,510000000349,
0,,Segment,1,11,Image 1,6,1,100000002,510000000356,
0,,Segment,1,10,Image 1,6,1,100000002,510000000380,
0,,Segment,1,9,Image 1,5,1,100000002,510000000407,
5,,Segment,1,8,Image 1,4,1,100000002,510000000421,
0,,Segment,1,6,Image 1,3,1,100000002,510000000437,
0,,Segment,1,5,Image 1,3,1,100000002,510000000442,
1,,Segment,1,4,Image 1,2,1,100000002,510000000445,
0,,Segment,1,3,Image 1,2,1,100000002,510000000455,
0,,Segment,1,2,Image 1,2,1,100000002,510000000467,
0,,Segment,1,1,Image 1,2,1,100000002,510000000474,
2,,Segment,1,0,Image 1,1,1,100000002,510000000496,
2,,Segment,1,13,Image 1,6,1,100000002,510000000510,
0,,Segment,1,12,Image 1,7,1,100000002,510000000514,
1,,Segment,1,11,Image 1,7,1,100000002,510000000517,
1,,Segment,1,5,Image 1,6,1,100000000,510000000523,
0,,Segment,1,4,Image 1,5,1,100000000,510000000548,
0,,Segment,1,3,Image 1,4,1,100000000,510000000561,
1,,Segment,1,2,Image 1,3,1,100000000,510000000595,
1,,Segment,1,1,Image 1,2,1,100000000,510000000608,
0,,Segment,1,0,Image 1,1,1,100000000,510000000632,
0,,Segment,1,5,Image 1,5,1,100000000,510000000638,
1,,Segment,1,4,Image 1,4,1,100000000,510000000650,
0,,Segment,1,4,Image 1,3,1,100000000,510000000665,
0,,Segment,1,3,Image 1,3,1,100000000,510000000678,
1,,Segment,1,4,Image 1,4,1,100000000,510000000685,
2,,Segment,1,2,Image 1,2,1,100000000,510000000697,
0,,Segment,1,9,Image 1,3,1,100000001,510000000704,
0,,Segment,1,8,Image 1,3,1,100000001,510000000720,
0,,Segment,1,7,Image 1,3,1,100000001,510000000723,
0,,Segment,1,6,Image 1,3,1,100000001,510000000764,
0,,Segment,1,5,Image 1,2,1,100000001,510000000796,
1,,Segment,1,4,Image 1,2,1,100000001,510000000799,
0,,Segment,1,3,Image 1,2,1,100000001,510000000828,
0,,Segment,1,2,Image 1,2,1,100000001,510000000832,
0,,Segment,1,1,Image 1,2,1,100000001,510000000844,
0,,Segment,1,0,Image 1,1,1,100000001,510000000874,
0,,Segment,1,7,Image 1,4,1,100000001,510000000898,
1,,Segment,1,9,Image 1,4,1,100000001,510000000904,
1,,Segment,1,8,Image 1,4,1,100000001,510000000908,
0,,Segment,1,12,Image 1,6,1,100000002,510000000918,
0,,Segment,1,11,Image 1,5,1,100000002,510000000937,
1,,Segment,1,10,Image 1,4,1,100000002,510000000964,
1,,Segment,1,9,Image 1,3,1,100000002,510000000995,
2,,Segment,1,8,Image 1,3,1,100000002,510000001006,
1,,Segment,1,7,Image 1,3,1,100000002,510000001015,
0,,Segment,1,8,Image 1,5,1,100000002,510000001037,
0,,Segment,1,7,Image 1,5,1,100000002,510000001085,
0,,Segment,1,6,Image 1,4,1,100000002,510000001091,
0,,Segment,1,5,Image 1,2,1,100000001,510000001110,
0,,Segment,1,4,Image 1,1,1,100000001,510000001143,
0,,Segment,1,3,Image 1,1,1,100000001,510000001154,
0,,Segment,1,2,Image 1,1,1,100000001,510000001165,
0,,Segment,1,1,Image 1,1,1,100000001,510000001197,
0,,Segment,1,0,Image 1,1,1,100000001,510000001219,
0,,Segment,1,5,Image 1,1,1,100000001,510000001252,
