
Soma Ellipticity (oblate)
 ==================== 
Soma Ellipticity (oblate),Unit,Category,Time,FilamentID,ID,
0.288725,,Soma,1,100000000,800000000,
0.195997,,Soma,1,100000001,800000001,
0.144117,,Soma,1,100000002,800000002,
