
Spine Center Intensity StdDev Ch=1 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.24722,,Spine,1,8,Image 1,3,1,100000000,610000003567,
2.0548,,Spine,1,9,Image 1,3,1,100000000,610000003570,
48.708,,Spine,1,9,Image 1,5,1,100000002,610000003575,
3.16228,,Spine,1,2,Image 1,1,1,100000000,610000003579,
2.37758,,Spine,1,3,Image 1,3,1,100000002,610000003590,
0.8,,Spine,1,6,Image 1,2,1,100000000,610000003594,
6.36396,,Spine,1,4,Image 1,1,1,100000001,610000003597,
0.5,,Spine,1,0,Image 1,1,1,100000000,610000003601,
0.829156,,Spine,1,6,Image 1,2,1,100000000,610000003605,
3.38194,,Spine,1,3,Image 1,3,1,100000002,610000003613,
2.28035,,Spine,1,2,Image 1,3,1,100000000,610000003617,
1.29904,,Spine,1,0,Image 1,1,1,100000001,610000003620,
1.41421,,Spine,1,0,Image 1,1,1,100000000,610000003622,
3.09121,,Spine,1,4,Image 1,1,1,100000001,610000003624,
3.31355,,Spine,1,3,Image 1,3,1,100000002,610000003632,
1.67332,,Spine,1,11,Image 1,5,1,100000002,610000003636,
1.24722,,Spine,1,3,Image 1,3,1,100000000,610000003638,
2.68328,,Spine,1,5,Image 1,1,1,100000000,610000003642,
0.866025,,Spine,1,2,Image 1,2,1,100000002,610000003645,
2.68328,,Spine,1,3,Image 1,3,1,100000002,610000003650,
2.73861,,Spine,1,4,Image 1,3,1,100000002,610000003653,
1.73205,,Spine,1,9,Image 1,3,1,100000000,610000003656,
3.26917,,Spine,1,4,Image 1,2,1,100000000,610000003659,
1.47902,,Spine,1,0,Image 1,1,1,100000001,610000003662,
1.80702,,Spine,1,5,Image 1,3,1,100000000,610000003668,
2.35702,,Spine,1,5,Image 1,1,1,100000000,610000003670,
2.94788,,Spine,1,4,Image 1,2,1,100000000,610000003680,
1.69967,,Spine,1,6,Image 1,3,1,100000000,610000003682,
1.5,,Spine,1,2,Image 1,3,1,100000000,610000003687,
1.24722,,Spine,1,3,Image 1,3,1,100000000,610000003690,
1.63936,,Spine,1,0,Image 1,1,1,100000001,610000003695,
0.829156,,Spine,1,5,Image 1,4,1,100000000,610000003698,
