
Segment Center Intensity Sum Ch=2 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1509,,Segment,2,12,Image 1,6,1,100000000,510000000038,
197,,Segment,2,11,Image 1,5,1,100000000,510000000040,
769,,Segment,2,10,Image 1,4,1,100000000,510000000049,
1636,,Segment,2,9,Image 1,4,1,100000000,510000000062,
1468,,Segment,2,8,Image 1,3,1,100000000,510000000072,
400,,Segment,2,7,Image 1,3,1,100000000,510000000074,
686,,Segment,2,5,Image 1,3,1,100000000,510000000079,
3677,,Segment,2,4,Image 1,3,1,100000000,510000000146,
903,,Segment,2,3,Image 1,2,1,100000000,510000000156,
1077,,Segment,2,2,Image 1,1,1,100000000,510000000161,
1457,,Segment,2,1,Image 1,1,1,100000000,510000000168,
830,,Segment,2,0,Image 1,1,1,100000000,510000000177,
950,,Segment,2,11,Image 1,4,1,100000000,510000000200,
159,,Segment,2,12,Image 1,5,1,100000000,510000000205,
1701,,Segment,2,10,Image 1,4,1,100000000,510000000221,
2846,,Segment,2,9,Image 1,3,1,100000000,510000000243,
179,,Segment,2,10,Image 1,5,1,100000000,510000000246,
1573,,Segment,2,10,Image 1,3,1,100000000,510000000257,
302,,Segment,2,10,Image 1,5,1,100000000,510000000259,
248,,Segment,2,9,Image 1,5,1,100000000,510000000262,
874,,Segment,2,8,Image 1,4,1,100000000,510000000270,
714,,Segment,2,9,Image 1,4,1,100000000,510000000277,
323,,Segment,2,7,Image 1,4,1,100000000,510000000280,
289,,Segment,2,6,Image 1,4,1,100000000,510000000283,
1082,,Segment,2,5,Image 1,4,1,100000000,510000000289,
1840,,Segment,2,13,Image 1,7,1,100000002,510000000339,
378,,Segment,2,12,Image 1,6,1,100000002,510000000349,
590,,Segment,2,11,Image 1,6,1,100000002,510000000356,
854,,Segment,2,10,Image 1,6,1,100000002,510000000380,
3526,,Segment,2,9,Image 1,5,1,100000002,510000000407,
1572,,Segment,2,8,Image 1,4,1,100000002,510000000421,
1449,,Segment,2,6,Image 1,3,1,100000002,510000000437,
799,,Segment,2,5,Image 1,3,1,100000002,510000000442,
547,,Segment,2,4,Image 1,2,1,100000002,510000000445,
1547,,Segment,2,3,Image 1,2,1,100000002,510000000455,
1657,,Segment,2,2,Image 1,2,1,100000002,510000000467,
857,,Segment,2,1,Image 1,2,1,100000002,510000000474,
285,,Segment,2,0,Image 1,1,1,100000002,510000000496,
88,,Segment,2,13,Image 1,6,1,100000002,510000000510,
91,,Segment,2,12,Image 1,7,1,100000002,510000000514,
175,,Segment,2,11,Image 1,7,1,100000002,510000000517,
209,,Segment,2,5,Image 1,6,1,100000000,510000000523,
1835,,Segment,2,4,Image 1,5,1,100000000,510000000548,
1006,,Segment,2,3,Image 1,4,1,100000000,510000000561,
4122,,Segment,2,2,Image 1,3,1,100000000,510000000595,
765,,Segment,2,1,Image 1,2,1,100000000,510000000608,
2980,,Segment,2,0,Image 1,1,1,100000000,510000000632,
329,,Segment,2,5,Image 1,5,1,100000000,510000000638,
714,,Segment,2,4,Image 1,4,1,100000000,510000000650,
1120,,Segment,2,4,Image 1,3,1,100000000,510000000665,
982,,Segment,2,3,Image 1,3,1,100000000,510000000678,
569,,Segment,2,4,Image 1,4,1,100000000,510000000685,
834,,Segment,2,2,Image 1,2,1,100000000,510000000697,
245,,Segment,2,9,Image 1,3,1,100000001,510000000704,
707,,Segment,2,8,Image 1,3,1,100000001,510000000720,
249,,Segment,2,7,Image 1,3,1,100000001,510000000723,
2306,,Segment,2,6,Image 1,3,1,100000001,510000000764,
2997,,Segment,2,5,Image 1,2,1,100000001,510000000796,
479,,Segment,2,4,Image 1,2,1,100000001,510000000799,
2132,,Segment,2,3,Image 1,2,1,100000001,510000000828,
325,,Segment,2,2,Image 1,2,1,100000001,510000000832,
1443,,Segment,2,1,Image 1,2,1,100000001,510000000844,
1938,,Segment,2,0,Image 1,1,1,100000001,510000000874,
707,,Segment,2,7,Image 1,4,1,100000001,510000000898,
397,,Segment,2,9,Image 1,4,1,100000001,510000000904,
146,,Segment,2,8,Image 1,4,1,100000001,510000000908,
418,,Segment,2,12,Image 1,6,1,100000002,510000000918,
1802,,Segment,2,11,Image 1,5,1,100000002,510000000937,
2113,,Segment,2,10,Image 1,4,1,100000002,510000000964,
4758,,Segment,2,9,Image 1,3,1,100000002,510000000995,
1430,,Segment,2,8,Image 1,3,1,100000002,510000001006,
1337,,Segment,2,7,Image 1,3,1,100000002,510000001015,
943,,Segment,2,8,Image 1,5,1,100000002,510000001037,
2934,,Segment,2,7,Image 1,5,1,100000002,510000001085,
825,,Segment,2,6,Image 1,4,1,100000002,510000001091,
1248,,Segment,2,5,Image 1,2,1,100000001,510000001110,
1738,,Segment,2,4,Image 1,1,1,100000001,510000001143,
753,,Segment,2,3,Image 1,1,1,100000001,510000001154,
947,,Segment,2,2,Image 1,1,1,100000001,510000001165,
3867,,Segment,2,1,Image 1,1,1,100000001,510000001197,
2185,,Segment,2,0,Image 1,1,1,100000001,510000001219,
1092,,Segment,2,5,Image 1,1,1,100000001,510000001252,
817,,Segment,2,3,Image 1,3,1,100000001,510000001270,
2135,,Segment,2,2,Image 1,2,1,100000001,510000001317,
511,,Segment,2,8,Image 1,6,1,100000002,510000001329,
2576,,Segment,2,7,Image 1,2,1,100000000,510000001365,
2426,,Segment,2,6,Image 1,2,1,100000000,510000001388,
385,,Segment,2,5,Image 1,2,1,100000000,510000001390,
1181,,Segment,2,4,Image 1,1,1,100000000,510000001397,
429,,Segment,2,3,Image 1,1,1,100000000,510000001399,
2118,,Segment,2,2,Image 1,1,1,100000000,510000001414,
646,,Segment,2,1,Image 1,1,1,100000000,510000001417,
1836,,Segment,2,0,Image 1,1,1,100000000,510000001444,
156,,Segment,2,3,Image 1,2,1,100000001,510000001467,
1078,,Segment,2,11,Image 1,4,1,100000002,510000001488,
768,,Segment,2,9,Image 1,4,1,100000002,510000001497,
880,,Segment,2,3,Image 1,2,1,100000001,510000001523,
96,,Segment,2,11,Image 1,4,1,100000002,510000001525,
313,,Segment,2,6,Image 1,3,1,100000001,510000001530,
344,,Segment,2,5,Image 1,2,1,100000001,510000001533,
1336,,Segment,2,4,Image 1,2,1,100000001,510000001551,
891,,Segment,2,7,Image 1,3,1,100000000,510000001568,
761,,Segment,2,5,Image 1,4,1,100000001,510000001581,
536,,Segment,2,4,Image 1,3,1,100000001,510000001586,
702,,Segment,2,2,Image 1,2,1,100000000,510000001601,
2933,,Segment,2,1,Image 1,1,1,100000000,510000001646,
151,,Segment,2,9,Image 1,3,1,100000000,510000001652,
853,,Segment,2,8,Image 1,2,1,100000000,510000001663,
606,,Segment,2,7,Image 1,1,1,100000000,510000001667,
2130,,Segment,2,6,Image 1,1,1,100000000,510000001686,
6245,,Segment,2,5,Image 1,1,1,100000000,510000001735,
1762,,Segment,2,4,Image 1,1,1,100000000,510000001745,
1053,,Segment,2,3,Image 1,1,1,100000000,510000001750,
1083,,Segment,2,8,Image 1,3,1,100000000,510000001768,
1616,,Segment,2,7,Image 1,2,1,100000000,510000001784,
1343,,Segment,2,2,Image 1,1,1,100000000,510000001799,
5505,,Segment,2,5,Image 1,3,1,100000000,510000001845,
5613,,Segment,2,4,Image 1,2,1,100000000,510000001887,
3105,,Segment,2,5,Image 1,3,1,100000001,510000001927,
139,,Segment,2,5,Image 1,3,1,100000001,510000001931,
208,,Segment,2,6,Image 1,2,1,100000001,510000001933,
77,,Segment,2,6,Image 1,2,1,100000001,510000001935,
253,,Segment,2,8,Image 1,2,1,100000000,510000001941,
959,,Segment,2,11,Image 1,6,1,100000002,510000001953,
632,,Segment,2,10,Image 1,5,1,100000002,510000001958,
3117,,Segment,2,5,Image 1,2,1,100000000,510000002002,
713,,Segment,2,10,Image 1,5,1,100000002,510000002010,
