
Soma Intensity StdDev Ch=1 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
5.70603,,Soma,1,Image 1,1,100000000,800000000,
4.88495,,Soma,1,Image 1,1,100000001,800000001,
2.33225,,Soma,1,Image 1,1,100000002,800000002,
