
Spine Intensity Median Ch=5 Img=1
 ==================== 
Spine Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.00390625,,Spine,5,4,Image 1,3,1,100000004,610000005406,
0.00390625,,Spine,5,1,Image 1,1,1,100000004,610000005418,
0.00195312,,Spine,5,7,Image 1,2,1,100000002,610000005426,
0.00390625,,Spine,5,4,Image 1,2,1,100000004,610000005443,
0.00195312,,Spine,5,4,Image 1,3,1,100000002,610000005448,
0.00390625,,Spine,5,6,Image 1,2,1,100000002,610000005460,
0.00390625,,Spine,5,8,Image 1,1,1,100000002,610000005471,
0.00390625,,Spine,5,8,Image 1,1,1,100000002,610000005480,
0.00195312,,Spine,5,1,Image 1,2,1,100000004,610000005485,
0.00390625,,Spine,5,26,Image 1,9,1,100000002,610000005491,
1.00391,,Spine,5,5,Image 1,4,1,100000003,610000005496,
1.00391,,Spine,5,5,Image 1,4,1,100000003,610000005499,
1.00391,,Spine,5,0,Image 1,1,1,100000003,610000005505,
1.00195,,Spine,5,0,Image 1,1,1,100000003,610000005514,
8.625,,Spine,5,0,Image 1,1,1,100000003,610000005521,
0.00390625,,Spine,5,0,Image 1,1,1,100000003,610000005528,
0.00195312,,Spine,5,1,Image 1,2,1,100000004,610000005534,
0.00195312,,Spine,5,1,Image 1,2,1,100000004,610000005541,
1.00781,,Spine,5,0,Image 1,1,1,100000003,610000005545,
1.00195,,Spine,5,25,Image 1,8,1,100000002,610000005547,
1.00195,,Spine,5,1,Image 1,2,1,100000004,610000005551,
0.00195312,,Spine,5,1,Image 1,2,1,100000004,610000005556,
0.00195312,,Spine,5,18,Image 1,6,1,100000002,610000005558,
1.00391,,Spine,5,2,Image 1,1,1,100000004,610000005562,
0.00195312,,Spine,5,1,Image 1,2,1,100000004,610000005566,
3.01562,,Spine,5,0,Image 1,1,1,100000003,610000005571,
0.00195312,,Spine,5,1,Image 1,2,1,100000004,610000005574,
0.00195312,,Spine,5,1,Image 1,2,1,100000004,610000005579,
1.00195,,Spine,5,0,Image 1,1,1,100000003,610000005584,
0.00195312,,Spine,5,1,Image 1,2,1,100000004,610000005588,
1.00195,,Spine,5,1,Image 1,2,1,100000003,610000005591,
8.03125,,Spine,5,3,Image 1,2,1,100000003,610000005593,
3.00781,,Spine,5,0,Image 1,1,1,100000003,610000005596,
1.00391,,Spine,5,26,Image 1,9,1,100000002,610000005598,
0.00195312,,Spine,5,1,Image 1,2,1,100000004,610000005600,
2.00781,,Spine,5,0,Image 1,1,1,100000003,610000005603,
1.00391,,Spine,5,4,Image 1,2,1,100000002,610000005607,
0.00390625,,Spine,5,0,Image 1,1,1,100000004,610000005609,
0.00195312,,Spine,5,1,Image 1,2,1,100000004,610000005613,
0.500977,,Spine,5,0,Image 1,1,1,100000003,610000005615,
1.00781,,Spine,5,1,Image 1,1,1,100000004,610000005619,
2.00781,,Spine,5,0,Image 1,1,1,100000003,610000005622,
