
Spine Neck Min Diameter
 ==================== 
Spine Neck Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.416666,µm,Spine,4,3,1,100000004,610000005406,
0.416666,µm,Spine,1,1,1,100000004,610000005418,
0.416666,µm,Spine,7,2,1,100000002,610000005426,
0.416666,µm,Spine,4,2,1,100000004,610000005443,
0.416666,µm,Spine,4,3,1,100000002,610000005448,
0.416666,µm,Spine,6,2,1,100000002,610000005460,
0.416666,µm,Spine,8,1,1,100000002,610000005471,
0.416666,µm,Spine,8,1,1,100000002,610000005480,
0.416666,µm,Spine,1,2,1,100000004,610000005485,
0.416666,µm,Spine,7,3,1,100000002,610000005491,
0.797531,µm,Spine,5,4,1,100000003,610000005496,
0.812977,µm,Spine,5,4,1,100000003,610000005499,
0.43654,µm,Spine,0,1,1,100000003,610000005505,
0.416666,µm,Spine,0,1,1,100000003,610000005514,
0.496527,µm,Spine,0,1,1,100000003,610000005521,
0.416666,µm,Spine,0,1,1,100000003,610000005528,
0.509266,µm,Spine,1,1,1,100000004,610000005534,
0.421753,µm,Spine,1,1,1,100000004,610000005541,
0.922996,µm,Spine,0,1,1,100000003,610000005545,
0.738118,µm,Spine,25,8,1,100000002,610000005547,
0.423177,µm,Spine,1,1,1,100000004,610000005551,
0.509266,µm,Spine,1,1,1,100000004,610000005556,
0.586259,µm,Spine,18,6,1,100000002,610000005558,
1.17393,µm,Spine,2,1,1,100000004,610000005562,
0.534523,µm,Spine,1,1,1,100000004,610000005566,
0.496527,µm,Spine,0,1,1,100000003,610000005571,
0.481364,µm,Spine,1,1,1,100000004,610000005574,
0.509266,µm,Spine,1,1,1,100000004,610000005579,
0.416666,µm,Spine,0,1,1,100000003,610000005584,
0.417073,µm,Spine,1,1,1,100000004,610000005588,
0.625,µm,Spine,1,2,1,100000003,610000005591,
0.718485,µm,Spine,3,2,1,100000003,610000005593,
0.416666,µm,Spine,0,1,1,100000003,610000005596,
1.00609,µm,Spine,26,9,1,100000002,610000005598,
0,µm,Spine,1,1,1,100000004,610000005600,
0.416666,µm,Spine,0,1,1,100000003,610000005603,
