
Spine Attachment Pt Branching Angle
 ==================== 
Spine Attachment Pt Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
90.8102,°,Spine,4,3,1,100000004,610000005406,
84.5768,°,Spine,7,2,1,100000002,610000005426,
84.9069,°,Spine,4,3,1,100000002,610000005448,
77.0386,°,Spine,6,2,1,100000002,610000005460,
88.8682,°,Spine,1,2,1,100000004,610000005485,
96.5674,°,Spine,7,3,1,100000002,610000005491,
57.8809,°,Spine,0,1,1,100000003,610000005505,
73.5517,°,Spine,25,8,1,100000002,610000005547,
75.9464,°,Spine,18,6,1,100000002,610000005558,
72.5755,°,Spine,2,1,1,100000004,610000005562,
22.9888,°,Spine,1,2,1,100000003,610000005591,
76.8233,°,Spine,3,2,1,100000003,610000005593,
91.404,°,Spine,26,9,1,100000002,610000005598,
97.6282,°,Spine,14,5,1,100000002,610000005647,
100.009,°,Spine,8,1,1,100000002,610000005656,
67.2299,°,Spine,5,4,1,100000002,610000005658,
44.9646,°,Spine,4,2,1,100000004,610000005664,
82.1663,°,Spine,5,2,1,100000004,610000005669,
91.4629,°,Spine,4,2,1,100000002,610000005731,
86.5897,°,Spine,7,4,1,100000002,610000005736,
71.8701,°,Spine,2,1,1,100000004,610000005766,
89.619,°,Spine,7,3,1,100000002,610000005813,
68.2656,°,Spine,33,13,1,100000002,610000005814,
81.496,°,Spine,25,8,1,100000002,610000005815,
139.261,°,Spine,20,6,1,100000002,610000005816,
76.4666,°,Spine,11,5,1,100000002,610000005817,
77.918,°,Spine,11,6,1,100000002,610000005818,
85.3633,°,Spine,8,4,1,100000002,610000005819,
91.1337,°,Spine,7,4,1,100000002,610000005820,
71.8133,°,Spine,5,3,1,100000002,610000005821,
73.053,°,Spine,5,3,1,100000002,610000005822,
34.6199,°,Spine,5,4,1,100000002,610000005823,
81.8856,°,Spine,3,3,1,100000003,610000005828,
78.7968,°,Spine,5,4,1,100000003,610000005829,
74.6941,°,Spine,2,1,1,100000003,610000005830,
90.7271,°,Spine,0,1,1,100000003,610000005831,
88.8244,°,Spine,1,2,1,100000003,610000005837,
73.9542,°,Spine,0,1,1,100000003,610000005841,
61.0958,°,Spine,5,2,1,100000004,610000005856,
72.7126,°,Spine,3,2,1,100000004,610000005857,
88.1587,°,Spine,1,1,1,100000004,610000005858,
91.7704,°,Spine,0,1,1,100000004,610000005859,
75.3184,°,Spine,0,1,1,100000004,610000005860,
80.3427,°,Spine,2,3,1,100000004,610000005870,
24.2421,°,Spine,1,2,1,100000004,610000005871,
83.73,°,Spine,7,2,1,100000004,610000005872,
40.4228,°,Spine,7,3,1,100000004,610000005873,
81.5143,°,Spine,6,2,1,100000004,610000005874,
36.9327,°,Spine,6,3,1,100000004,610000005877,
83.1407,°,Spine,6,3,1,100000004,610000005878,
74.2281,°,Spine,4,2,1,100000004,610000005879,
78.6928,°,Spine,2,1,1,100000004,610000005880,
80.0529,°,Spine,2,2,1,100000004,610000005881,
