
Spine Center Intensity Min Ch=2 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,2,4,Image 1,3,1,100000004,610000005406,
0,,Spine,2,1,Image 1,1,1,100000004,610000005418,
0,,Spine,2,7,Image 1,2,1,100000002,610000005426,
0,,Spine,2,4,Image 1,2,1,100000004,610000005443,
0,,Spine,2,4,Image 1,3,1,100000002,610000005448,
0,,Spine,2,6,Image 1,2,1,100000002,610000005460,
0,,Spine,2,8,Image 1,1,1,100000002,610000005471,
0,,Spine,2,8,Image 1,1,1,100000002,610000005480,
0,,Spine,2,1,Image 1,2,1,100000004,610000005485,
0,,Spine,2,26,Image 1,9,1,100000002,610000005491,
0,,Spine,2,5,Image 1,4,1,100000003,610000005496,
1,,Spine,2,5,Image 1,4,1,100000003,610000005499,
0,,Spine,2,0,Image 1,1,1,100000003,610000005505,
0,,Spine,2,0,Image 1,1,1,100000003,610000005514,
0,,Spine,2,0,Image 1,1,1,100000003,610000005521,
0,,Spine,2,0,Image 1,1,1,100000003,610000005528,
0,,Spine,2,1,Image 1,2,1,100000004,610000005534,
0,,Spine,2,1,Image 1,2,1,100000004,610000005541,
0,,Spine,2,0,Image 1,1,1,100000003,610000005545,
1,,Spine,2,25,Image 1,8,1,100000002,610000005547,
0,,Spine,2,1,Image 1,2,1,100000004,610000005551,
0,,Spine,2,1,Image 1,2,1,100000004,610000005556,
0,,Spine,2,18,Image 1,6,1,100000002,610000005558,
0,,Spine,2,2,Image 1,1,1,100000004,610000005562,
0,,Spine,2,1,Image 1,2,1,100000004,610000005566,
1,,Spine,2,0,Image 1,1,1,100000003,610000005571,
1,,Spine,2,1,Image 1,2,1,100000004,610000005574,
0,,Spine,2,1,Image 1,2,1,100000004,610000005579,
1,,Spine,2,0,Image 1,1,1,100000003,610000005584,
0,,Spine,2,1,Image 1,2,1,100000004,610000005588,
0,,Spine,2,1,Image 1,2,1,100000003,610000005591,
7,,Spine,2,3,Image 1,2,1,100000003,610000005593,
2,,Spine,2,0,Image 1,1,1,100000003,610000005596,
0,,Spine,2,26,Image 1,9,1,100000002,610000005598,
1,,Spine,2,1,Image 1,2,1,100000004,610000005600,
1,,Spine,2,0,Image 1,1,1,100000003,610000005603,
1,,Spine,2,4,Image 1,2,1,100000002,610000005607,
0,,Spine,2,0,Image 1,1,1,100000004,610000005609,
0,,Spine,2,1,Image 1,2,1,100000004,610000005613,
0,,Spine,2,0,Image 1,1,1,100000003,610000005615,
0,,Spine,2,1,Image 1,1,1,100000004,610000005619,
0,,Spine,2,0,Image 1,1,1,100000003,610000005622,
3,,Spine,2,0,Image 1,1,1,100000003,610000005625,
0,,Spine,2,1,Image 1,2,1,100000004,610000005628,
0,,Spine,2,0,Image 1,1,1,100000003,610000005631,
1,,Spine,2,0,Image 1,1,1,100000003,610000005634,
0,,Spine,2,1,Image 1,2,1,100000004,610000005637,
1,,Spine,2,26,Image 1,9,1,100000002,610000005644,
1,,Spine,2,14,Image 1,5,1,100000002,610000005647,
1,,Spine,2,1,Image 1,2,1,100000004,610000005650,
2,,Spine,2,0,Image 1,1,1,100000003,610000005653,
20,,Spine,2,8,Image 1,1,1,100000002,610000005656,
1,,Spine,2,5,Image 1,4,1,100000002,610000005658,
1,,Spine,2,0,Image 1,1,1,100000003,610000005662,
0,,Spine,2,4,Image 1,2,1,100000004,610000005664,
0,,Spine,2,1,Image 1,2,1,100000004,610000005666,
1,,Spine,2,5,Image 1,2,1,100000004,610000005669,
0,,Spine,2,1,Image 1,2,1,100000004,610000005672,
0,,Spine,2,1,Image 1,2,1,100000004,610000005674,
0,,Spine,2,1,Image 1,2,1,100000004,610000005677,
0,,Spine,2,0,Image 1,1,1,100000003,610000005680,
0,,Spine,2,0,Image 1,1,1,100000003,610000005683,
0,,Spine,2,1,Image 1,2,1,100000004,610000005685,
0,,Spine,2,0,Image 1,1,1,100000003,610000005688,
0,,Spine,2,0,Image 1,1,1,100000003,610000005692,
0,,Spine,2,1,Image 1,2,1,100000004,610000005694,
0,,Spine,2,1,Image 1,2,1,100000004,610000005696,
0,,Spine,2,1,Image 1,2,1,100000004,610000005699,
0,,Spine,2,1,Image 1,2,1,100000004,610000005702,
0,,Spine,2,1,Image 1,2,1,100000004,610000005705,
0,,Spine,2,1,Image 1,2,1,100000004,610000005707,
4,,Spine,2,0,Image 1,1,1,100000003,610000005709,
0,,Spine,2,1,Image 1,2,1,100000004,610000005712,
0,,Spine,2,1,Image 1,2,1,100000004,610000005714,
0,,Spine,2,1,Image 1,2,1,100000004,610000005717,
0,,Spine,2,1,Image 1,2,1,100000004,610000005721,
0,,Spine,2,1,Image 1,2,1,100000004,610000005723,
0,,Spine,2,1,Image 1,2,1,100000004,610000005726,
0,,Spine,2,1,Image 1,2,1,100000004,610000005729,
0,,Spine,2,4,Image 1,2,1,100000002,610000005731,
0,,Spine,2,1,Image 1,2,1,100000004,610000005734,
0,,Spine,2,7,Image 1,4,1,100000002,610000005736,
0,,Spine,2,4,Image 1,2,1,100000004,610000005738,
0,,Spine,2,0,Image 1,1,1,100000003,610000005741,
0,,Spine,2,1,Image 1,2,1,100000004,610000005743,
0,,Spine,2,0,Image 1,1,1,100000003,610000005747,
