
Soma Intensity Mean Ch=1 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
160.498,,Soma,1,Image 1,1,100000002,800000050,
73.6888,,Soma,1,Image 1,1,100000003,800000051,
78.7446,,Soma,1,Image 1,1,100000004,800000052,
