
Spine Center Intensity Mean Ch=4 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
7.39286,,Spine,4,4,Image 1,3,1,100000004,610000005406,
14.0769,,Spine,4,1,Image 1,1,1,100000004,610000005418,
19.625,,Spine,4,7,Image 1,2,1,100000002,610000005426,
26.9444,,Spine,4,4,Image 1,2,1,100000004,610000005443,
16.5,,Spine,4,4,Image 1,3,1,100000002,610000005448,
21.6154,,Spine,4,6,Image 1,2,1,100000002,610000005460,
28,,Spine,4,8,Image 1,1,1,100000002,610000005471,
21.8,,Spine,4,8,Image 1,1,1,100000002,610000005480,
28.3333,,Spine,4,1,Image 1,2,1,100000004,610000005485,
0,,Spine,4,26,Image 1,9,1,100000002,610000005491,
65,,Spine,4,5,Image 1,4,1,100000003,610000005496,
40.5,,Spine,4,5,Image 1,4,1,100000003,610000005499,
48,,Spine,4,0,Image 1,1,1,100000003,610000005505,
80.7778,,Spine,4,0,Image 1,1,1,100000003,610000005514,
116.571,,Spine,4,0,Image 1,1,1,100000003,610000005521,
76.1429,,Spine,4,0,Image 1,1,1,100000003,610000005528,
122.5,,Spine,4,1,Image 1,2,1,100000004,610000005534,
107,,Spine,4,1,Image 1,2,1,100000004,610000005541,
78.4,,Spine,4,0,Image 1,1,1,100000003,610000005545,
78.6667,,Spine,4,25,Image 1,8,1,100000002,610000005547,
96.75,,Spine,4,1,Image 1,2,1,100000004,610000005551,
107.8,,Spine,4,1,Image 1,2,1,100000004,610000005556,
42,,Spine,4,18,Image 1,6,1,100000002,610000005558,
65.8,,Spine,4,2,Image 1,1,1,100000004,610000005562,
111,,Spine,4,1,Image 1,2,1,100000004,610000005566,
122.8,,Spine,4,0,Image 1,1,1,100000003,610000005571,
76.6667,,Spine,4,1,Image 1,2,1,100000004,610000005574,
127,,Spine,4,1,Image 1,2,1,100000004,610000005579,
56,,Spine,4,0,Image 1,1,1,100000003,610000005584,
94.25,,Spine,4,1,Image 1,2,1,100000004,610000005588,
62.25,,Spine,4,1,Image 1,2,1,100000003,610000005591,
48.3333,,Spine,4,3,Image 1,2,1,100000003,610000005593,
87.6667,,Spine,4,0,Image 1,1,1,100000003,610000005596,
54,,Spine,4,26,Image 1,9,1,100000002,610000005598,
43.5,,Spine,4,1,Image 1,2,1,100000004,610000005600,
96,,Spine,4,0,Image 1,1,1,100000003,610000005603,
98,,Spine,4,4,Image 1,2,1,100000002,610000005607,
40.6667,,Spine,4,0,Image 1,1,1,100000004,610000005609,
114,,Spine,4,1,Image 1,2,1,100000004,610000005613,
82.5,,Spine,4,0,Image 1,1,1,100000003,610000005615,
129.4,,Spine,4,1,Image 1,1,1,100000004,610000005619,
95.5,,Spine,4,0,Image 1,1,1,100000003,610000005622,
111,,Spine,4,0,Image 1,1,1,100000003,610000005625,
79.3333,,Spine,4,1,Image 1,2,1,100000004,610000005628,
101.333,,Spine,4,0,Image 1,1,1,100000003,610000005631,
114.667,,Spine,4,0,Image 1,1,1,100000003,610000005634,
139,,Spine,4,1,Image 1,2,1,100000004,610000005637,
150.429,,Spine,4,26,Image 1,9,1,100000002,610000005644,
57,,Spine,4,14,Image 1,5,1,100000002,610000005647,
111.5,,Spine,4,1,Image 1,2,1,100000004,610000005650,
93.6667,,Spine,4,0,Image 1,1,1,100000003,610000005653,
93.6667,,Spine,4,8,Image 1,1,1,100000002,610000005656,
67.3333,,Spine,4,5,Image 1,4,1,100000002,610000005658,
81.6667,,Spine,4,0,Image 1,1,1,100000003,610000005662,
67,,Spine,4,4,Image 1,2,1,100000004,610000005664,
136.5,,Spine,4,1,Image 1,2,1,100000004,610000005666,
99.6667,,Spine,4,5,Image 1,2,1,100000004,610000005669,
89,,Spine,4,1,Image 1,2,1,100000004,610000005672,
127,,Spine,4,1,Image 1,2,1,100000004,610000005674,
98.5,,Spine,4,1,Image 1,2,1,100000004,610000005677,
85.3333,,Spine,4,0,Image 1,1,1,100000003,610000005680,
64.5,,Spine,4,0,Image 1,1,1,100000003,610000005683,
75,,Spine,4,1,Image 1,2,1,100000004,610000005685,
86,,Spine,4,0,Image 1,1,1,100000003,610000005688,
100.75,,Spine,4,0,Image 1,1,1,100000003,610000005692,
123.5,,Spine,4,1,Image 1,2,1,100000004,610000005694,
94,,Spine,4,1,Image 1,2,1,100000004,610000005696,
121.667,,Spine,4,1,Image 1,2,1,100000004,610000005699,
71,,Spine,4,1,Image 1,2,1,100000004,610000005702,
69.5,,Spine,4,1,Image 1,2,1,100000004,610000005705,
138.5,,Spine,4,1,Image 1,2,1,100000004,610000005707,
96,,Spine,4,0,Image 1,1,1,100000003,610000005709,
104.667,,Spine,4,1,Image 1,2,1,100000004,610000005712,
110,,Spine,4,1,Image 1,2,1,100000004,610000005714,
144.5,,Spine,4,1,Image 1,2,1,100000004,610000005717,
113,,Spine,4,1,Image 1,2,1,100000004,610000005721,
97.5,,Spine,4,1,Image 1,2,1,100000004,610000005723,
155,,Spine,4,1,Image 1,2,1,100000004,610000005726,
148.333,,Spine,4,1,Image 1,2,1,100000004,610000005729,
107,,Spine,4,4,Image 1,2,1,100000002,610000005731,
94.3333,,Spine,4,1,Image 1,2,1,100000004,610000005734,
92.6667,,Spine,4,7,Image 1,4,1,100000002,610000005736,
91.6667,,Spine,4,4,Image 1,2,1,100000004,610000005738,
126.333,,Spine,4,0,Image 1,1,1,100000003,610000005741,
100.5,,Spine,4,1,Image 1,2,1,100000004,610000005743,
