
Segment Position
 ==================== 
Segment Position X,Segment Position Y,Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
970.606,18162.8,1450.77,µm,Segment,Segment Position,0,1,1,100000002,510000000983,
1011.87,18218.8,1467.25,µm,Segment,Segment Position,0,1,1,100000004,510000001201,
1017.23,18206.8,1460.15,µm,Segment,Segment Position,0,1,1,100000004,510000001328,
931.971,18252.3,1460.66,µm,Segment,Segment Position,0,1,1,100000003,510000001885,
926.298,18249.8,1464.97,µm,Segment,Segment Position,0,1,1,100000003,510000002112,
955.952,18162.9,1458.11,µm,Segment,Segment Position,0,1,1,100000002,510000002122,
955.102,18162.3,1460.83,µm,Segment,Segment Position,0,1,1,100000002,510000002124,
958.09,18167.8,1466.55,µm,Segment,Segment Position,0,1,1,100000002,510000002188,
963.236,18170.1,1462.64,µm,Segment,Segment Position,0,1,1,100000002,510000002204,
964.334,18168.6,1453.67,µm,Segment,Segment Position,0,1,1,100000002,510000002227,
965.948,18164.7,1449.81,µm,Segment,Segment Position,0,1,1,100000002,510000002242,
925.314,18248.7,1456.06,µm,Segment,Segment Position,0,1,1,100000003,510000002781,
957.788,18165,1450.23,µm,Segment,Segment Position,0,1,1,100000002,510000002802,
961.053,18165.5,1450.47,µm,Segment,Segment Position,0,1,1,100000002,510000002820,
964.273,18165.2,1451.48,µm,Segment,Segment Position,0,1,1,100000002,510000002825,
954.374,18162.4,1459.65,µm,Segment,Segment Position,0,1,1,100000002,510000002830,
953.69,18162.4,1462.7,µm,Segment,Segment Position,0,1,1,100000002,510000002840,
1011.6,18216.5,1462.14,µm,Segment,Segment Position,0,1,1,100000004,510000002942,
928.551,18250.2,1454.74,µm,Segment,Segment Position,0,1,1,100000003,510000003095,
958.037,18162.2,1467.33,µm,Segment,Segment Position,0,1,1,100000002,510000003137,
962.53,18167.2,1466.41,µm,Segment,Segment Position,0,1,1,100000002,510000003155,
960.07,18164,1464.09,µm,Segment,Segment Position,0,1,1,100000002,510000003209,
957.713,18168.7,1449.99,µm,Segment,Segment Position,0,1,1,100000002,510000003431,
958.373,18167.1,1449.66,µm,Segment,Segment Position,0,1,1,100000002,510000003440,
957.182,18168.3,1449.35,µm,Segment,Segment Position,0,1,1,100000002,510000003442,
957.144,18168.6,1449.69,µm,Segment,Segment Position,0,1,1,100000002,510000003444,
1009.84,18211.3,1466.65,µm,Segment,Segment Position,0,1,1,100000004,510000003574,
1018.09,18202.7,1467.16,µm,Segment,Segment Position,0,1,1,100000004,510000003670,
926.535,18257.5,1456.66,µm,Segment,Segment Position,0,1,1,100000003,510000003799,
961.394,18171.5,1460.61,µm,Segment,Segment Position,0,1,1,100000002,510000004274,
969.032,18174.2,1448.35,µm,Segment,Segment Position,0,1,1,100000002,510000004399,
967.941,18170.8,1447.83,µm,Segment,Segment Position,0,1,1,100000002,510000004413,
967.953,18168,1447.78,µm,Segment,Segment Position,0,1,1,100000002,510000004425,
966.26,18171.6,1450.28,µm,Segment,Segment Position,0,1,1,100000002,510000004529,
976.908,18169.9,1453.1,µm,Segment,Segment Position,0,1,1,100000002,510000004579,
970.418,18169.4,1449.07,µm,Segment,Segment Position,0,1,1,100000002,510000004596,
928.217,18249.3,1458.25,µm,Segment,Segment Position,0,1,1,100000003,510000004653,
1019.5,18215.2,1463.67,µm,Segment,Segment Position,0,1,1,100000004,510000004835,
929.818,18256.9,1454.45,µm,Segment,Segment Position,0,1,1,100000003,510000004969,
1015.59,18216.3,1465.98,µm,Segment,Segment Position,0,1,1,100000004,510000005035,
972.562,18169.5,1451.95,µm,Segment,Segment Position,0,1,1,100000002,510000005044,
962.93,18164.3,1452.42,µm,Segment,Segment Position,0,1,1,100000002,510000005069,
970.443,18162,1449.52,µm,Segment,Segment Position,0,1,1,100000002,510000005077,
957.425,18168.3,1449.63,µm,Segment,Segment Position,0,1,1,100000002,510000005090,
1018.32,18209.1,1462.68,µm,Segment,Segment Position,0,1,1,100000004,510000005099,
971.206,18162.6,1451.8,µm,Segment,Segment Position,1,1,1,100000002,510000000980,
933.754,18253.3,1461.64,µm,Segment,Segment Position,1,1,1,100000003,510000002540,
1020.01,18209.2,1462.21,µm,Segment,Segment Position,1,1,1,100000004,510000002727,
1009.17,18219,1460.81,µm,Segment,Segment Position,1,1,1,100000004,510000002917,
1016.25,18201.6,1459.42,µm,Segment,Segment Position,1,1,1,100000004,510000003019,
1003.65,18222.1,1464.88,µm,Segment,Segment Position,1,1,1,100000004,510000003495,
929.778,18249.9,1453.51,µm,Segment,Segment Position,1,1,1,100000003,510000004131,
1019.54,18217.2,1460.68,µm,Segment,Segment Position,1,1,1,100000004,510000004821,
925.289,18260.9,1454.22,µm,Segment,Segment Position,1,1,1,100000003,510000004939,
1007.79,18210.7,1466.67,µm,Segment,Segment Position,1,1,1,100000004,510000004979,
1007.49,18222.6,1467.55,µm,Segment,Segment Position,1,2,1,100000004,510000001156,
1015.37,18204.8,1456.39,µm,Segment,Segment Position,1,2,1,100000004,510000001307,
938.166,18249.4,1462.18,µm,Segment,Segment Position,1,2,1,100000003,510000001867,
1009.73,18218.5,1459.4,µm,Segment,Segment Position,1,2,1,100000004,510000002949,
927.588,18247.4,1449.26,µm,Segment,Segment Position,1,2,1,100000003,510000003085,
931.951,18245.7,1453.42,µm,Segment,Segment Position,1,2,1,100000003,510000003191,
1002.94,18209.9,1464.05,µm,Segment,Segment Position,1,2,1,100000004,510000003556,
