
Spine Part Mean Diameter
 ==================== 
Spine Part Mean Diameter Ground,Spine Part Mean Diameter Head,Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1.64495,0.426603,0.549466,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005505,
0.416666,0.416666,0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005514,
0.945572,0.460697,0.761868,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005521,
0.416666,0.416666,0.416666,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005528,
1.11343,0.777569,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005545,
0.644259,0.460697,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005571,
0.416666,0.416667,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005584,
0.416666,0.416666,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005596,
0.416666,0.416666,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005603,
0.691898,0.850336,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000005609,
0.416666,0.416666,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005615,
1.0201,2.0411,1.47969,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005622,
0.568863,0.424867,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005625,
0.672721,0.622466,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005631,
0.421142,0.418904,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005634,
0.566337,0.474599,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005653,
1.00364,0.625,1.01807,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005662,
0.669184,0.903607,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005680,
0.822066,0.969732,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005683,
0.416666,0.416666,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005688,
1.08227,1.58132,1.95475,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005692,
1.10333,0.861384,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005709,
1.0201,1.47969,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005741,
0.565036,0.424253,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005747,
0.8332,0.641159,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005754,
0.829647,0.903607,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005771,
1.50433,1.29713,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005831,
0.981463,1.01807,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005835,
0.947617,0.799529,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005841,
0.861033,0.861384,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005850,
0.878154,0.671793,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000005859,
0.897296,1.01729,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000004,610000005860,
0.584583,0.416666,0.416666,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005418,
0.584679,0.481052,0.600949,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005534,
0.46851,1.00582,0.439372,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005541,
0.481771,0.416666,0.423177,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005551,
0.630223,0.481052,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005556,
0.689663,0.514638,0.534523,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005566,
0.536092,0.416666,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005574,
0.795563,0.481052,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005579,
0.420735,0.417023,0.417073,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005588,
0.416666,0.416666,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005600,
0.607266,0.598152,0.581929,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005613,
1.00936,0.548502,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005619,
0.491333,0.445963,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005628,
0.465495,0.452837,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005637,
0.766124,0.820403,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005650,
0.419865,0.417946,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005666,
0.547688,0.416666,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005672,
0.658467,0.545451,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000004,610000005674,
