
Soma Center of Image Mass Ch=4 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
968.628,18165.1,1448.61,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000002,800000050,
927.667,18253.5,1458.55,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000003,800000051,
1016.45,18212.5,1465.29,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000004,800000052,
