
Spine Center Intensity Max Ch=1 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
176,,Spine,1,4,Image 1,3,1,100000004,610000005406,
123,,Spine,1,1,Image 1,1,1,100000004,610000005418,
92,,Spine,1,7,Image 1,2,1,100000002,610000005426,
133,,Spine,1,4,Image 1,2,1,100000004,610000005443,
99,,Spine,1,4,Image 1,3,1,100000002,610000005448,
104,,Spine,1,6,Image 1,2,1,100000002,610000005460,
88,,Spine,1,8,Image 1,1,1,100000002,610000005471,
101,,Spine,1,8,Image 1,1,1,100000002,610000005480,
92,,Spine,1,1,Image 1,2,1,100000004,610000005485,
22,,Spine,1,26,Image 1,9,1,100000002,610000005491,
115,,Spine,1,5,Image 1,4,1,100000003,610000005496,
76,,Spine,1,5,Image 1,4,1,100000003,610000005499,
100,,Spine,1,0,Image 1,1,1,100000003,610000005505,
101,,Spine,1,0,Image 1,1,1,100000003,610000005514,
159,,Spine,1,0,Image 1,1,1,100000003,610000005521,
102,,Spine,1,0,Image 1,1,1,100000003,610000005528,
136,,Spine,1,1,Image 1,2,1,100000004,610000005534,
121,,Spine,1,1,Image 1,2,1,100000004,610000005541,
110,,Spine,1,0,Image 1,1,1,100000003,610000005545,
171,,Spine,1,25,Image 1,8,1,100000002,610000005547,
115,,Spine,1,1,Image 1,2,1,100000004,610000005551,
129,,Spine,1,1,Image 1,2,1,100000004,610000005556,
126,,Spine,1,18,Image 1,6,1,100000002,610000005558,
129,,Spine,1,2,Image 1,1,1,100000004,610000005562,
140,,Spine,1,1,Image 1,2,1,100000004,610000005566,
159,,Spine,1,0,Image 1,1,1,100000003,610000005571,
115,,Spine,1,1,Image 1,2,1,100000004,610000005574,
143,,Spine,1,1,Image 1,2,1,100000004,610000005579,
68,,Spine,1,0,Image 1,1,1,100000003,610000005584,
107,,Spine,1,1,Image 1,2,1,100000004,610000005588,
148,,Spine,1,1,Image 1,2,1,100000003,610000005591,
78,,Spine,1,3,Image 1,2,1,100000003,610000005593,
118,,Spine,1,0,Image 1,1,1,100000003,610000005596,
59,,Spine,1,26,Image 1,9,1,100000002,610000005598,
87,,Spine,1,1,Image 1,2,1,100000004,610000005600,
114,,Spine,1,0,Image 1,1,1,100000003,610000005603,
175,,Spine,1,4,Image 1,2,1,100000002,610000005607,
53,,Spine,1,0,Image 1,1,1,100000004,610000005609,
135,,Spine,1,1,Image 1,2,1,100000004,610000005613,
93,,Spine,1,0,Image 1,1,1,100000003,610000005615,
170,,Spine,1,1,Image 1,1,1,100000004,610000005619,
103,,Spine,1,0,Image 1,1,1,100000003,610000005622,
147,,Spine,1,0,Image 1,1,1,100000003,610000005625,
143,,Spine,1,1,Image 1,2,1,100000004,610000005628,
154,,Spine,1,0,Image 1,1,1,100000003,610000005631,
139,,Spine,1,0,Image 1,1,1,100000003,610000005634,
146,,Spine,1,1,Image 1,2,1,100000004,610000005637,
185,,Spine,1,26,Image 1,9,1,100000002,610000005644,
109,,Spine,1,14,Image 1,5,1,100000002,610000005647,
136,,Spine,1,1,Image 1,2,1,100000004,610000005650,
127,,Spine,1,0,Image 1,1,1,100000003,610000005653,
130,,Spine,1,8,Image 1,1,1,100000002,610000005656,
81,,Spine,1,5,Image 1,4,1,100000002,610000005658,
110,,Spine,1,0,Image 1,1,1,100000003,610000005662,
111,,Spine,1,4,Image 1,2,1,100000004,610000005664,
149,,Spine,1,1,Image 1,2,1,100000004,610000005666,
154,,Spine,1,5,Image 1,2,1,100000004,610000005669,
