
Spine Terminal Pt Time Index
 ==================== 
Spine Terminal Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,4,3,1,100000004,610000005406,
1,,Spine,1,1,1,100000004,610000005418,
1,,Spine,7,2,1,100000002,610000005426,
1,,Spine,4,2,1,100000004,610000005443,
1,,Spine,4,3,1,100000002,610000005448,
1,,Spine,6,2,1,100000002,610000005460,
1,,Spine,8,1,1,100000002,610000005471,
1,,Spine,8,1,1,100000002,610000005480,
1,,Spine,1,2,1,100000004,610000005485,
1,,Spine,,,1,100000002,610000005491,
1,,Spine,5,4,1,100000003,610000005496,
1,,Spine,5,4,1,100000003,610000005499,
1,,Spine,0,1,1,100000003,610000005505,
1,,Spine,,,1,,610000005516,
1,,Spine,0,1,1,100000003,610000005545,
1,,Spine,25,8,1,100000002,610000005547,
1,,Spine,18,6,1,100000002,610000005558,
1,,Spine,2,1,1,100000004,610000005562,
1,,Spine,,,1,,610000005564,
1,,Spine,1,2,1,100000003,610000005591,
1,,Spine,3,2,1,100000003,610000005593,
1,,Spine,26,9,1,100000002,610000005598,
1,,Spine,4,2,1,100000002,610000005607,
1,,Spine,0,1,1,100000004,610000005609,
1,,Spine,,,1,,610000005630,
1,,Spine,,,1,,610000005639,
1,,Spine,14,5,1,100000002,610000005647,
1,,Spine,8,1,1,100000002,610000005656,
1,,Spine,5,4,1,100000002,610000005658,
1,,Spine,0,1,1,100000003,610000005662,
1,,Spine,4,2,1,100000004,610000005664,
1,,Spine,5,2,1,100000004,610000005669,
1,,Spine,4,2,1,100000002,610000005731,
1,,Spine,7,4,1,100000002,610000005736,
1,,Spine,4,2,1,100000004,610000005738,
1,,Spine,2,1,1,100000004,610000005766,
1,,Spine,0,1,1,,610000005888,
1,,Spine,4,2,1,,610000005888,
1,,Spine,5,4,1,,610000005889,
1,,Spine,0,1,1,,610000005889,
1,,Spine,1,1,1,,610000005890,
1,,Spine,2,1,1,,610000005890,
1,,Spine,5,3,1,,610000005890,
1,,Spine,3,2,1,,610000005891,
1,,Spine,3,3,1,,610000005891,
1,,Spine,5,3,1,,610000005891,
1,,Spine,5,2,1,,610000005892,
1,,Spine,0,1,1,,610000005892,
1,,Spine,33,13,1,,610000005892,
1,,Spine,7,2,1,,610000005893,
1,,Spine,1,2,1,,610000005893,
1,,Spine,25,8,1,,610000005893,
1,,Spine,7,3,1,,610000005894,
1,,Spine,20,6,1,,610000005894,
1,,Spine,11,5,1,,610000005895,
1,,Spine,6,2,1,,610000005895,
1,,Spine,1,1,1,,610000005895,
1,,Spine,0,1,1,,610000005896,
1,,Spine,6,3,1,,610000005896,
1,,Spine,11,6,1,,610000005896,
1,,Spine,6,3,1,,610000005897,
1,,Spine,8,4,1,,610000005897,
1,,Spine,6,3,1,,610000005898,
1,,Spine,7,4,1,,610000005898,
1,,Spine,6,3,1,,610000005899,
1,,Spine,7,3,1,,610000005899,
1,,Spine,,,1,,610000005900,
1,,Spine,4,2,1,,610000005900,
1,,Spine,2,1,1,,610000005901,
1,,Spine,2,2,1,,610000005902,
1,,Spine,1,1,1,,610000005904,
1,,Spine,1,2,1,,610000005905,
1,,Spine,2,3,1,,610000005906,
1,,Spine,1,1,1,,610000005907,
