
Soma Intensity Max Ch=2 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
5,,Soma,2,Image 1,1,100000002,800000050,
22,,Soma,2,Image 1,1,100000003,800000051,
17,,Soma,2,Image 1,1,100000004,800000052,
