
Soma Intensity StdDev Ch=3 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
0,,Soma,3,Image 1,1,100000002,800000050,
0.346748,,Soma,3,Image 1,1,100000003,800000051,
0,,Soma,3,Image 1,1,100000004,800000052,
