
Spine Part Min Diameter
 ==================== 
Spine Part Min Diameter Ground,Spine Part Min Diameter Head,Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1.39408,0.416667,0.549466,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005505,
0.416666,0.416666,0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005514,
0.90432,0.424867,0.6412,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005521,
0.416666,0.416666,0.416666,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005528,
0.860683,0.632142,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005545,
0.574939,0.424867,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005571,
0.416666,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005584,
0.416666,0.416666,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005596,
0.416666,0.416666,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005603,
0.416666,0.850336,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000005609,
0.416666,0.416666,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005615,
0.860683,2.0411,1.47969,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005622,
0.496527,0.424867,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005625,
0.668563,0.622466,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005631,
0.416666,0.418904,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005634,
0.453907,0.474599,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005653,
0.944854,0.625,1.01807,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005662,
0.582682,0.903607,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005680,
0.674401,0.969732,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005683,
0.416666,0.416666,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005688,
0.840374,1.58132,1.95475,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005692,
0.861384,0.861384,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005709,
0.860683,1.47969,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005741,
0.492981,0.424253,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005747,
0.641159,0.641159,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005754,
0.755687,0.903607,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005771,
1.29713,1.29713,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005831,
0.944854,1.01807,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005835,
0.799529,0.799529,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005841,
0.860683,0.861384,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005850,
0.671793,0.671793,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000005859,
0.777298,1.01729,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000005860,
0.416666,0.416666,0.416666,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005418,
0.518889,0.452837,0.600949,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005534,
0.421753,0.557913,0.426766,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005541,
0.442708,0.416666,0.423177,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005551,
0.512935,0.452837,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005556,
0.672427,0.514638,0.534523,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005566,
0.481364,0.416666,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005574,
0.600949,0.452837,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005579,
0.418294,0.417023,0.417073,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005588,
0.416666,0.416666,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005600,
0.602553,0.598152,0.581929,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005613,
0.416666,0.416666,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005619,
0.476888,0.445963,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005628,
0.426432,0.452837,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005637,
0.711845,0.820403,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005650,
0.417946,0.417946,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005666,
0.486653,0.416666,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005672,
0.545451,0.545451,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000005674,
