
Spine Part Volume Neck
 ==================== 
Spine Part Volume Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.533809,µm^3,Spine,Spine Part Volume,4,3,1,100000004,610000005406,
0.162384,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005418,
0.140431,µm^3,Spine,Spine Part Volume,7,2,1,100000002,610000005426,
0.192272,µm^3,Spine,Spine Part Volume,4,2,1,100000004,610000005443,
0.0881485,µm^3,Spine,Spine Part Volume,4,3,1,100000002,610000005448,
0.210244,µm^3,Spine,Spine Part Volume,6,2,1,100000002,610000005460,
0.396988,µm^3,Spine,Spine Part Volume,8,1,1,100000002,610000005471,
0.108811,µm^3,Spine,Spine Part Volume,8,1,1,100000002,610000005480,
0.0941413,µm^3,Spine,Spine Part Volume,1,2,1,100000004,610000005485,
0.0536038,µm^3,Spine,Spine Part Volume,7,3,1,100000002,610000005491,
0.196124,µm^3,Spine,Spine Part Volume,5,4,1,100000003,610000005496,
0.192747,µm^3,Spine,Spine Part Volume,5,4,1,100000003,610000005499,
0.0548928,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005505,
0.0862838,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005514,
0.37496,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005521,
0.134838,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005528,
0.113387,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005534,
0.127631,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005541,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005545,
0,µm^3,Spine,Spine Part Volume,25,8,1,100000002,610000005547,
0.0901328,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005551,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005556,
0,µm^3,Spine,Spine Part Volume,18,6,1,100000002,610000005558,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000005562,
0.0864162,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005566,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005571,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005574,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005579,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005584,
0.0670227,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005588,
0.107622,µm^3,Spine,Spine Part Volume,1,2,1,100000003,610000005591,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000003,610000005593,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005596,
0,µm^3,Spine,Spine Part Volume,26,9,1,100000002,610000005598,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005600,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005603,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000002,610000005607,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000005609,
0.11076,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005613,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005615,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005619,
1.22888,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005622,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005625,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005628,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005631,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005634,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005637,
1.08318,µm^3,Spine,Spine Part Volume,7,3,1,100000002,610000005644,
0,µm^3,Spine,Spine Part Volume,14,5,1,100000002,610000005647,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005650,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005653,
0,µm^3,Spine,Spine Part Volume,8,1,1,100000002,610000005656,
0,µm^3,Spine,Spine Part Volume,5,4,1,100000002,610000005658,
0.229567,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005662,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000004,610000005664,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005666,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000004,610000005669,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005672,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005674,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005677,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005680,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005683,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005685,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005688,
0.904759,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005692,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005694,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005696,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005699,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005702,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005705,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005707,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005709,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005712,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005714,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005717,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005721,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005723,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005726,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005729,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000002,610000005731,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005734,
0,µm^3,Spine,Spine Part Volume,7,4,1,100000002,610000005736,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000004,610000005738,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005741,
