
Spine Part Volume Neck
 ==================== 
Spine Part Volume Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005743,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005747,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005754,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005757,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000005766,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005771,
0,µm^3,Spine,Spine Part Volume,7,3,1,100000002,610000005813,
0,µm^3,Spine,Spine Part Volume,33,13,1,100000002,610000005814,
0,µm^3,Spine,Spine Part Volume,25,8,1,100000002,610000005815,
0,µm^3,Spine,Spine Part Volume,20,6,1,100000002,610000005816,
0,µm^3,Spine,Spine Part Volume,11,5,1,100000002,610000005817,
0,µm^3,Spine,Spine Part Volume,11,6,1,100000002,610000005818,
0,µm^3,Spine,Spine Part Volume,8,4,1,100000002,610000005819,
0,µm^3,Spine,Spine Part Volume,7,4,1,100000002,610000005820,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000005821,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000005822,
0,µm^3,Spine,Spine Part Volume,5,4,1,100000002,610000005823,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000002,610000005824,
0,µm^3,Spine,Spine Part Volume,7,3,1,100000002,610000005827,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000003,610000005828,
0,µm^3,Spine,Spine Part Volume,5,4,1,100000003,610000005829,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000003,610000005830,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005831,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005835,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000003,610000005837,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005841,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000005849,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005850,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000004,610000005856,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000004,610000005857,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005858,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000005859,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000005860,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005866,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000004,610000005870,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000004,610000005871,
0,µm^3,Spine,Spine Part Volume,7,2,1,100000004,610000005872,
0,µm^3,Spine,Spine Part Volume,7,3,1,100000004,610000005873,
0,µm^3,Spine,Spine Part Volume,6,2,1,100000004,610000005874,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000004,610000005875,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000004,610000005876,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000004,610000005877,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000004,610000005878,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000004,610000005879,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000005880,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000005881,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005882,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000005883,
