
Soma Intensity Sum Ch=1 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
32260,,Soma,1,Image 1,1,100000002,800000050,
1.62963e+06,,Soma,1,Image 1,1,100000003,800000051,
1.41977e+06,,Soma,1,Image 1,1,100000004,800000052,
