
Segment Center Intensity Sum Ch=5 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
5,,Segment,5,9,Image 1,5,1,100000002,510000000915,
18,,Segment,5,8,Image 1,4,1,100000002,510000000928,
8,,Segment,5,7,Image 1,3,1,100000002,510000000936,
1,,Segment,5,6,Image 1,3,1,100000002,510000000940,
11,,Segment,5,5,Image 1,3,1,100000002,510000000948,
12,,Segment,5,4,Image 1,3,1,100000002,510000000959,
12,,Segment,5,3,Image 1,2,1,100000002,510000000973,
9,,Segment,5,1,Image 1,1,1,100000002,510000000980,
3,,Segment,5,0,Image 1,1,1,100000002,510000000983,
3,,Segment,5,8,Image 1,2,1,100000002,510000001006,
109,,Segment,5,7,Image 1,1,1,100000002,510000001062,
15,,Segment,5,6,Image 1,1,1,100000002,510000001076,
4,,Segment,5,5,Image 1,1,1,100000002,510000001079,
5,,Segment,5,4,Image 1,1,1,100000002,510000001086,
2,,Segment,5,3,Image 1,1,1,100000002,510000001090,
4,,Segment,5,5,Image 1,3,1,100000004,510000001107,
7,,Segment,5,4,Image 1,2,1,100000004,510000001113,
6,,Segment,5,3,Image 1,2,1,100000004,510000001131,
6,,Segment,5,2,Image 1,2,1,100000004,510000001146,
4,,Segment,5,1,Image 1,2,1,100000004,510000001156,
171,,Segment,5,0,Image 1,1,1,100000004,510000001201,
3,,Segment,5,6,Image 1,6,1,100000004,510000001215,
4,,Segment,5,5,Image 1,5,1,100000004,510000001230,
25,,Segment,5,4,Image 1,4,1,100000004,510000001257,
1,,Segment,5,3,Image 1,3,1,100000004,510000001259,
16,,Segment,5,2,Image 1,3,1,100000004,510000001288,
9,,Segment,5,1,Image 1,2,1,100000004,510000001307,
28,,Segment,5,0,Image 1,1,1,100000004,510000001328,
1307,,Segment,5,8,Image 1,1,1,100000002,510000001384,
3,,Segment,5,30,Image 1,11,1,100000002,510000001396,
18,,Segment,5,29,Image 1,10,1,100000002,510000001406,
20,,Segment,5,28,Image 1,10,1,100000002,510000001427,
36,,Segment,5,27,Image 1,9,1,100000002,510000001452,
67,,Segment,5,26,Image 1,9,1,100000002,510000001532,
0,,Segment,5,25,Image 1,9,1,100000002,510000001539,
4,,Segment,5,24,Image 1,8,1,100000002,510000001569,
6,,Segment,5,23,Image 1,7,1,100000002,510000001586,
375,,Segment,5,21,Image 1,6,1,100000002,510000001597,
31,,Segment,5,20,Image 1,5,1,100000002,510000001613,
5,,Segment,5,19,Image 1,5,1,100000002,510000001618,
9,,Segment,5,18,Image 1,5,1,100000002,510000001630,
3,,Segment,5,17,Image 1,5,1,100000002,510000001637,
7,,Segment,5,16,Image 1,5,1,100000002,510000001641,
32,,Segment,5,14,Image 1,5,1,100000002,510000001664,
44,,Segment,5,12,Image 1,5,1,100000002,510000001679,
5,,Segment,5,11,Image 1,5,1,100000002,510000001682,
15,,Segment,5,10,Image 1,5,1,100000002,510000001691,
8,,Segment,5,8,Image 1,4,1,100000002,510000001701,
7,,Segment,5,7,Image 1,4,1,100000002,510000001713,
2,,Segment,5,6,Image 1,5,1,100000004,510000001716,
532,,Segment,5,4,Image 1,3,1,100000003,510000001752,
256,,Segment,5,2,Image 1,2,1,100000003,510000001808,
52,,Segment,5,1,Image 1,2,1,100000003,510000001867,
7,,Segment,5,0,Image 1,1,1,100000003,510000001885,
13,,Segment,5,33,Image 1,13,1,100000002,510000001906,
48,,Segment,5,32,Image 1,12,1,100000002,510000001939,
144,,Segment,5,31,Image 1,11,1,100000002,510000001950,
1,,Segment,5,30,Image 1,11,1,100000002,510000001952,
7,,Segment,5,29,Image 1,11,1,100000002,510000001963,
7,,Segment,5,34,Image 1,12,1,100000002,510000001967,
8,,Segment,5,33,Image 1,12,1,100000002,510000001972,
8,,Segment,5,34,Image 1,13,1,100000002,510000001976,
306,,Segment,5,7,Image 1,6,1,100000004,510000001985,
3,,Segment,5,6,Image 1,5,1,100000004,510000002003,
3,,Segment,5,5,Image 1,4,1,100000004,510000002006,
9,,Segment,5,25,Image 1,9,1,100000002,510000002041,
9,,Segment,5,24,Image 1,8,1,100000002,510000002067,
122,,Segment,5,33,Image 1,11,1,100000002,510000002073,
651,,Segment,5,0,Image 1,1,1,100000003,510000002112,
1,,Segment,5,0,Image 1,1,1,100000002,510000002122,
4,,Segment,5,0,Image 1,1,1,100000002,510000002124,
11,,Segment,5,0,Image 1,1,1,100000002,510000002188,
6,,Segment,5,0,Image 1,1,1,100000002,510000002204,
26,,Segment,5,0,Image 1,1,1,100000002,510000002227,
9,,Segment,5,0,Image 1,1,1,100000002,510000002242,
592,,Segment,5,4,Image 1,2,1,100000003,510000002258,
320,,Segment,5,33,Image 1,12,1,100000002,510000002272,
11,,Segment,5,4,Image 1,4,1,100000003,510000002282,
187,,Segment,5,3,Image 1,3,1,100000003,510000002310,
1,,Segment,5,4,Image 1,3,1,100000003,510000002312,
10,,Segment,5,25,Image 1,8,1,100000002,510000002317,
9,,Segment,5,32,Image 1,13,1,100000002,510000002329,
1,,Segment,5,31,Image 1,12,1,100000002,510000002341,
7,,Segment,5,5,Image 1,4,1,100000003,510000002396,
19,,Segment,5,4,Image 1,3,1,100000003,510000002431,
155,,Segment,5,3,Image 1,2,1,100000003,510000002521,
12,,Segment,5,2,Image 1,1,1,100000003,510000002533,
9,,Segment,5,1,Image 1,1,1,100000003,510000002540,
397,,Segment,5,7,Image 1,5,1,100000004,510000002542,
1,,Segment,5,27,Image 1,10,1,100000002,510000002548,
4,,Segment,5,25,Image 1,8,1,100000002,510000002597,
0,,Segment,5,30,Image 1,12,1,100000002,510000002600,
1,,Segment,5,3,Image 1,3,1,100000004,510000002608,
8,,Segment,5,7,Image 1,2,1,100000004,510000002634,
7,,Segment,5,6,Image 1,2,1,100000004,510000002647,
11,,Segment,5,5,Image 1,2,1,100000004,510000002655,
17,,Segment,5,4,Image 1,2,1,100000004,510000002677,
13,,Segment,5,3,Image 1,1,1,100000004,510000002684,
38,,Segment,5,2,Image 1,1,1,100000004,510000002719,
8,,Segment,5,1,Image 1,1,1,100000004,510000002727,
15,,Segment,5,30,Image 1,10,1,100000002,510000002746,
7,,Segment,5,28,Image 1,9,1,100000002,510000002754,
21,,Segment,5,0,Image 1,1,1,100000003,510000002781,
17,,Segment,5,0,Image 1,1,1,100000002,510000002802,
28,,Segment,5,0,Image 1,1,1,100000002,510000002820,
10,,Segment,5,0,Image 1,1,1,100000002,510000002825,
4,,Segment,5,0,Image 1,1,1,100000002,510000002830,
18,,Segment,5,0,Image 1,1,1,100000002,510000002840,
3,,Segment,5,5,Image 1,2,1,100000004,510000002869,
11,,Segment,5,4,Image 1,1,1,100000004,510000002875,
83,,Segment,5,6,Image 1,4,1,100000004,510000002882,
44,,Segment,5,5,Image 1,3,1,100000004,510000002911,
540,,Segment,5,1,Image 1,1,1,100000004,510000002917,
12,,Segment,5,0,Image 1,1,1,100000004,510000002942,
559,,Segment,5,1,Image 1,2,1,100000004,510000002949,
6,,Segment,5,4,Image 1,2,1,100000004,510000002985,
2,,Segment,5,3,Image 1,1,1,100000004,510000002989,
11,,Segment,5,2,Image 1,1,1,100000004,510000003007,
12,,Segment,5,1,Image 1,1,1,100000004,510000003019,
21,,Segment,5,1,Image 1,2,1,100000003,510000003085,
5,,Segment,5,0,Image 1,1,1,100000003,510000003095,
8,,Segment,5,0,Image 1,1,1,100000002,510000003137,
2,,Segment,5,0,Image 1,1,1,100000002,510000003155,
17,,Segment,5,1,Image 1,2,1,100000003,510000003191,
2,,Segment,5,26,Image 1,10,1,100000002,510000003195,
3,,Segment,5,0,Image 1,1,1,100000002,510000003209,
17,,Segment,5,11,Image 1,7,1,100000002,510000003254,
4,,Segment,5,10,Image 1,6,1,100000002,510000003277,
16,,Segment,5,7,Image 1,5,1,100000002,510000003350,
9,,Segment,5,6,Image 1,4,1,100000002,510000003359,
54,,Segment,5,5,Image 1,2,1,100000004,510000003427,
4,,Segment,5,0,Image 1,1,1,100000002,510000003431,
4,,Segment,5,0,Image 1,1,1,100000002,510000003440,
6,,Segment,5,0,Image 1,1,1,100000002,510000003442,
7,,Segment,5,0,Image 1,1,1,100000002,510000003444,
58,,Segment,5,1,Image 1,1,1,100000004,510000003495,
19,,Segment,5,1,Image 1,2,1,100000004,510000003556,
40,,Segment,5,0,Image 1,1,1,100000004,510000003574,
13,,Segment,5,0,Image 1,1,1,100000004,510000003670,
14,,Segment,5,4,Image 1,2,1,100000004,510000003684,
15,,Segment,5,3,Image 1,2,1,100000004,510000003700,
27,,Segment,5,2,Image 1,3,1,100000003,510000003720,
2,,Segment,5,4,Image 1,3,1,100000004,510000003722,
3,,Segment,5,2,Image 1,3,1,100000004,510000003738,
8,,Segment,5,2,Image 1,2,1,100000004,510000003759,
7,,Segment,5,5,Image 1,3,1,100000003,510000003766,
0,,Segment,5,19,Image 1,6,1,100000002,510000003770,
4,,Segment,5,1,Image 1,2,1,100000003,510000003779,
2,,Segment,5,0,Image 1,1,1,100000003,510000003799,
28,,Segment,5,4,Image 1,3,1,100000004,510000003827,
4,,Segment,5,3,Image 1,4,1,100000004,510000003833,
4,,Segment,5,25,Image 1,7,1,100000002,510000003846,
61,,Segment,5,24,Image 1,6,1,100000002,510000003893,
32,,Segment,5,23,Image 1,6,1,100000002,510000003949,
8,,Segment,5,1,Image 1,2,1,100000002,510000003995,
23,,Segment,5,9,Image 1,5,1,100000002,510000004025,
0,,Segment,5,8,Image 1,5,1,100000002,510000004041,
3,,Segment,5,6,Image 1,3,1,100000004,510000004053,
12,,Segment,5,5,Image 1,2,1,100000004,510000004063,
13,,Segment,5,4,Image 1,1,1,100000004,510000004080,
1,,Segment,5,6,Image 1,2,1,100000004,510000004082,
7,,Segment,5,5,Image 1,1,1,100000004,510000004092,
4,,Segment,5,11,Image 1,6,1,100000002,510000004129,
4,,Segment,5,1,Image 1,1,1,100000003,510000004131,
700,,Segment,5,7,Image 1,4,1,100000002,510000004179,
4,,Segment,5,11,Image 1,8,1,100000002,510000004181,
15,,Segment,5,9,Image 1,6,1,100000002,510000004206,
82,,Segment,5,10,Image 1,6,1,100000002,510000004211,
53,,Segment,5,11,Image 1,7,1,100000002,510000004217,
21,,Segment,5,4,Image 1,3,1,100000004,510000004234,
10,,Segment,5,3,Image 1,2,1,100000004,510000004255,
2,,Segment,5,0,Image 1,1,1,100000002,510000004274,
0,,Segment,5,4,Image 1,3,1,100000004,510000004278,
3,,Segment,5,7,Image 1,3,1,100000004,510000004310,
385,,Segment,5,6,Image 1,5,1,100000002,510000004322,
18,,Segment,5,5,Image 1,4,1,100000002,510000004348,
1,,Segment,5,24,Image 1,7,1,100000002,510000004351,
19,,Segment,5,6,Image 1,3,1,100000004,510000004377,
5,,Segment,5,0,Image 1,1,1,100000002,510000004399,
43,,Segment,5,0,Image 1,1,1,100000002,510000004413,
22,,Segment,5,0,Image 1,1,1,100000002,510000004425,
782,,Segment,5,25,Image 1,7,1,100000002,510000004430,
14,,Segment,5,24,Image 1,7,1,100000002,510000004440,
8,,Segment,5,25,Image 1,8,1,100000002,510000004446,
4,,Segment,5,9,Image 1,4,1,100000002,510000004448,
15,,Segment,5,15,Image 1,6,1,100000002,510000004465,
11,,Segment,5,2,Image 1,2,1,100000004,510000004490,
11,,Segment,5,2,Image 1,2,1,100000002,510000004504,
11,,Segment,5,0,Image 1,1,1,100000002,510000004529,
32,,Segment,5,0,Image 1,1,1,100000002,510000004579,
24,,Segment,5,0,Image 1,1,1,100000002,510000004596,
1,,Segment,5,16,Image 1,6,1,100000002,510000004604,
4,,Segment,5,7,Image 1,3,1,100000002,510000004621,
11,,Segment,5,6,Image 1,2,1,100000002,510000004630,
3,,Segment,5,12,Image 1,6,1,100000002,510000004641,
0,,Segment,5,0,Image 1,1,1,100000003,510000004653,
31,,Segment,5,22,Image 1,7,1,100000002,510000004656,
9,,Segment,5,20,Image 1,6,1,100000002,510000004665,
13,,Segment,5,18,Image 1,6,1,100000002,510000004678,
89,,Segment,5,13,Image 1,6,1,100000002,510000004685,
10,,Segment,5,17,Image 1,6,1,100000002,510000004693,
15,,Segment,5,14,Image 1,6,1,100000002,510000004708,
2,,Segment,5,4,Image 1,2,1,100000003,510000004715,
168,,Segment,5,6,Image 1,3,1,100000004,510000004745,
6,,Segment,5,7,Image 1,3,1,100000004,510000004749,
5,,Segment,5,9,Image 1,4,1,100000002,510000004753,
15,,Segment,5,5,Image 1,1,1,100000004,510000004780,
4,,Segment,5,7,Image 1,4,1,100000002,510000004783,
18,,Segment,5,2,Image 1,1,1,100000004,510000004804,
20,,Segment,5,1,Image 1,1,1,100000004,510000004821,
4,,Segment,5,0,Image 1,1,1,100000004,510000004835,
6,,Segment,5,3,Image 1,1,1,100000003,510000004844,
3,,Segment,5,2,Image 1,2,1,100000004,510000004850,
2,,Segment,5,8,Image 1,3,1,100000002,510000004852,
49,,Segment,5,1,Image 1,2,1,100000004,510000004910,
50,,Segment,5,1,Image 1,1,1,100000003,510000004939,
10,,Segment,5,7,Image 1,2,1,100000002,510000004951,
14,,Segment,5,0,Image 1,1,1,100000003,510000004969,
49,,Segment,5,1,Image 1,1,1,100000004,510000004979,
1,,Segment,5,2,Image 1,2,1,100000003,510000004981,
15,,Segment,5,5,Image 1,2,1,100000002,510000004993,
33,,Segment,5,4,Image 1,2,1,100000002,510000005009,
1,,Segment,5,7,Image 1,2,1,100000002,510000005013,
7,,Segment,5,5,Image 1,3,1,100000002,510000005015,
10,,Segment,5,4,Image 1,2,1,100000002,510000005024,
1,,Segment,5,0,Image 1,1,1,100000004,510000005035,
2,,Segment,5,0,Image 1,1,1,100000002,510000005044,
7,,Segment,5,1,Image 1,2,1,100000004,510000005050,
5,,Segment,5,5,Image 1,2,1,100000002,510000005057,
8,,Segment,5,0,Image 1,1,1,100000002,510000005069,
12,,Segment,5,0,Image 1,1,1,100000002,510000005077,
