
Segment No. Spines
 ==================== 
Segment No. Spines,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Segment,18,11,1,100000000,510000002026,
0,,Segment,15,9,1,100000000,510000002036,
2,,Segment,13,3,1,100000000,510000002056,
0,,Segment,12,3,1,100000000,510000002071,
0,,Segment,11,3,1,100000000,510000002083,
0,,Segment,10,3,1,100000000,510000002090,
0,,Segment,9,3,1,100000000,510000002092,
0,,Segment,8,3,1,100000000,510000002111,
3,,Segment,6,3,1,100000000,510000002125,
0,,Segment,8,3,1,100000003,510000002133,
3,,Segment,13,4,1,100000000,510000002139,
0,,Segment,11,4,1,100000000,510000002160,
0,,Segment,9,3,1,100000003,510000002168,
2,,Segment,8,3,1,100000003,510000002207,
0,,Segment,7,3,1,100000003,510000002215,
0,,Segment,6,2,1,100000003,510000002226,
0,,Segment,5,2,1,100000003,510000002228,
0,,Segment,4,2,1,100000003,510000002263,
1,,Segment,2,2,1,100000003,510000002269,
0,,Segment,0,1,1,100000003,510000002283,
1,,Segment,9,2,1,100000003,510000002342,
0,,Segment,7,2,1,100000003,510000002356,
0,,Segment,7,5,1,100000003,510000002361,
0,,Segment,6,4,1,100000003,510000002370,
1,,Segment,16,10,1,100000000,510000002374,
0,,Segment,12,4,1,100000000,510000002384,
0,,Segment,7,4,1,100000003,510000002390,
0,,Segment,5,3,1,100000002,510000002398,
1,,Segment,9,4,1,100000003,510000002404,
0,,Segment,4,4,1,100000002,510000002413,
0,,Segment,4,3,1,100000001,510000002469,
0,,Segment,13,7,1,100000000,510000002477,
0,,Segment,9,3,1,100000003,510000002483,
0,,Segment,6,4,1,100000003,510000002485,
1,,Segment,9,4,1,100000000,510000002496,
0,,Segment,5,3,1,100000002,510000002519,
0,,Segment,4,2,1,100000002,510000002549,
2,,Segment,3,2,1,100000002,510000002578,
2,,Segment,2,1,1,100000002,510000002583,
0,,Segment,1,1,1,100000002,510000002601,
1,,Segment,0,1,1,100000002,510000002609,
0,,Segment,12,6,1,100000000,510000002646,
0,,Segment,8,3,1,100000003,510000002649,
1,,Segment,10,5,1,100000000,510000002661,
1,,Segment,7,4,1,100000003,510000002669,
0,,Segment,6,4,1,100000003,510000002679,
0,,Segment,5,4,1,100000003,510000002682,
0,,Segment,4,3,1,100000003,510000002697,
0,,Segment,10,4,1,100000000,510000002699,
0,,Segment,7,3,1,100000002,510000002715,
2,,Segment,6,3,1,100000002,510000002727,
0,,Segment,5,2,1,100000002,510000002731,
2,,Segment,6,3,1,100000003,510000002754,
0,,Segment,9,4,1,100000003,510000002762,
0,,Segment,8,4,1,100000003,510000002764,
0,,Segment,5,2,1,100000000,510000002776,
0,,Segment,7,5,1,100000003,510000002779,
3,,Segment,8,2,1,100000002,510000002802,
0,,Segment,7,2,1,100000002,510000002804,
0,,Segment,6,2,1,100000002,510000002809,
0,,Segment,9,5,1,100000003,510000002811,
0,,Segment,7,4,1,100000002,510000002814,
3,,Segment,3,3,1,100000000,510000002835,
0,,Segment,11,7,1,100000000,510000002840,
0,,Segment,6,3,1,100000002,510000002861,
0,,Segment,5,3,1,100000002,510000002865,
1,,Segment,4,2,1,100000002,510000002893,
1,,Segment,3,2,1,100000002,510000002909,
0,,Segment,2,1,1,100000002,510000002928,
0,,Segment,8,3,1,100000002,510000002932,
2,,Segment,7,4,1,100000003,510000002935,
0,,Segment,5,3,1,100000003,510000002940,
0,,Segment,8,4,1,100000000,510000002945,
0,,Segment,4,3,1,100000000,510000002968,
2,,Segment,7,4,1,100000000,510000002970,
2,,Segment,6,2,1,100000000,510000002996,
0,,Segment,5,2,1,100000000,510000003013,
0,,Segment,4,2,1,100000000,510000003015,
0,,Segment,2,1,1,100000000,510000003021,
2,,Segment,1,1,1,100000000,510000003026,
1,,Segment,2,3,1,100000002,510000003069,
1,,Segment,1,2,1,100000002,510000003086,
0,,Segment,9,6,1,100000000,510000003088,
1,,Segment,6,4,1,100000002,510000003098,
1,,Segment,7,4,1,100000000,510000003106,
0,,Segment,8,6,1,100000000,510000003108,
0,,Segment,5,3,1,100000003,510000003110,
0,,Segment,6,5,1,100000003,510000003112,
1,,Segment,7,5,1,100000000,510000003120,
0,,Segment,3,4,1,100000003,510000003126,
0,,Segment,2,3,1,100000003,510000003140,
0,,Segment,4,4,1,100000003,510000003143,
0,,Segment,3,2,1,100000003,510000003147,
0,,Segment,6,3,1,100000000,510000003150,
0,,Segment,1,2,1,100000000,510000003157,
0,,Segment,3,4,1,100000003,510000003162,
0,,Segment,4,3,1,100000002,510000003171,
0,,Segment,3,2,1,100000002,510000003180,
1,,Segment,2,1,1,100000002,510000003186,
0,,Segment,1,1,1,100000002,510000003212,
0,,Segment,0,1,1,100000002,510000003223,
0,,Segment,2,3,1,100000003,510000003251,
1,,Segment,3,3,1,100000003,510000003267,
1,,Segment,2,3,1,100000000,510000003285,
2,,Segment,1,2,1,100000000,510000003300,
1,,Segment,0,1,1,100000000,510000003312,
1,,Segment,4,3,1,100000002,510000003347,
0,,Segment,4,4,1,100000001,510000003360,
0,,Segment,3,3,1,100000001,510000003367,
1,,Segment,2,2,1,100000001,510000003385,
0,,Segment,1,2,1,100000001,510000003387,
0,,Segment,0,1,1,100000001,510000003418,
0,,Segment,5,2,1,100000002,510000003420,
0,,Segment,2,3,1,100000003,510000003429,
0,,Segment,4,2,1,100000002,510000003431,
1,,Segment,2,2,1,100000002,510000003451,
0,,Segment,2,1,1,100000000,510000003455,
0,,Segment,2,2,1,100000002,510000003466,
0,,Segment,4,3,1,100000000,510000003473,
0,,Segment,4,2,1,100000000,510000003487,
1,,Segment,3,2,1,100000000,510000003500,
0,,Segment,2,1,1,100000000,510000003508,
0,,Segment,0,1,1,100000000,510000003530,
1,,Segment,3,2,1,100000001,510000003541,
0,,Segment,4,3,1,100000001,510000003546,
0,,Segment,3,3,1,100000000,510000003556,
0,,Segment,2,2,1,100000000,510000003559,
1,,Segment,3,1,1,100000002,510000003563,
0,,Segment,4,3,1,100000002,510000003573,
3,,Segment,4,3,1,100000000,510000003588,
0,,Segment,3,2,1,100000000,510000003591,
0,,Segment,2,2,1,100000000,510000003603,
0,,Segment,4,2,1,100000001,510000003617,
0,,Segment,3,2,1,100000001,510000003625,
0,,Segment,2,2,1,100000001,510000003634,
1,,Segment,1,2,1,100000001,510000003648,
0,,Segment,2,2,1,100000002,510000003653,
0,,Segment,4,3,1,100000000,510000003679,
0,,Segment,6,3,1,100000000,510000003681,
0,,Segment,3,2,1,100000000,510000003685,
0,,Segment,2,2,1,100000000,510000003694,
0,,Segment,1,1,1,100000003,510000003706,
0,,Segment,2,2,1,100000001,510000003718,
0,,Segment,1,1,1,100000001,510000003737,
0,,Segment,4,2,1,100000001,510000003756,
3,,Segment,1,1,1,100000000,510000003770,
0,,Segment,3,1,1,100000001,510000003780,
0,,Segment,2,1,1,100000001,510000003791,
1,,Segment,3,2,1,100000001,510000003799,
0,,Segment,3,3,1,100000001,510000003817,
0,,Segment,3,3,1,100000000,510000003844,
0,,Segment,3,1,1,100000000,510000003846,
0,,Segment,1,1,1,100000003,510000003850,
0,,Segment,4,3,1,100000000,510000003853,
0,,Segment,1,1,1,100000003,510000003855,
0,,Segment,3,1,1,100000000,510000003860,
0,,Segment,1,1,1,100000002,510000003878,
1,,Segment,0,1,1,100000002,510000003915,
3,,Segment,1,2,1,100000000,510000003963,
0,,Segment,0,1,1,100000000,510000003973,
0,,Segment,4,3,1,100000001,510000003977,
0,,Segment,4,2,1,100000000,510000003980,
5,,Segment,1,1,1,100000003,510000004004,
0,,Segment,0,1,1,100000003,510000004020,
0,,Segment,3,3,1,100000001,510000004028,
0,,Segment,5,3,1,100000000,510000004031,
0,,Segment,2,2,1,100000002,510000004050,
0,,Segment,3,1,1,100000002,510000004053,
0,,Segment,0,1,1,100000000,510000004072,
2,,Segment,2,2,1,100000000,510000004086,
0,,Segment,2,2,1,100000000,510000004093,
0,,Segment,3,3,1,100000001,510000004098,
0,,Segment,3,1,1,100000002,510000004102,
0,,Segment,1,2,1,100000003,510000004110,
2,,Segment,2,3,1,100000001,510000004136,
0,,Segment,1,2,1,100000000,510000004141,
0,,Segment,2,3,1,100000002,510000004145,
3,,Segment,1,2,1,100000000,510000004160,
0,,Segment,2,2,1,100000002,510000004163,
0,,Segment,3,1,1,100000000,510000004169,
0,,Segment,0,1,1,100000000,510000004179,
2,,Segment,1,2,1,100000002,510000004220,
1,,Segment,0,1,1,100000002,510000004230,
0,,Segment,2,3,1,100000001,510000004278,
0,,Segment,1,1,1,100000000,510000004288,
0,,Segment,3,1,1,100000001,510000004299,
1,,Segment,0,1,1,100000000,510000004329,
0,,Segment,1,2,1,100000002,510000004357,
2,,Segment,1,2,1,100000002,510000004368,
0,,Segment,1,2,1,100000001,510000004373,
0,,Segment,0,1,1,100000001,510000004378,
0,,Segment,1,1,1,100000002,510000004405,
0,,Segment,0,1,1,100000002,510000004411,
0,,Segment,0,1,1,100000001,510000004424,
3,,Segment,0,1,1,100000002,510000004463,
0,,Segment,1,1,1,100000001,510000004477,
2,,Segment,0,1,1,100000002,510000004501,
0,,Segment,3,2,1,100000000,510000004519,
0,,Segment,20,11,1,100000000,510000004522,
0,,Segment,17,9,1,100000000,510000004524,
0,,Segment,15,10,1,100000000,510000004525,
0,,Segment,7,3,1,100000000,510000004526,
0,,Segment,0,1,1,100000000,510000004527,
0,,Segment,1,1,1,100000000,510000004530,
0,,Segment,2,1,1,100000001,510000004533,
0,,Segment,7,3,1,100000002,510000004539,
0,,Segment,1,2,1,100000002,510000004540,
0,,Segment,3,3,1,100000003,510000004541,
0,,Segment,3,3,1,100000003,510000004542,
0,,Segment,5,4,1,100000003,510000004543,
0,,Segment,6,5,1,100000003,510000004545,
0,,Segment,1,2,1,100000003,510000004548,
0,,Segment,3,2,1,100000003,510000004549,
0,,Segment,8,2,1,100000003,510000004550,
